Genome	BAr1A.filtered Trimmed Mean	BAr1A.filtered.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1B.filtered.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr1C.filtered.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2D.filtered.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2E.filtered.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr2F.filtered.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3G.filtered.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3H.filtered.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
BAr1A1B1C_vRhyme_unbinned_57	11.654401	11.654401	17.02528	17.02528	7.625753	7.625753	0.2520378	0.2520378	9.620732	9.620732	6.0656824	6.0656824	0.5128766	0.5128766	0.6223863	0.6223863	0.4042528	1.4621087	0.27764323	0.56066155	1.1076787	0.6225635	0.47427642	0.3673361	0.42764324	0.2810691	3.1389544	5.351211	4.3688126	4.0499706	4.3080626	2.4297106	5.8844066	3.3432074	5.3624926	4.656586	4.4362373	0.7304489	0.8414353	0.6129356	0.6756054	1.2603958	2.55127	1.7174838	0.72288835	0.51721793	0.68428826	0.54651505	0.5851447	1.470821	4.409244	1.4614589	1.1843178	3.9919374	0.67852926	0.67164797	0.6615771	1.1793267	0.4984938	2.8919964	4.251979	2.8279681	0.33095098	0.51367396	0.28428826	0.9198464	1.0355287	10.444595	2.7345245	4.344182	3.0506496	5.896338	5.732457	37.77856
LASCr2D2E2F_vRhyme_unbinned_97	0.24232103	0.24232103	1.2891833	1.2891833	0.05253863	0.05253863	0.020939767	0.020939767	0.04213182	0.04213182	0	0	0	0	0.022075055	0.022075055	0.040239673	0.06136865	0	0	0	0	0.10715862	0.0059918007	0	0	0.47940713	0.16600442	0.1072217	4.469126	3.2094607	2.2157679	2.1766634	1.859918	1.1800063	3.2188585	2.1861243	2.4775782	0	0	0	5.347777	9.112205	10.608262	0	0	0	5.081173	0.94916433	4.5003467	1.3473983	2.536739	0.9434879	0.54935354	1.2155787	0.6266793	1.0373384	0.98927784	1.5496058	0.5328918	0.23670766	0.364743	0.076001264	0	0	0.06988332	0.5187638	1.3270892	0.3680227	0.037906025	0.53156734	0.17117628	0.099526964	5.5113215
MGr2D2E2F_vRhyme_unbinned_83	0.20882274	0.20882274	2.004483	2.004483	0.32125884	0.32125884	0	0	0.010131803	0.010131803	0	0	0	0	0	0	0	0.052452255	0	0	0	0	0	0	0	0	0.072536536	0.13942437	0.07415045	0.063839324	0.037837353	0.047431186	0	0	0.007083296	0.03855465	0.025105353	2.5901551	0	0	0	0	0	0	0	0	0	5.1497355	0.17080607	1.1173675	0.7791626	0.25948176	0.77871424	2.7477808	6.5879135	3.7558506	2.1577153	3.5205774	9.054873	0.00591769	0.084999554	0.08697212	0.124988794	0	0	0	0	0.007352282	0	0	0	0.0055590426	0	4.485161
SEr3G3H3I_vRhyme_unbinned_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04044194	0	0.006045445	0	0	0	0	0	0	0	0.045549303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2905983	0.9093183	0	1.9548676	2.630811	11.56233
LASCr2D2E2F_vRhyme_unbinned_81	0.16194768	0.16194768	0.014499853	0.014499853	2.632899	2.632899	1.1266778	1.1266778	71.60606	71.60606	16.927305	16.927305	0	0	0.015479573	0.015479573	0	1.6147742	6.6165376	8.795435	5.604487	0.9696287	3.1066916	17.007936	12.190164	6.142745	8.888508	18.749388	13.250906	0	0.061918292	2.8221807	1.2815715	5.998824	2.870383	0	0	0.083178215	16.965319	2.1908493	4.9605174	0	7.059175	0.22788283	7.0325265	16.419516	7.870873	0	0.02870579	0	0	0	0.0032330754	0.017536985	0	0	0.016655236	0.85568726	0.016851181	10.335848	16.39032	8.79132	0	0.05457039	0	2.2501225	0.3349662	0.8454982	2.1207995	16.478594	37.5604	2.3137064	1.9816792	0.82080925
LASCr2D2E2F_vRhyme_bin_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.870174	1.5576274	0.3885069	0	0.006476067	0	0	0	0	1.0960934	0.040723033	0	0	0	0	2.6962914	1.1991962	1.3481648	1.7819089	9.3193655	3.1661873	0.15333042	1.2142626	0	0	0.07940801	0.24193825	0.42439193	0.546142	0.40715414	0.0063998783	0	0	0	0	0	0	0	0	0	0	0	0.54578006	0.01958058	0	0	0	0	0	0	0
BAr3G3H3I_vRhyme_unbinned_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.828648	0	0	0	0	0	0.33119327	0	0	0	0	0	0	0	0	0	0	0	0	0.2914545	0.06375913	0.15043171	0	0	0	0	0.040956385	0	0	0	0	0.05390746	0.28636262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3283153	0.018375028	0	0	0	0	0	0	0.28968343
MGr1A1B1C_vRhyme_unbinned_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.147316	6.3441486	0.7483469	0	0	0	0	0.009687836	0	0	0	0	0	0	0	0	0	0	5.7884054	3.316008	2.7747195	1.1861448	0.3073197	1.0371367	0.14877748	3.038982	0.21113332	0	0	0	0	0	0	0	0	1.0898046	0	0	0	0	0	0
SEr3G3H3I_vRhyme_unbinned_69	1.253189	1.253189	0.009466507	0.009466507	0.52659446	0.52659446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12555155	0.04155636	0.47613317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025190534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325712	0	0	0	21.573847
MGr1A1B1C_vRhyme_unbinned_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.231888	9.561455	0.58830684	0	0	0	0	0	0	0	0	0	0	0	0	40.736168	0	0.0886108	0.21337014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9505269
SEr3G3H3I_vRhyme_unbinned_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2006274	0.02407529	17.832567
SEr3G3H3I_vRhyme_unbinned_207	0.023944512	0.023944512	0.049457178	0.049457178	0.030820265	0.030820265	0	0	0	0	0	0	0	0	0	0	0	1.7075392	0	0.02774427	0.054583836	0.29360676	0	0	0	0	0	0	0	0.39632088	0.7145356	0	0	0	0	0	0	0	0	0.022135103	0	0.15898673	0.07973462	0.039626054	0	0.01562123	0	0.0074185766	0.14101326	0.39903498	0	0	0	0.068516284	0	0.0043425816	0	0	0.21803378	0	0	0	0	0	0.005066345	0.11936068	0.15705669	0	0.20211098	0.059408925	0	1.093064	1.6978287	11.08462
LAWAr2D2E2F_vRhyme_unbinned_78	0.35529178	0.35529178	1.1731153	1.1731153	0.02904132	0.02904132	0	0	0.3084904	0.3084904	0	0	0	0	0	0	0	0.07228615	0	0	0.062409386	0.20154494	0	0.039371148	0	0	0.1632385	0.012731062	0.021339253	1.2773876	5.8496737	0.42703426	5.12022	2.1748822	1.2532847	0	0	1.1669989	0	0.5202066	0	0.45516944	0.23257974	0.040843602	0.03411562	0.025801921	0.029290503	28.764725	14.259537	27.922752	0.011032077	0	0	0.45806906	0.5455555	0.7405536	2.0123007	5.3347907	2.8861907	0.12386734	0.0040775645	0	0	0.23151504	0.021882929	0	0.2564788	2.326681	4.9458137	8.35144	6.631026	0	0	2.559306
LABRr1A1B1C_vRhyme_unbinned_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.773885	5.144711	0.86650014	0	0	0.0018279308	0.8033756	0.62381184	0.123385325	0	0	0.19979283	0.035827443	0	7.6816354	0	0	0	0	0.5060931	0	0.25091398	0	6.9201193	0	0	0	0.037289787	0.09797709	0.079271264	0	4.1751766	0	0	0	0	0	0	1.4693516
SEr3G3H3I_vRhyme_unbinned_229	0	0	0.024634609	0.024634609	0.15284468	0.15284468	0	0	0	0	0	0	0	0	0	0	0	0.013762352	0.21042636	0.21177506	0.4203848	0.25229144	0.32121328	0.1675704	0.33351684	0.45746058	0.5912031	0.0644078	0.024194214	0.23082216	0.911453	0	0.15199141	0.10830971	0.48619637	0.18166304	0.19281055	0.4618095	0.17731413	0.17227712	0.025432825	0.38655692	1.9633921	1.037874	0	0.16768049	0.12146652	0.76460874	0.29082602	1.6720982	0.14246787	0.3651427	0.5086565	0.18565412	0.084693514	0.016404724	0.060058903	0.0534805	0	0.659547	0.07720679	0.029589057	0.3233327	0.5583386	0.268531	0.691861	0.3210206	0.4742231	0	0	0	3.291872	19.567999	41.961685
SEr3G3H3I_vRhyme_unbinned_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0369075	0	0	1.2975609	2.1400828	13.16521
MGr1A1B1C_vRhyme_unbinned_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17731243	0.105019465	0.120593496	0	0.1252236	0.009575923	0.26202253	0.026728401	0.06797853	0.078291066	0.025255183	0.025676101	0.23255815	0.35451964	0.6525308	0.68904555	10.126276	2.9090815	0.14374408	0.5099442	0.41092286	0.36504263	0.0639798	0	0	0	0	0	0	0	0.053982954	0	0	0	0	0	0	0	0.29201305
BOr1A1B1C_vRhyme_unbinned_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.064258	1.6047206	14.202409	0	0	0	4.241715	3.4887283	0.2743738	0	0	0	0	0	0	0	0	0	0	0	0	0.45423892	0	0.40260115	0	2.4519267	0	1.0995183	0.60751444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4513488	0	0	0	0	0	0	0	0	0	0
CRr3G3H3I_vRhyme_bin_12	0.06926072	0.06926072	0.6120544	0.6120544	0.05782597	0.05782597	0	0	0.005319908	0.005319908	0.37985367	0.37985367	0	0	0.10124131	0.10124131	0	0.09500418	0.07482522	0.28134364	0.2633864	0.3737796	0.18183486	0	0	0	1.929924	3.858095	1.6139704	7.3387213	1.1848108	0.9733393	5.5890217	2.1115143	9.310369	0.02331791	0.0035466054	0	0.0730723	0.93226796	0.07918713	0.5273231	0.13067406	0.26047167	0.03852347	0	0.069770284	0.0804101	0.014186421	2.3461814	3.5414891	3.259799	1.4581236	5.450521	4.5958705	3.3989727	2.8942542	6.46646	2.3016245	1.4615071	3.0414789	1.4933654	0	0	0	0.13420027	1.7717739	12.238581	23.735981	8.028169	1.9071156	7.919875	7.9412975	15.593832
LABRr1A1B1C_vRhyme_unbinned_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6634283	5.781128	0.94617534	0	0.02043551	0.05974316	1.3025125	0.33646008	0.17543271	0	0.01027359	0.307426	0	0	8.316248	0	0	0	0	0.8587381	0	0.1678392	0	8.563373	0	0	0	0.09335567	0.043439418	0.063093245	0	4.1988835	0	0	0	0	0	0	1.2963707
LABRr1A1B1C_vRhyme_unbinned_98	0.442674	0.442674	2.5196724	2.5196724	0.21132277	0.21132277	0	0	0	0	1.1211501	1.1211501	0	0	0	0	0	0.18889087	0.111625426	0.026793662	0.70055187	0.24497062	1.0621328	0.020028485	0.041570235	0.017714081	0	0	0	0.83825886	0.931013	0.11313868	0	0	0	18.290903	16.05786	16.595602	1.1283604	13.456204	8.524569	5.8250847	3.079758	5.640199	21.86532	6.6623645	5.6221294	0.77719426	2.052252	3.5096138	2.2138152	6.377248	2.2475522	0.37039346	1.9878939	1.2536051	1.690137	0.82802206	0.15221648	0	0	0	2.787609	8.193608	15.788232	4.787787	1.2727435	0	0	0	0	0	0	29.23429
SEr2D2E2F_vRhyme_unbinned_71	0.44828328	0.44828328	0.017220967	0.017220967	0.0059197075	0.0059197075	0	0	0	0	0	0	0	0	0	0	0	0.97707456	0.15541922	0.09837477	0.7834464	1.998816	0.45506403	1.9353137	0.57851684	0.61920136	0.22376494	0.20557529	0.11914756	0	0.072758585	0.061672587	0.93542135	0.35302982	0.17382413	0	0	0	0.32052523	0.80314285	0.09955871	0.9180928	0.7822624	0.24776666	0.4889678	0.3727263	2.0119472	1.9162631	0.88440424	0.30018297	0	0	0	0	0	0	0.09180928	0.4597998	0.16908836	0.06543967	0.13055645	0.3939296	0	0	0	0.002583145	0.04972554	0.44785276	3.0055969	12.455817	9.345388	13.205253	13.614466	25.699602
BAr1A1B1C_vRhyme_unbinned_27	3.2048573	3.2048573	2.4542701	2.4542701	7.413175	7.413175	0.72141886	0.72141886	1.4175627	1.4175627	0.03466815	0.03466815	0.35131627	0.35131627	0.7377333	0.7377333	0.5053145	0.7114077	0.07539241	0.40786058	0.9322086	0.71684587	0.38981584	0.12068965	0.01532567	0.00525275	3.3408108	0.5524657	2.172352	0.19416636	2.2438512	0.65640837	0.07601038	0.6413917	0.8904338	0	0	0	0	0	0	0	0.0061179087	0	0.0011741441	0.11846496	0	0.029106414	0.19917192	0	0.059201583	0.27400815	0.16660488	0	0	0.040291682	0.106167346	0.4687925	0.039673712	1.9079841	0.8158448	0.8694846	0	0	0	0	0	0.57934743	0	0	2.7769127	0	0	0.08237548
BOr3G3H3I_vRhyme_unbinned_3	1.8682319	1.8682319	5.897102	5.897102	11.878005	11.878005	0.016063806	0.016063806	2.3340821	2.3340821	39.055607	39.055607	0	0	0.20871714	0.20871714	0	8.572905	5.3990116	4.976073	0.104920246	0.38643003	3.5798697	9.914963	6.243316	2.7535386	0.43259943	2.1752415	1.2054595	2.2077062	5.6036844	6.797012	8.783644	19.168613	6.9385533	0	0	0	2.157942	0.63772184	0	0	4.8681197	0.0998652	0.13109414	3.1489553	5.724444	0	0.11750168	0	0.72635365	0.021231184	0.117726356	1.9992137	1.1882724	9.073691	2.738935	4.2619634	0.16445743	0.08537407	1.5907661	0.84992135	0.51920915	0.03257695	0	0	0	7.0172997	174.86711	87.14199	192.67963	0.96225566	0.67232084	2.0585263
SEr2D2E2F_vRhyme_unbinned_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92891616	0.26385808	0.43622017	2.1336899	1.2530977	0.13897222	0	0	0	0	0	0	0.0035868005	4.0253687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.86018	0.7915091	0	0	0	0.005934525
MHr3G3H3I_vRhyme_unbinned_49	0	0	0.23656042	0.23656042	0.11415416	0.11415416	0	0	0	0	0	0	0	0	0	0	0	0.055253245	0	0	0.031872272	0.29767385	0.43305627	0	0	0.004484841	0.028762782	0.1892005	0.2344675	0.25545657	0.19470191	0.013873109	0.053997487	0.04012438	0.027507026	0.8850685	1.251749	2.2199965	0.71793336	2.425462	4.19524	4.9714766	8.545297	3.4114094	0.022723196	0	0	5.305029	4.123363	8.085751	0.3190217	0.75273573	0.28780723	0.26454583	0.7481911	0.13412665	1.0684087	0.9583807	3.0975902	0.04437003	0.1043473	0.057465766	9.773306	4.605274	6.033786	3.7031634	21.317287	0.050888	0	0	0	0	0	3.070143
BAr1A1B1C_vRhyme_unbinned_18	21.284128	21.284128	4.992991	4.992991	12.058982	12.058982	0	0	0	0	0.008087126	0.008087126	0	0	0	0	0	7.4970884	0.51423335	1.0485227	8.052081	4.373841	3.9370282	0	0.11613112	0.36154842	0	0	0	0.36801812	6.592948	2.4081302	0	0	0	0	0	0	0	0	0	0	0.28186327	0.28951907	0	1.2767954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEr2D2E2F_vRhyme_unbinned_164	0	0	0	0	0	0	0.034697726	0.034697726	0.26306292	0.26306292	0	0	0	0	0	0	0	0	0.3754409	0.18644902	0.09187105	0	0.06545813	0.083258145	0.054220326	0.020753015	0	0.01985071	0	0	0	0.071200065	0.013042408	0.110245265	0.032236896	0	0	0	0.1497006	0.07579362	0.10253466	0.00360922	0.35050446	0.024116151	0	0.088261835	0.3633008	0.14732179	0.7375933	0	0	0	0	0	0	0	0.13682224	0	0	0	0.021409236	0	0	0	0	0.064965956	0	0.109835126	0.056024935	10.506849	8.164138	0.031416617	0	0.37412846
BAr3G3H3I_vRhyme_bin_4	0	0	0	0	0	0	0.04031377	0.04031377	0	0	0	0	4.7810254	4.7810254	6.8919764	6.8919764	4.8710194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024898533	0	0	0	0	0	0	0	0	0	0	0.0031220731	0	0.046753045	0	0	0.06700749	0.000078051824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LASCr2D2E2F_vRhyme_unbinned_58	2.4595206	2.4595206	1.6127234	1.6127234	0.99546844	0.99546844	0	0	0	0	0.017167756	0.017167756	0	0	0	0	0	0.15642701	0	0	0	0	0	0	0	0	0	0	0	0.9822222	2.07939	0.22300653	0	0	0	0.06936819	0.11320262	0.1633987	0	0.14588235	0.0019172113	3.2037473	2.5763834	2.9230502	0.025620915	0.6320697	0.40958604	0.86745095	0.21437909	3.5146842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1220044	0.25908497	0	0	0	0	0	0	0.8092375
MHr3G3H3I_vRhyme_unbinned_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07568289	0.14623126	0.3043746	0.65187925	0.34647772	2.2775724	0.95276237	0.057814747	0.8356952	0	0.20476484	0.48634216	0.41271308	0.40121174	2.0619223	7.868351	0.24676526	0.2676114	0.21092626	0.17354693	0.0070856437	1.7699733	0	0	0	0.26678988	4.623126	1.5200247	2.517868	8.533785	0	0	0	0	0	0	0.10669542
BAr1A1B1C_vRhyme_bin_18	9.405671	9.405671	3.073614	3.073614	2.4686654	2.4686654	0.093733065	0.093733065	7.4866896	7.4866896	0.32035398	0.32035398	0	0	0	0	0	1.8885678	0	0.041899946	0.14134008	0.1270363	0	0	0	0	1.0426223	1.1684667	1.6545422	7.8606467	8.49785	3.6881704	0.75614953	0.429041	1.2802601	0	0	0.319162	1.3198844	1.1184396	0.7538378	1.774535	1.3748239	4.2175183	0.6811992	0.009463608	0.117500454	0.18060322	0	4.1241465	0.06559509	0.029546686	0.00036120642	0.017554633	0.09322738	0.06010475	0.007802059	0.2902655	0.031208236	0.9567997	0.47567275	2.192234	0.26783457	0.0629944	0.020083077	4.899368	2.3184395	2.0846307	23.743868	8.222178	0.3858046	32.56435	17.046776	148.99191
MHr3G3H3I_vRhyme_unbinned_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013191653	0.13554935	0.40344664	0.5682401	0.38428354	2.266989	0.8190859	0.075063005	0.9530686	0	0.25579548	0.46647593	0.47769225	0.28746906	1.6908476	6.9717093	0.25002837	0.07097609	0.19935064	0.19771586	0.0049951184	1.4684286	0	0	0	0.23304498	4.31937	1.3277706	2.3707285	9.022478	0	0	0	0	0	0	0.06318825
SEr2D2E2F_vRhyme_unbinned_64	0.04535292	0.04535292	2.2951133	2.2951133	0.0014904717	0.0014904717	0.002874481	0.002874481	5.9945703	5.9945703	5.2384753	5.2384753	0.1150857	0.1150857	0.007771745	0.007771745	0.20259768	0.15735123	0.50739914	1.4789737	0	0.005323113	0.40104333	4.4196744	1.1561801	0.9207921	0.098371126	0.05546684	0.02501863	10.394123	1.2979878	0.06164165	20.14415	0.34536356	0.6604919	0	0	0.055360373	3.775258	4.288832	2.9625254	0.10081976	1.9653997	0.43670818	1.6283402	1.2776536	7.8914084	5.6618757	3.9200468	0.20068136	0	1.973065	5.127435	2.2408175	5.8787394	11.04365	6.1440434	12.186202	7.2047267	0.087937824	0.015649952	0.013414245	16.190887	10.160439	4.596934	0.046098158	0.2400724	0.37048867	0.4772703	24.760567	6.053125	0	0	0.067284144
MHr2D2E2F_vRhyme_unbinned_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1339382	0	0	0.11731944	0.06036651	1.8967841	0.33668703	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08228531	0.27721882	1.1246856	0	0	0.22727273	0.055785123	2.087675	1.388879	2.110582	1.6750809	1.4860762	0	0.035123967	0	8.179123	0.22754222	0.0067373337	0	0.36731943	0	1.3317463	1.7924002	5.894628	0	0	0
LAWAr2D2E2F_vRhyme_unbinned_56	2.3694854	2.3694854	7.648148	7.648148	2.3044662	2.3044662	0	0	4.0983114	4.0983114	2.3260484	2.3260484	0.012254902	0.012254902	0.19076797	0.19076797	0.04663671	7.234341	8.802628	3.6832108	19.255447	15.324006	4.028118	5.7480254	3.9085648	1.8961737	3.7173884	3.2435322	3.0603213	8.119213	23.323257	5.732843	11.000477	8.143518	7.524033	0.20989923	0.16796024	0.8432734	0.780433	1.913603	0.49700436	3.7455065	2.894676	1.1030773	1.3128405	1.8666258	9.77982	6.1073666	4.898897	4.2916665	0.60934097	0.9889706	0.5274374	0.55283225	2.106073	1.8764979	10.800109	27.438997	25.511642	2.0316584	1.908701	3.8415713	0.00878268	0.1807598	0	0.4529548	1.3307462	8.473856	46.16939	54.69213	14.121868	55.63773	70.45765	200.86588
LASAr3G3H3I_vRhyme_unbinned_35	0.00065068866	0.00065068866	0.6440733	0.6440733	0.122980155	0.122980155	0.74330336	0.74330336	1.2898818	1.2898818	0.920616	0.920616	0.86303	0.86303	0.35603514	0.35603514	0.59592235	0.39551026	0.40928316	0.70122546	0.3149333	0.1458627	0.16646785	0.5174059	0.4219716	0.12590826	0.022665655	0.099338464	0.051729746	0.0032534432	0	0.38715973	1.2228608	1.2291509	1.032426	0	0.02581065	0.0026027546	4.529227	11.510357	3.0260274	0.40548748	0.5754257	0.31840363	10.61631	8.959224	25.984709	3.5970068	10.058996	1.1995445	0.1552977	21.432165	4.0778656	0.021581173	0.4353107	0.26634854	2.2523587	1.6274807	0.007266023	0.06365904	0.15139356	0.022123413	20.60026	18.155407	11.822145	0.95662075	1.998048	1.1730832	0.15291183	2.378267	2.307342	0.040559594	0.021364277	0.100206055
LASAr3G3H3I_vRhyme_unbinned_20	0	0	0	0	0	0	0.032663587	0.032663587	0	0	0	0	0	0	0	0	0	0.0030084883	0.05490491	1.198023	0	0	0.19017944	0.00021489202	0.07961749	0.32394972	0	0	0	0	0	0	0	0	0	0	0	0.014505211	0.19017944	9.021597	6.359622	0	0.052326206	0	4.9037285	0.06930268	1.2266036	0	0.3872354	0.115182124	0	0	0	0	0	0	0	0	0	0	0	0	5.4056087	3.1507468	1.6376921	0.02019985	0.3084775	0	0	0	0	0	0	0.052326206
LASAr3G3H3I_vRhyme_unbinned_27	0.020335836	0.020335836	0.015526116	0.015526116	0.0744241	0.0744241	0	0	0	0	0	0	0.00396591	0.00396591	0	0	0.052147496	0.42604	0.16057716	0.19905493	0.43287486	2.2854612	0.45228252	0	0	0	0.057632267	0.0117289685	0.29524934	0	0.03873091	0	0	0.040671673	0.019407645	0.072652094	0.10387309	0.17871909	0.055775885	6.1407475	1.8978989	0.06607037	0	0.004134672	1.8180745	0.34663743	0.60256517	0.18690406	1.529238	1.459033	0.032317948	0.27736056	0.450173	0	0.19795798	0.8908109	0.19821112	0.011391444	0	0.059573032	0	0.2285883	0.009028774	0.1336596	0	0.14209771	0	0	0	0	0	0	0	0.4843473
SEr3G3H3I_vRhyme_unbinned_57	0	0	0	0	0	0	0	0	0	0	0	0	0.7661047	0.7661047	2.7266192	2.7266192	0.8874889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.404703	13.063087	9.379769
BAr3G3H3I_vRhyme_unbinned_13	0.42582995	0.42582995	0.12595125	0.12595125	1.8603728	1.8603728	9.246609	9.246609	0.43443257	0.43443257	0.53545827	0.53545827	5.406529	5.406529	13.124738	13.124738	14.825411	0	0	0	0	0	0.48207787	0.27385023	0.1276056	0.87482077	6.264255	0.43035182	1.8008162	0.04940995	0.16951583	0.026249034	0.71401787	0.98378736	1.4193228	0.11348847	0.24230728	0.08205581	0	0	0.038380943	0.40906584	0.41921252	0.09793758	0.040476453	0.09562148	0.035623692	0.058453735	0	0	0.0377192	0.43542516	0.35094297	0	0	0	0.004852763	1.2927098	0.049189366	3.3887725	0.07962943	1.0198522	0	0	0	1.3010919	0.6210433	1.6964817	1.65016	0.022058012	0.039373554	0	0	0.33814934
