Genome	BAr1A.filtered Trimmed Mean	BAr1A.filtered.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1B.filtered.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr1C.filtered.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2D.filtered.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2E.filtered.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr2F.filtered.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3G.filtered.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3H.filtered.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
SEr2D2E2F_vRhyme_unbinned_177	0	0	0.0919903	0.0919903	0	0	0.04153035	0.04153035	2.132443	2.132443	0.011970286	0.011970286	0.056887727	0.056887727	0	0	0.0391055	0.025133751	0.058119394	0.35737655	0	0	0	0.11477618	0.28474656	0.09445364	0	0	0.07366922	0	0.030098919	0	0.09403025	0.014587583	0	0	0	0	0.33378237	0.56144875	1.9523883	0	0.61129284	0.077749126	0.047688697	0.021515723	0.694623	0.14999422	0.17485856	0.043069936	0	0	0	0	0.016819984	0.079096265	1.6933143	1.9991148	0	0	0	0	3.0842154	5.5791926	6.1621184	0	0	0	0.11874062	13.514722	0.67353064	0.017974675	0	0.021207806
SEr3G3H3I_vRhyme_unbinned_194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8642703	1.7187448	1.0495601	2.8750622	4.2440643	3.708534
LASCr2D2E2F_vRhyme_unbinned_118	4.82326	4.82326	1.1235185	1.1235185	2.326234	2.326234	0	0	0.20257935	0.20257935	0	0	0	0	0	0	0	0.7345715	0	0	0.20979974	0.26079652	0.10576268	0	0	0	0.330094	0.12864992	0.1451342	0.46537396	0.15712275	0.04009809	0.08827937	0	0.013123836	0.8543209	0.6630489	0.45892558	0.06702693	0.06838927	0.0981336	12.841016	4.7976933	7.8187637	0.019299759	0	0.111984015	1.8335226	0.15444349	4.7054176	0.02125244	0.18763907	0.67699015	0	0	0	0	0.14331774	0	0.31070343	0.0397348	0.55687755	0.06466555	0.003178784	0.027564598	0.70632577	2.5215476	0.034784976	0	0	0	0	0	0.59016395
CRr2D2E2F_vRhyme_unbinned_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3666387	0.11159879	0.39951375	0.8515889	2.356548	0.43176487	0	0	0	0.52950794	0	0.09765701	31.737581	1.6848038	1.7280707	0	0	0	0	0	0	0	0.4712666	0	1.1257342	0.30581552	0.15155232	0	0	0	0.28600013	0	11.392414	0.01972934	0.050173197	0.013619054	0.3311603	0.3017922	1.0858022	0.91097057	0.12536845	0.17313196	0.28905526	0.0026893867	0.0369199	0	0	0	0.051593192	0	0	0	0	0.06368467	0	0	0.44476
CRr3G3H3I_vRhyme_unbinned_78	0.5032572	0.5032572	0.1436915	0.1436915	0.06611756	0.06611756	0	0	0.58105576	0.58105576	0	0	0	0	0.0065892925	0.0065892925	0	0.017970797	0.13949831	0.0011231748	0.3132909	0.2852864	0.22673157	0	0	0	0.07892175	0.18719581	0.19842756	0.48775738	0.2469487	0.7678772	3.7131412	4.139498	3.645002	0.094421566	0.07675028	0.066491954	0.088581055	0.10947211	0.087682515	0.46724072	0.5050543	0.34436542	0.1595657	0	0.27600148	0.14174466	0.026207414	0.2366155	0.45189068	0.3049794	0.21055785	0.8926245	1.3629352	0.56727815	1.2646949	2.0944216	1.0373642	0.19790341	0.17768626	0.3004867	0	0	0	0.05054287	0.2980906	5.1737175	0.46529388	0.3551479	0.015125421	0.25548485	1.0810183	2.66462
SEr2D2E2F_vRhyme_unbinned_47	0	0	0	0	0.06132937	0.06132937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048290506	0	0	0	0	0	0	0.016011892	0	0.0041622426	0.9544277	0.4422595	0.46298578	0.35514972	0.0419622	0.033128053	0	0	0.02484604	0	0.47407094	0.25699723	1.0372478	0	0	0	0.010745381	0	0.08795923	0	0	0	0	0	0	0.15196432	0.14797197	0	0	0.0048417924	0	0	0	0	0	0	0.3284349	0.76351666	21.84553	2.9715438	5.59244	2.384965	1.3039286
LAWAr2D2E2F_vRhyme_unbinned_6	0.32383367	0.32383367	0.7225152	0.7225152	0.9125761	0.9125761	0	0	0.69310343	0.69310343	1.078499	1.078499	0	0	0.18113591	0.18113591	0.1444219	1.0971602	3.940365	2.5925963	3.2546654	1.4352942	3.3350914	1.6611562	1.7539554	1.8585193	1.4759635	7.2163286	4.3545637	2.1624746	1.7433063	3.10213	25.383163	9.303246	7.9756594	1.3924949	1.3369168	0.28569978	23.763996	21.923733	9.938336	3.6812372	10.461258	4.7736306	7.5353956	4.418661	13.576775	5.255274	5.2242393	3.5388439	5.895132	12.2962475	6.8506083	1.104564	3.5610547	5.279006	15.311156	8.28428	2.853854	1.6993915	5.3712983	3.9359026	1.2743407	1.5135902	0.86288035	5.591785	7.6553755	8.45426	3.901217	5.115416	5.852434	3.868864	18.413794	3.3610547
LASCr2D2E2F_vRhyme_bin_11	0.29859278	0.29859278	0.085102275	0.085102275	0.15028353	0.15028353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007926848	0	0	0	0	0	0.004097022	0.05606686	0.093904935	0.038877178	0.0010687885	0	0.13285634	0.075780064	0.01742719	6.245688	2.2313037	4.7041087	0	0	0	6.350043	4.1751623	10.895585	0	0	0	0.8820176	0.01916397	5.411127	0.27611852	0.0933557	0.033562925	0.37934566	0.013226257	0.025012618	0	0.25520292	0.017679542	0	0	0.08020367	0	0	0	0.06589378	0.16736929	0.0976457	0	0	0	0	0	7.0681205
SEr3G3H3I_vRhyme_unbinned_206	0.62842363	0.62842363	0.18664265	0.18664265	0.23259896	0.23259896	0.12798485	0.12798485	0.75155884	0.75155884	0.25892568	0.25892568	0	0	0	0	0	0.0293289	0.07029698	0.20784259	0.01741259	0.07320678	0.013994735	0.010669253	0.027435223	0.024571612	0.3099626	0.1151448	0.22617893	0.08789432	0.072975844	0.3373978	0.6541961	0.44445983	0.44122672	0.04300032	0.024202116	0.041753266	0.1756039	0.08683202	0.212877	0.26118886	0.19315505	0.15879174	0.01708928	0.19407879	0.038658723	0.1031823	0.18262435	0.0952381	0.084014595	0.1756039	0.09265161	0.43785506	0.4018752	0.2154173	0.052884392	0.7682786	0.89307654	0.1144058	0.03154589	0.17444922	0.020137638	0	0	0.38566348	0.0452635	0.3567041	0.54251534	1.0399519	1.0292366	6.121565	15.3334255	2.5745692
SEr3G3H3I_vRhyme_unbinned_269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16908212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7556257	0.06992444	0.6269871	2.5085058	2.3170857	28.360956
BOr3G3H3I_vRhyme_unbinned_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7010436	0.5348373	5.068447	8.076581	4.645795	4.5997543	5.501688	7.5971456	2.0564764	0	0	0	0	0.31108043	0	0	0	0	0	0	0	0	0	0	0.21178637	2.8706262	0.17111725	0	2.371547	0.25260895	0.20165746	0.062308166	0.54450583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39779	3.0686004	0	0	0	0	0	0	0.07612032
LABRr1A1B1C_vRhyme_unbinned_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024749087	0	0	0	0	0	0	9.671403	8.413582	1.9112194	0	0.03444343	0	0.48890445	0.08928572	0.0077391816	0	0	0	1.3440921	0.026052529	22.229195	7.4196754	2.513116	2.455292	0.008244265	0	0	0	0	0	0	0	0	2.8963275	1.0206921	0.9568072	0	0.2945125	0	0	0	0	0	0	2.9823058
LASYr2D2E2F_vRhyme_unbinned_17	1.3750787	1.3750787	4.0125866	4.0125866	2.8176003	2.8176003	1.1446402	1.1446402	5.514894	5.514894	6.291168	6.291168	0.9520663	0.9520663	1.1138033	1.1138033	1.9142019	4.8809524	9.474512	9.204636	6.6108665	4.6912103	6.8097334	7.795364	9.34592	9.211244	0.68743443	2.126075	0.39353892	1.6977135	2.6460037	1.16352	1.2950493	0.74942315	0.719635	2.0119572	2.7044263	4.385358	5.204636	6.930774	17.880009	0.27931613	3.4866793	0.34749317	19.405077	13.197504	11.374869	1.2856094	5.052549	1.2637928	0.09985316	1.2002307	3.5311518	0.333648	3.0291588	2.8596601	4.1546044	5.5395427	1.0615691	1.2790015	2.1216698	0.38053283	8.423327	24.936228	28.199917	11.788232	2.7526746	0.5565345	2.4633942	1.9217538	1.2649465	0.62313825	0.012481645	8.308475
SEr2D2E2F_vRhyme_unbinned_2	0.3095968	0.3095968	0.15804732	0.15804732	8.799567	8.799567	0	0	0	0	0	0	0	0	0	0	0	3.4189937	0	0.2826058	0.8081306	0.8171943	0.08197267	0	0	0	0.36354548	2.548717	1.4044318	0.7894369	0.2035988	2.2222593	0.19793402	0.42962345	0.00083305564	13.803332	11.52879	24.293135	0.020393202	0.033922028	0.0045318226	8.526658	9.478873	27.206264	0	0	0.031956013	5.84042	0.06824392	11.319993	1.1343219	0.39890036	0.5315561	8.316728	3.793169	3.156981	2.786771	8.577441	12.11053	0.42202598	1.8422859	0.901033	0.26441187	0.039453514	0.14535154	1.6498834	5.528024	0.05714762	10.525458	16.599068	1.0813062	31.521692	3.9030323	45.695835
MHr2D2E2F_vRhyme_unbinned_74	0.0012908778	0.0012908778	0.003012048	0.003012048	0	0	0.09109909	0.09109909	0	0	0	0	0.03300959	0.03300959	0.13031718	0.13031718	0.060056552	0.042906318	0.054093927	0.23119007	0.0041185147	0	0.027415786	0.15330711	0.2024834	0.10941726	0.07579297	0	0	0	0.06460536	0	0	0.0073764445	0.062638305	0.004487337	0.030243423	0.023911975	0	0.32321122	1.1234325	0	0.007007622	0	0.048377182	0.050159823	0	0.021821981	0.06706417	0	0	0	0	0	0	0	0	0	0.044320136	0.06460536	0	0	20.591469	26.681768	21.227747	0.015736414	0.06786329	0	0	0	0	0	0.01665847	0.05102041
SEr3G3H3I_vRhyme_bin_19	3.3558624	3.3558624	0.9595205	0.9595205	2.8994024	2.8994024	0.036580924	0.036580924	1.5100925	1.5100925	0.24389711	0.24389711	0	0	0	0	0	0.3983094	0.24094586	0.6126576	0.5139182	0.34540552	0.41587117	0.21398382	0.2692924	0.18676674	2.6138234	1.048058	1.9838957	1.1094148	2.5593529	0.7387962	0.6869125	0.94833493	1.0556365	1.4724185	1.4454565	1.7978212	0.28539678	0.45365444	0.78291917	0.7077534	1.0395322	0.71347374	0.2391241	0.42643738	0.5385848	0.30306783	0.6526634	0.98739344	0.61065364	2.3593237	1.9499745	1.5303869	2.2609124	1.1826496	1.7853603	1.1058806	2.4825475	1.933105	1.1510967	1.0251038	0.85531586	0.9870655	1.0242294	2.2000656	0.98877794	0.982001	0.8387743	1.1637397	1.7427312	0.5267434	0.28659913	5.3642063
BAr3G3H3I_vRhyme_unbinned_16	0	0	0	0	0	0	0	0	0	0	0	0	5.826304	5.826304	4.2848845	4.2848845	3.6551332	0	0	0	0	0	0.022414446	0.17110746	0.0051774215	0.16864502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047038767	0	0	0	0	0.0045460286
LAWAr2D2E2F_vRhyme_unbinned_49	0.051706623	0.051706623	0.17157659	0.17157659	0	0	0	0	0.0004063389	0.0004063389	0	0	0	0	0	0	0	0.024685087	0	0.014221861	0	0	0	0	0	0	0	0.17269403	0.0072125155	0.038195856	0.18132873	0.0791345	0.001828525	0.07496952	0.049167003	2.0214343	1.5482527	0.7680821	1.7501016	3.9830353	6.625051	8.216782	5.16731	6.411418	0.5586144	0.056887444	0.22429906	2.330252	1.7375051	5.1246443	1.8999391	3.1215968	3.5017269	0.10453068	1.169037	0.2573141	0.84081674	0.50822836	0.29104024	0	0.12535554	0	0.38388866	0.60422593	0.30495733	4.426148	1.649228	0.17330353	0.06369362	0.054246243	0	0.053839903	0	1.8708858
SEr2D2E2F_vRhyme_unbinned_72	0.3242318	0.3242318	1.043544	1.043544	0.59090906	0.59090906	0.05691769	0.05691769	0.6462347	0.6462347	0.6744945	0.6744945	0.05954466	0.05954466	0.23690495	0.23690495	0.043384813	2.5795255	2.076421	2.2246459	3.1553097	2.65324	1.654434	0.91147906	0.6492597	0.37931857	1.1502149	2.8128483	4.264289	1.3312371	1.9465849	1.6268907	2.1330998	5.8214455	4.596561	6.9824867	6.6059546	2.76007	2.5549276	1.9649737	1.3052858	6.407499	5.658494	4.3615665	1.0628085	0.4476198	1.8287693	7.3099027	1.774001	5.8204107	5.110651	3.5621717	3.4392612	2.3032956	2.597357	1.1587327	2.015523	4.239532	2.1130393	0.89468235	2.065754	2.9182456	0.5152842	0.9498488	1.046171	2.5355835	4.242398	5.2622194	4.277026	25.1331	2.3370483	9.64719	7.120761	20.198376
MHr1A1B1C_vRhyme_bin_7	0.05027433	0.05027433	0.18691854	0.18691854	0.45910364	0.45910364	0.07418893	0.07418893	0.37479126	0.37479126	1.1797024	1.1797024	0.024108421	0.024108421	0.034574784	0.034574784	0.15562381	0.13172412	0.04138836	0.057430822	0.32483003	0.044892058	0.13047174	0.056580987	0.06512404	0.12398616	0.54671097	4.6440988	4.090261	0.22979783	0.67403686	2.752773	0.5031459	0.7696953	1.3050901	0.033456583	0.0639313	0	0.014536617	0.01656429	0.019352337	0.47508648	0.20079914	0.14499344	0.080167584	0.030951813	0.5438633	0	0.02000835	0.07378638	0.5000149	1.0517056	0.35930046	0.011584566	0.054046396	0.038674857	0.14475489	0.07314528	0	0.5899034	4.427302	3.606423	0.09553912	0.14702111	0.11988609	0.02938633	0.062082537	1.6196624	0.04296875	0.11131322	0.021722924	0	0	0.021216007
CRr3G3H3I_vRhyme_unbinned_53	3.5401318	3.5401318	0.22063293	0.22063293	1.2459053	1.2459053	0.011635663	0.011635663	4.5253835	4.5253835	0.28933522	0.28933522	0.0053361002	0.0053361002	0.2596902	0.2596902	0	0.42659158	0.3223894	1.7518713	1.357667	1.2531683	1.5410212	1.4813607	0.9914771	0.5014452	7.219892	1.1636404	2.020974	0.69962204	4.338546	1.8474023	1.6168383	1.8748981	1.5044838	0	0	0	0.025865264	0.35536945	0.10916772	1.1199881	1.3704884	0.90009636	0	1.1689024	0	0.5596235	3.0074854	0.33936116	0.06914697	0.14829911	0.24546061	0.03727859	0	0.1932854	0.93737495	0.85562885	0.16023123	3.6176536	0.83732307	0.7734381	0	0	0	0.27221522	0.16993997	1.0712962	0.6656044	3.4178462	13.409694	0.36782035	0.22018825	0.88216114
SEr2D2E2F_vRhyme_unbinned_187	0.16845122	0.16845122	0.92120916	0.92120916	0.12113346	0.12113346	0.038232747	0.038232747	0.9726909	0.9726909	2.4870756	2.4870756	0	0	0.023199221	0.023199221	0	0	0.2907203	0.045911744	0.21111833	0.26752108	0.36567163	0.04980532	0.077384815	0.030986372	0.007624919	0	0	0.84506816	2.7210145	1.7117132	3.394603	4.0513196	4.8782716	0	0	0	0.34382436	0.3340904	0	0.2032771	0.64438677	0.20041099	0.083225176	0	1.2348583	3.84642	0.6378434	1.0498053	0	0.00908501	0	0	0.098258704	0.03634004	2.158501	4.6251354	21.383787	0	0	0.015790612	0.101827815	0	0	0	0.3027255	7.102044	17.70901	21.217068	7.478423	34.796127	56.471878	19.228586
LASCr2D2E2F_vRhyme_unbinned_44	0	0	0.1360568	0.1360568	0.0045502274	0.0045502274	0	0	0.03380169	0.03380169	0.024651233	0.024651233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44302216	0.04460223	0.35691786	1.19976	0.19130957	1.0956048	1.2484624	1.20111	3.0087004	0.05875294	0.57277864	0.67308366	1.7431872	6.0703535	3.7079353	0	0.008150407	0	0.29706484	0.06880344	1.1362568	0.009950497	1.639082	1.181059	0.14305715	1.1736087	0.16700836	1.6494324	0	0.29281464	0	0.032501627	0	0.059302963	2.9522977	1.3677183	4.7714887	3.8455422	1.4388219	0.12975648	0.07315366	0	0	0	4.60018
LABRr1A1B1C_vRhyme_unbinned_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1342077	4.7474318	0.81956285	0	0.10907104	0.0084153	0	0	0	0	0	0	1.1212022	0.8273224	0.052131146	0	0	0	0	0	0	0	0	0	0	0	0	0.35300547	0.124590166	0.56142074	0	1.1987978	0	0	0	0	0	0	1.0502732
MGr1A1B1C_vRhyme_unbinned_13	0	0	0.018253576	0.018253576	0.055944744	0.055944744	0	0	0	0	0.009866798	0.009866798	0	0	0	0	0	0	0.011445486	0.0013813517	0.00039467192	0	0	0	0	0	0.12609768	2.0669956	1.1132709	0.42703503	0.35984212	0.4209176	0.5801677	0.076467685	0.021410951	0.0077947704	0.003946719	0	0.013616182	0.04854465	0.0061174147	0	0.044597927	0	0.01371485	0	0.02486433	0.015589541	0.038480513	0	4.126394	9.560335	2.5846078	0.6305871	1.2074001	2.7870746	5.7532315	2.892452	0.6896892	0.17089294	1.4116428	1.0585101	0	0	0	0	0.069363594	0	0	0	0.006512087	0.03709916	0.04440059	0.07459299
LAWAr2D2E2F_vRhyme_bin_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.03381	68.35739	9.457794	0	0	0	0	0	0	0	0	0	0	0	22.574242	152.26147	3.3785172	2.5150063	30.56901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.340902
MHr2D2E2F_vRhyme_unbinned_26	0.03149684	0.03149684	0.04265403	0.04265403	0.06694313	0.06694313	0.025276462	0.025276462	0.027053712	0.027053712	0.046011057	0.046011057	0.029818326	0.029818326	0.04314771	0.04314771	0.03534755	0.02606635	0.0104660345	0	0.0009873618	0.07563191	0.0046406	0.021228278	0.011157188	0	0.040975515	0.047195893	0.035150077	0.014218009	0.011848342	0.041271724	0.028139811	0.059340443	0.039297	4.1248026	3.9120262	9.96564	0.01550158	1.1328001	0.9953594	0.019154819	0.082049765	0.05736572	0.034458924	0.1471169	0.02507899	0.45872828	3.6685426	0.6627172	0	0.00335703	0	0	0	0	0	0.015797788	0	0.07760663	0	0.039691944	1.9988152	10.309933	12.480746	0.6746643	0.30993286	0.015699051	0.028830964	0.0026658769	0	0	0	17.253555
CRr1A1B1C_vRhyme_bin_9	1.0858959	1.0858959	0.9962107	0.9962107	0.8863888	0.8863888	0	0	0.5267094	0.5267094	0.78365916	0.78365916	0	0	0	0	0	0.0821401	0.07057107	0.019449381	0.3210657	0.1213742	0.24444184	0.13904631	0.06250629	0	1.2270212	2.0550618	1.7733812	3.7335603	3.9977868	1.5552127	2.1939907	2.3035612	2.0607626	1.0325441	0.81352067	0.3200597	1.4378458	0.69040275	0.30220315	1.5347909	1.4714966	1.3758426	0.40701184	0.49238792	1.3205794	0.93699074	0.6838134	3.023289	0.78401124	1.5215452	1.1913416	0.2986989	0.76986015	0.2680829	0.6947118	0.5684417	0.48157337	1.1144328	1.3396432	1.6976962	0	0	0	0.048371952	0.818098	2.585963	0.22140437	0.34237617	1.3988632	0	0	0.64338887
LABRr1A1B1C_vRhyme_unbinned_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3364	11.813958	0.3484806	0	0	0	0	0	0	0	0	0	0.05018121	0.2266518	0.11653192	2.627637	0.017470496	0.044698447	1.1498932	1.2130843	0	0	0.20379147	0.13567512	0	0	0	0	0	0	0	0.33398384	0	0	0	0	0	0	0.754205
LASCr2D2E2F_vRhyme_unbinned_101	0	0	0.07194555	0.07194555	3.2816646	3.2816646	0.024125453	0.024125453	0.006806824	0.006806824	0	0	0	0	0	0	0	0.32965708	0	0	0.28140616	0	0.006806824	0	0.038686886	0	0.16388075	0.24323626	0.15672928	0	0.14561434	0.034464933	0.0681544	0.957522	0	0.88893676	0.62019646	0.8696364	0.034551095	0.021971393	0.1271756	5.074358	9.517405	5.2094607	0.019645011	0.026968809	0	0.9200414	0.636395	1.4354644	0.0006892986	0.005686714	0.0018955712	0	0	0	0.028519731	0.009305531	0.024642427	0.023608478	0.29691538	0.029122867	0	0	0	0.70601416	0.3780803	0	0	0	0.016370842	0	0	1.2148027
LASCr2D2E2F_vRhyme_unbinned_122	0.88790196	0.88790196	1.1971931	1.1971931	0.560668	0.560668	0	0	0	0	0.054716647	0.054716647	0	0	0	0	0	0.02824658	0.26772073	0.12364541	0.038195062	0	0.015633328	0.031266656	0.024515899	0	0	0	0	1.1124533	0.54396874	0.106235564	0	0	0	3.211583	2.271629	3.2860188	0.7711849	2.54539	0.6917747	11.696927	7.5517855	9.420146	1.1094333	0.66459405	1.0245159	8.847398	2.473974	22.203056	0	0	0.1035708	0.01847575	1.8712027	0.49902293	0.13075146	0.06946172	0.6484278	0	0.04530112	0.1101439	0.7294369	0.31444305	0.10694617	2.0877597	11.443951	0	0	0	0.039793923	0	0	5.449991
LABRr1A1B1C_vRhyme_unbinned_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.550295	4.8829417	0.26377842	0	0	0	0	0	0	0	0	0	0.15907177	0.052025825	1.3006456	7.7172265	0.9943857	0.44502667	4.395434	0.80855244	1.3885094	0.21259475	2.9733322	0.2780949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72939086
SEr3G3H3I_vRhyme_unbinned_129	1.4987665	1.4987665	0.1600881	0.1600881	0.16792952	0.16792952	0	0	0	0	0.13118942	0.13118942	0	0	0	0	0	0.15004405	0.023436124	0.24475771	0.07374449	0.053127754	0	0.04660793	0	0	0.06343612	0.06414097	0.046872247	0.16343613	2.0460794	0.08281938	2.3523347	0.9709251	0.67251104	1.1637005	1.1785903	0.64643174	0	0.061409693	0.10599119	0.77603525	0.82414097	1.2739207	0	0.3953304	0.085022025	0.5814097	0.98845816	1.7289867	1.2245815	0.8776212	0.1599119	0.021585902	0	0.095418505	0.08255506	0.064052865	0.075506605	0.007312775	0	0.03462555	0.3629075	0.09955947	0.16748899	0.042114537	0.1569163	2.0455506	13.18511	9.504934	0.40273127	3.7162116	4.5087223	29.776476
LASAr3G3H3I_vRhyme_unbinned_30	2.3777766	2.3777766	1.2571397	1.2571397	0.087318376	0.087318376	0	0	2.4195013	2.4195013	1.068307	1.068307	0	0	0	0	0	0.2568335	0.20311195	0.1559873	0.03835662	0.08584312	0.06897511	0.19100372	0	0.052524634	2.139676	0.22913767	0.46846294	4.2397428	1.5547793	1.8371375	0.81406224	1.7876468	1.1181874	0.02541335	0.011412348	0	11.281829	20.47879	11.785364	0.09316373	0.11236987	0.060346268	8.147359	1.2559428	8.264043	0	0	1.2141625	0.25658298	0.2998942	0.4630908	2.2602851	3.8152034	4.6189666	7.6221123	5.3793073	4.0726213	1.4542949	0.24422424	0.27782106	0	0	0	0.84312195	1.2548572	1.538969	0.5556143	2.679814	2.9532373	3.0871792	1.6259812	4.403691
BAr2D2E2F_vRhyme_unbinned_3	0.04945854	0.04945854	0.5072733	0.5072733	0.8249555	0.8249555	0.022708906	0.022708906	1.2819622	1.2819622	11.453531	11.453531	0	0	0.014304186	0.014304186	0	0.27363828	0.41627607	0.22215937	0	0.0036366575	0.010021011	0.42783254	0.3035397	0.10069501	0	0.09018911	0.0918054	0.23209956	0.2893163	0.85606915	0.5430742	0.741959	0.82713753	0	0	0	0.27307257	0.09544206	0.04153871	0	0.18546954	0	0.049135283	0.3241474	1.2800226	0	0	0	0	0	0	0.010748344	0.017375141	0.24810086	0.032002587	0.22417973	0.0044448036	0	0.11031195	0.036689833	0	0	0	0	0	0.9148214	7.3171973	5.3990626	11.953289	0	0.02893163	0
CRr1A1B1C_vRhyme_unbinned_54	0.86585885	0.86585885	0.068310656	0.068310656	0.37414965	0.37414965	3.2234268	3.2234268	0.72696996	0.72696996	0.14420351	0.14420351	1.4597505	1.4597505	1.8459467	1.8459467	3.8484268	3.4361537	1.0247307	5.4540815	1.0493906	1.0522959	4.391936	2.2234976	1.1357001	7.2559524	15.809453	1.0941043	6.2285995	0.10877267	0.007227891	0.32560942	0.22016723	3.4031322	1.9591837	0.12563775	0.2790533	4.9720807	0.4747024	0.026927438	0.4720805	0.4545068	1.2309382	1.1791383	0.3134212	3.8881803	0.27947846	0	0.11933107	0.07334184	0.07482993	0.63676304	0.43835035	0.25531462	0	0.117134355	0.08864796	1.9842687	0.051445577	8.585956	1.0590278	3.065547	0	0.35749716	0.09700964	3.742843	1.3236253	2.1354876	0.96719104	0.008290816	0.30449262	0	0	8.16532
SEr3G3H3I_vRhyme_unbinned_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001226743	0	0.03823349	0	0	0	0	0	0.03455326	0	0	0	0	0	0	0.17746882	0.073911265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03680229	0	0.13851973	0	0	0.6948477	0.31956655	14.834492
