Genome	BAr1A.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
CRr3G3H3I__bin_97	0	0	0.041593924	0.09140381	0.058015067	0.0767739	0.17456914	0.42867896	0.17284621	0.020474143	0.024192976	0.040442754	0.016768334	0	0.013108855	0.09396218	0.12504318	0.076351725	0.24628772	2.5893207	3.5175278	0.077354416	0.018620402	0.9144765	6.8328733	9.736143	13.338209	0	0	0	0	0.00013005776	0.006282962	0	0.033655003	0	0.021948876	0.01248908	0.03569667	0	0	0	0.15189965	0.87858224	0.47931066	0.012252967	0.045443002	0.06576606	0.12029171	0.10325842	0	0.36533096	3.1548877	2.6828828	0	0.038512543	0.013911529	0	0	11.933261	0.043000184	0	0	0	0	0.0040103933
MGr2D2E2F__bin_102	0	0.08970084	0	0	0	0	0	0	0	0.19383805	0.20925352	0.7555505	1.4824322	1.9487649	1.0801551	0	0	0	0	0.15749584	0.0017335514	0	0.06278205	0	0.094580576	0.005439222	1.1797982	10.169256	3.9876344	1.1958259	0	0.5971367	0	4.7111998	1.6820074	1.3597594	0	0	0	2.7557914	0.19621404	3.545483	6.1014676	2.7711022	1.1196126	11.081592	5.7909155	4.181485	1.5684347	8.738736	4.6813006	0	0.09526601	0.0010923251	0.015408807	0	0	0	1.4242715	1.067121	0	0	0	0	0	2.7540944
MGr2D2E2F__bin_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17574418	0.12906124	0	0	0	0	0	0	0	0	0	0	0	0	0	14.192966	0.30935648	0	17.973019	5.4245434	1.1351537	0	0.55662054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOr1A1B1C__bin_57	0.2938575	0.097778216	0.5962653	5.840076	0.13314608	0.39133784	0.25087565	0.96344364	0.5370316	3.5383668	10.4877615	22.092552	4.4102297	1.7637297	13.169048	11.756666	23.940357	24.027906	3.413242	0.2566347	0.7195885	0.02950514	1.6450969	1.9848795	0.007098831	1.2980069	2.8551393	0	0	0.020069208	0.16279325	0	0.5320269	0	9.090229	0.03491909	2.5179904	6.5691056	1.2459577	0	0.03370102	0	0	0	0	0.13084045	0	0	0	0.26014844	0.0089364955	3.5640695	0.40650558	0.42014545	0	0.10039095	0.07705295	1.6764101	0.079858005	1.875822	4.235499	0.05444433	0.5348124	2.9344602	0.01123636	0.35833317
CRr2D2E2F__bin_21	1.3489698	2.029023	5.9638414	0.21155033	1.1093072	1.9504173	0	0.61141366	0.13935207	2.4522727	2.9304836	3.5368426	3.9435475	1.4966742	2.4762356	0.53344125	1.0372808	2.865376	60.098522	43.757523	33.665253	5.472191	4.070809	11.737936	10.590194	30.660522	33.418335	0.22932647	0.2373512	0.28466463	2.7522266	1.0304362	0.5263201	3.0235236	2.6696198	2.9478457	0.89936435	1.9644254	1.9059386	0.09347852	0.71502507	0.4265593	1.7831537	6.4404664	2.7897463	0.7330633	0.07471212	0.6548258	3.8547895	6.9317856	0.27353325	42.949482	42.378716	29.172752	0.16562708	1.0436757	0.27581254	6.16882	0.6068039	28.308372	4.5784106	1.4883931	15.385626	4.559128	2.1074238	2.0298386
SEr2D2E2F__bin_42	0	0.20063858	0.05316389	0	0	0.0037465114	0	0	0	0.11329823	0.021205729	0.07682487	0.025792966	0.08044376	0.030438347	0	0.034124155	0	0.03127359	0.11562147	0.047645237	0.21488738	1.1589395	1.4601696	0.09051674	0.027754536	0.1554965	0	0	0	0.022775277	0.05864305	0	0.3169128	0.32390922	0.15722182	0	0	0	1.1154021	0.18545432	0.57053244	0.30536062	0.10639983	0.047883302	0.53115326	1.5069203	1.8301677	0.7556792	6.1356173	5.784804	0.024231097	0.0913571	0.04184427	0.940333	0.02496504	0	0	0.10942227	0.20233501	7.321354	5.456387	3.717537	0.6761632	0.29197374	1.6427704
LASYr2D2E2F__bin_2	0.040502455	0.0261868	0.002645391	0	0	0.02896301	0	0	0	0.08578829	0.3764436	0.93201596	0.205618	0.0061126435	0.21037428	1.4380747	2.6392093	1.2090715	0	0	0	0	0	0	0	0	0	0	0	0	1.1367688	0.077595405	1.0617597	0	1.0968981	0	8.913787	3.3517728	0.83798254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05031963	0	0	0	0	2.9434528	0	0.21781482	0	0	0
SEr3G3H3I__bin_90	0.2769904	0.1677359	0.08513119	0.028091205	0.3397812	0.06600341	0	0.012612687	0	0.18946616	0.056799214	1.020495	0.18486898	0.18630747	0.16912843	0	0	0.0006720778	0.38247767	0.31571501	0.10774824	1.0984396	0.6509445	5.3452096	2.8900187	1.0964587	0.58817333	0.41598535	0.20300153	0.25554982	0.029343147	0.10131633	0.03457042	0.36533105	0.3627751	0.2550688	0.0060468405	0.027658833	0	0.3225971	0.12386881	0.24763504	2.882279	1.392599	0.29262227	0.7704683	0.51931715	0.75724673	0.13670021	1.0034385	0.9443653	0.26038352	0.37222138	0.11391839	0.059460152	0.022859417	0.0055004614	0.02405555	0.18885307	0.876061	9.849549	11.045072	1.9829047	1.6235088	5.4309206	33.30221
CRr1A1B1C__bin_11	3.2771273	22.730656	3.0840707	0.066821165	1.2979764	12.468947	0	0.11155029	0.116443925	7.643855	2.8168154	1.8863683	10.781405	10.529678	11.177363	8.197484	8.239948	2.3663528	1.4103109	24.044369	18.63565	5.551027	7.737179	3.647555	7.6603947	2.449044	6.9434314	62.66492	56.816795	104.31646	6.670248	44.880005	25.875828	34.502785	24.604074	22.568554	56.597565	22.525642	24.753687	77.72543	42.384552	145.88432	47.581486	53.519527	33.34112	23.763367	68.78972	35.392612	41.49015	81.29706	25.293293	1.6421992	23.008968	15.091003	25.03308	50.633118	22.93104	26.26188	26.872723	10.355214	0.24234633	0.16374049	0.218054	0	0	186.41234
CRr1A1B1C__bin_138	1.5127023	0.96451336	1.3539367	1.5405098	0.88353115	1.9536352	1.1666149	1.2494112	1.642003	0.77812254	1.3896667	2.2725713	0.52269214	0.30482265	0.90105236	1.2048265	1.5688584	3.3648455	8.848842	4.30008	5.6415935	0.8177196	0.6534243	2.0293765	0.46133983	5.242462	3.843918	0.23908827	0.23621663	0.7848572	0.5722797	0.28460386	1.3709643	0.19806656	1.1069957	0.338471	0.5942624	0.73925334	0.5648481	0.09989474	0.32401392	0.044672213	0.5062412	1.471897	1.8638253	0.33730787	0.057489835	0.27534163	0.34883136	1.1690555	0.11683262	7.425857	5.4479012	5.280784	0.09825276	1.500114	0.7764786	1.1836348	0.4421807	2.521806	4.209872	0.2017335	0.3174617	0.06694862	0.13201898	1.8873172
LABRr1A1B1C__bin_32	0	0.34939975	0	0	0	0	0	0	0	0.3254647	0	0.06563277	0	0	0	0	0	0	0	0.054522756	0.020649614	0	0	0	0.24290419	0	0.13057587	13.905553	8.685307	15.844702	0.58300906	2.643483	0.1158081	11.968413	5.9023156	4.7935295	0	0	0.16520607	72.44889	3.4757721	74.6456	5.519481	1.8366536	0.5657031	1.8804059	0.77693796	0.5476185	0.020637836	1.3022618	0.7333329	0	0.049584463	0.032251034	14.526849	2.1404366	2.528262	0.16660963	12.553295	0.23561093	0.0097391745	0	0	0	0	27.440287
SEr3G3H3I__bin_216	10.436269	1.9973166	8.694132	0	0.03147552	0	0	0	0	0.52670515	0	0.13859706	1.1920631	1.5011696	0.49612793	0	0	0	2.2235463	3.3041475	3.5369885	7.1493664	6.5947056	3.0128908	2.2400239	0.5661643	1.6664642	2.700858	1.9333969	0.664399	0.15333508	0	0	1.705785	2.5972428	3.956529	0	0	0.009773579	1.1698616	0	8.2645445	2.4288056	5.1960263	4.3361735	2.4232337	1.8177811	0.6797853	0.29159063	1.0837096	1.0677587	1.7140069	1.7439032	4.046903	0.20286423	0.03467515	0.012888433	2.0656478	4.3633604	3.420591	1.7587663	0.2411002	0	3.2410164	2.0312884	33.281063
BAr1A1B1C__bin_108	0.15389855	2.6312919	14.482475	0.024207685	0.059224483	0.2467729	0.18140215	0.21014372	1.0928699	0.16450301	0.14943022	0.31599745	0	0	0.00063201634	0.16698585	0.43129048	1.5286869	0.063162565	0.52504045	1.6344323	0.28346607	0.0026428474	0.3525017	0.2094692	0.2035376	0.17344369	0	0	0	0.0002244116	0.031758394	0.022571541	0	0.15683924	0	0	0	0	0.021255415	0.1330038	0	0.22899386	0.43124697	0.5832201	0.22752216	0.26567915	0.5219399	0.7169248	0.7734755	0.35116252	0.039592046	0.69713795	0.96270174	0.050187767	0.07174302	0.005331493	0	0.045708835	0.10976561	0	0	0	0	0	0.008548822
SEr2D2E2F__bin_135	0.016439768	8.464318	0.17796569	0.046568282	0.5487763	0.32715577	0	0.6464304	0	3.2932482	7.937892	14.231989	10.630666	7.697451	9.249527	0.16755967	0.63220423	0.8355148	3.9581585	23.933838	11.850118	7.201399	14.604968	17.537113	45.415936	34.826946	39.753704	1.1680014	0.7545942	0.62304544	3.9385135	5.3135395	0.7162682	11.218472	14.050354	6.481917	0.38039565	0	3.2764425	9.97485	0.15292425	15.488494	9.191393	17.961805	10.661149	1.4092748	4.1474423	2.3224134	6.4562445	13.534009	40.05272	3.5448782	17.16956	13.727127	2.2049935	0.037220497	0.068080075	0.20796663	23.135242	68.68483	40.97229	53.779118	6.976342	110.36262	105.29899	285.55264
MGr1A1B1C__bin_104	0	0.3717383	1.0043461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008780967	1.0015813	0.10667218	0	0	0	0	0	4.3266253	4.651452	0.8982626	0	0	0.13172705	2.148488	3.0490537	1.9478831	0	0	0	0.6466891	0.11799899	2.285859	4.22693	10.342193	12.377458	1.6685946	3.8914144	4.397994	10.001815	4.5801325	1.449498	0	0.019019619	0.26476538	0.3569286	0.1861276	0.22266151	1.6857526	4.638793	0	0	0	0	0	0	1.3824307
BAr2D2E2F__bin_44	1.0628315	0.41592777	0.979707	26.517359	2.3196611	2.3921006	3.0913188	5.812891	5.761741	0.19491057	1.5530337	2.486233	0.09071497	0.048583157	3.2664757	3.101809	6.965283	9.828737	2.6401224	0.32623205	1.260363	0.14689104	0.26133484	0.1895845	0.3063937	4.363679	2.152475	0.07824839	0.06416978	0.23127104	0.13362932	0.07075974	0.2603215	0.047190543	3.2897708	0.06932982	0.055812847	0.448185	0.06546306	0.16780671	0.21206772	0.1045067	0.084472165	0.08663225	0.061100636	0.25690743	0.075178504	0.20978977	0.25651035	0.7986213	0.32534176	3.0501406	0.43032017	1.1288066	0.19101615	0.30730867	0.2987195	0.08147048	0.13575333	1.2476424	2.8985577	0.10531	0.63515055	0.0063196477	0.0131364465	0.6886264
BAr1A1B1C__bin_31	0	0	9.27387	0	0.019251885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGr3G3H3I__bin_125	0	0	0	0	0	0	0	0	0	0	0	0.03971302	0.25102416	0.1855971	0.8629838	0	0	0.018860426	0	0	0	0	0	0	0	0	0	0	0	0	0.0133182565	0	0	0.60763264	0.40831143	0.12420704	0	0	0	1.5048047	2.4085445	1.2842987	0.859766	5.0951357	1.1313803	0.70363015	0.51158005	7.145914	17.37203	1.0544878	0.28933585	0	0	0	0	0	0	0	1.0449623	0	0	0	0	0.3433641	0.4115519	0.108670875
BOr1A1B1C__bin_20	0.07098721	0.06696259	0.34968653	0.12315568	0.06904759	0.08874768	0.015032793	0.021434477	0.041510902	7.1688914	1.1206776	3.7857146	6.003526	2.7533524	1.580097	0.2638068	0.45789468	0.9280205	0.067289405	0.034927804	0.058527377	0.01786276	0.023051463	0.023675483	0.016000347	0.062469322	0.05620145	0.005723623	0.0019264234	0.020914674	0.062925115	0.06404063	0.124087855	0.032163456	0.28925365	0.10974727	0.24655776	0.115614995	0.24926613	0.008499873	0.03569271	0.005987706	0	0.004713288	0.0070842463	0	0	0	0.007732713	0.04067169	0	0.058850966	0.048892364	0.048347794	0.0011952897	0.029429343	0.008273102	0.109912924	0.02995204	0.035455003	0.024514696	0	0.018702937	0.013578245	0.044557024	0.18284617
MHr1A1B1C__bin_78	15.700693	35.304756	35.026337	3.8610427	19.53138	25.370077	0.02159903	0.033068094	0	6.2201962	2.650739	4.8125095	2.2147338	2.2290015	4.430134	2.0871737	4.116005	2.30736	7.9637637	9.081088	20.046923	12.32878	8.481309	7.370648	5.835553	4.0508394	3.188799	19.26183	20.199856	14.904017	1.4361773	3.996622	2.0402887	4.498239	9.513702	9.201321	4.0376444	1.6425117	1.7864925	11.5580845	13.260169	24.240484	2.385332	5.079532	3.7171128	3.5333605	8.048158	6.720406	11.42307	2.5411398	3.060975	9.555912	6.2033634	16.10155	1.8913997	2.6909485	3.4588864	10.598997	8.307473	2.5577366	1.1715412	0.1503271	0.43688315	0.07724969	0	25.932013
BAr2D2E2F__bin_2	0.07501171	0	0.16839369	7.4230847	1.677908	0.603307	4.9668684	7.607701	7.0430555	0	0.01976826	0.08538675	0	0	0	0.5325404	0.8237865	0.45286807	0	0	0	0	0	0	0	0.04922074	0.018652406	0	0	0	0	0	0.022201015	0	0.23079546	0	0.009659914	0.019279847	0.01228599	0	0	0	0	0	0	0	0	0	0	0	0	0.0008198535	0	0	0	0.00051362946	0	0	0	0	0.27430108	0	0.029903412	0.12259956	0	0.09129769
LASAr3G3H3I__bin_54	0.0408759	0.030279862	0.0846732	0.0150663275	0.01192673	0.0111281555	0.010742443	0.023354325	0.025434118	0.056733564	0.14492102	0.059935503	0.0576166	0.013230873	0.16358808	0.36452413	0.36567503	0.011193112	0	0	0	0.004457215	0.01268086	0.010333804	0.001861396	0	0	0	0	0	5.0221844	11.46158	16.017868	0.22805941	1.6980094	0.53644806	9.196419	6.574007	7.4214935	0	0.20011978	0.020624774	0	0	0	0	0	0	0	0	0	0	0	0	1.0260035	8.64421	5.2344017	0.40534168	1.2402433	0	0	0	0.017413383	0	0	0.046744045
BOr2D2E2F__bin_74	3.3204365	5.424459	5.2008724	4.751836	8.981378	10.291671	4.5768547	5.1628947	6.1186357	34.595985	63.709198	54.83505	60.257217	41.134663	58.61997	48.54446	65.596756	60.124046	2.702125	2.8001719	1.0544229	3.9290783	5.3521767	3.707274	2.1166646	1.4943726	1.2213659	6.410025	7.0033417	7.2735696	10.984512	16.038671	25.353544	1.8316333	23.78551	1.4461625	31.068817	19.290869	29.002617	1.8733194	6.0580997	2.8678157	0.08463709	1.1364293	1.8682507	0.43023783	1.6408026	1.6257173	3.3531973	2.385004	0.4585529	4.0285616	3.3769112	1.033251	11.731616	36.781193	37.461273	15.197814	3.7285964	1.2018423	6.1944213	2.423764	1.4200366	2.8689518	0.29529408	14.729405
MHr2D2E2F__bin_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12360075	0.091216415	0.18087396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032228388	0	0	0.0008501781	0.3500997	0	0	0	5.7246537	1.5065339	2.8670456	0	0	0	0	0	0	0	0	0.3808631
BOr2D2E2F__bin_32	0.8471819	0.51583093	5.5434	0	0	0	0	0	0	3.0115426	1.7194985	4.3009753	7.448609	3.774288	3.631843	0	0.09483939	1.0571458	0	0	0	0.15384275	0.006404775	0	0	0	0	0	0	0	0.40209773	0	0.049424432	0.26442954	0.9267393	1.5825493	0	0.5064629	0.35247448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04309934	0	0	0	0	0	0	0	0
BAr2D2E2F__bin_37	2.2651243	6.248155	14.564691	0.22430634	11.016451	96.34994	0.13478217	0.32757318	0.735477	6.7053676	6.659235	7.287648	0.53408295	0.58842707	2.2189844	17.16663	9.847071	4.300347	0.15684731	1.7206433	1.291442	1.8129476	4.8821945	5.6549554	6.0410013	8.141393	7.320123	0.059618987	0.06897606	0.04692802	2.0877123	0.82582766	0.39332217	0.12277401	4.836285	0.2376099	0.9774924	2.576707	9.203257	0.030258536	0.21844253	0.07529409	0.62674487	0.11310438	0.322581	0.38260326	0.5312272	3.842997	1.234114	1.7096951	0.12098083	0.13029294	1.6822541	0.83647794	0.41243443	0.36371762	0.13543673	0.09865624	0.046289373	10.256522	94.49935	51.36886	131.96953	0.20352207	0.23112455	0.59883755
LABRr1A1B1C__bin_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.925148	11.63841	0.6113534	0	0	0	0	0	0	0	0	0	0	0	1.4503111	10.3115635	0.4551776	0.42086974	2.1074376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1550852
MHr2D2E2F__bin_75	1.2309347	0.25623438	0.53754514	0	0	0	0	0	0	0.11170411	0	0.061885674	0.026196035	0.019409005	0	0	0	0	0.06887014	0.024843322	0.040450882	0.08137214	0.024934577	0	0.027928531	0	0.0068735234	6.844891	4.999025	10.903712	0.003909932	0.0020184	0	3.4872365	1.3615882	2.2872767	0	0	0.0059311218	9.915789	1.1987973	10.518332	0.6083086	0.68983275	0.547043	0.5372013	0.3121525	0.14593337	0.041024495	0.24337262	0.38330546	0.019879056	0.0155750625	0.13108061	10.743116	1.991992	5.5625	0.12586114	2.4898448	0.009296326	0	0	0	0	0	18.12232
LAWAr2D2E2F__bin_155	2.3338811	0.3265217	0.43671623	0.13453467	0.23940444	0.37104082	6.0712576	2.7946215	5.1856694	0.26876742	0.63719356	0.8734571	0.34842685	0.22218679	0.49039003	0.8161601	1.2052875	1.5612667	0.5106447	0.38364694	0.43539253	1.5401163	0.6601316	0.5039054	0.5961552	0.6381221	0.52308375	1.5719467	1.3270099	2.1169143	1.2858498	1.3708577	3.723371	0.8496571	4.2877483	2.2677927	0.39224157	2.8716755	0.62855166	2.2031531	9.807038	2.128619	0.35761812	0.7073932	1.1289641	0.24814752	0.19956116	0.54849005	0.9091067	1.0407698	0.15727627	0.4412578	0.4121681	0.39280036	0.6170739	1.158497	1.0741931	4.1678796	1.6172806	0.4684055	0.1785388	0.12810524	0.28751647	0.33666667	0.6288148	4.7922163
SEr2D2E2F__bin_145	0.013239066	0.27301526	0	0	0.002648996	0	0	0	0	0.4339731	0.024192255	0.31553096	0.033692732	0.13873543	0.0033591483	0	0	0	0.06719219	0.1577404	0.0738847	0.6984554	0.3101982	0.6099811	0.67036915	1.036425	0.5426588	0.058992796	0.013861927	0.38814414	0	0.05597169	0.0016637247	1.5319822	0.93804616	1.6109223	0.001617359	0	0	2.273667	0.02620183	1.4988189	0.8883187	1.0740042	0.58242023	4.531953	5.0039773	2.1287434	1.2775583	4.619691	2.9852002	0.019061038	0.121180095	0.026530884	0.009566476	0.012918764	0	0.021364894	0.10332551	0.637903	33.184895	33.130463	4.857017	1.5168655	2.086851	181.17308
CRr2D2E2F__bin_61	0.8382132	0.46142566	0.03119028	0	0.0800681	0.14836504	0	0	0	0.09210003	0.10825516	0.41865745	0.16274013	0.4079059	0.04438097	0	0	0	1.4314823	1.7673115	0.88640845	6.650293	4.7132106	1.930236	1.1941849	0.9278225	1.1565323	0.014872243	0.00353163	0	0.065451935	0.713393	0.114882246	1.1282578	0.47055882	0.75096273	0.20966531	0	0.32897782	0.057027616	0	0.33827448	0.82096934	2.02961	0.8120213	0.6382079	1.3653988	0.7333874	1.9117827	3.5449808	1.4430599	1.2075142	0.7148094	1.1133008	0	0	0	0.042189766	1.2650833	1.5575616	7.174651	4.9028964	1.4562216	0.69372624	2.5717554	3.620235
LASCr2D2E2F__bin_89	1.2084602	9.405696	4.7678456	0.013525972	0.60098875	4.102127	0	0.0062312996	0.028984396	2.006327	0.6554644	0.43038973	0.99786675	1.0170985	1.0659248	1.8927317	1.6774083	0.43152717	1.1972712	2.9467185	1.939486	1.4999057	1.9712045	1.2293282	1.7272456	1.445655	1.2767138	3.8880615	3.4060333	8.148317	1.2505542	5.037474	3.9743507	7.3065686	6.4199452	5.135371	4.779475	2.701931	3.523929	3.8144135	2.9031641	5.152988	4.6987543	3.7421849	2.337235	2.2827272	5.7977304	4.20601	5.9097238	6.445699	3.8966212	1.5283011	2.7419279	1.8056514	2.668969	4.6757135	2.6467147	2.8840997	3.7900202	1.1775507	0.13278995	0.033332687	0.17964672	0	0	15.171423
BOr2D2E2F__bin_30	0.095860094	0.22179806	0.67106944	0.9805981	0.42501557	0.18600461	0.2728335	0.18826894	0.45831153	3.4704099	2.0316288	3.061172	6.572782	2.8011634	3.0616138	1.9879838	3.5470903	2.746426	0.7180002	1.2331504	1.3121877	0.31693894	0.026768869	0.554433	0.47667584	0.8054124	0.20927322	0.38589734	0.48497456	0.9585075	0.051493745	0.27911183	0.185279	0.22085553	3.0001354	0.80911237	0.28926468	0.6390156	0.9703046	0.025909266	0.42881498	0.032864656	0.058208868	0.14651164	0.33545467	0.07567213	0	0.2509073	0.3829493	0.0986455	0	0.93822765	1.5811453	1.2391946	0	0.41577503	0.14965825	1.6200885	0.16877864	0.13031638	0.25528297	0	0.009599935	0.004654639	0	2.111468
BAr1A1B1C__bin_100	7.77353	8.173635	9.258821	0.056463674	8.472096	1.6593511	0	0	0	0.77131283	0.05760682	0.121733405	0.17789908	0.18642044	0.118099324	0.015361384	0.044158503	0	1.109363	0.43095347	0.39525393	0.58688337	0.21720077	0.64165795	1.6172132	0.5079844	0.61765474	0.39284912	0.1441525	0.27602282	0.511521	0.8472378	0.5043503	1.33968	2.8862338	2.165469	0.8564776	0.2382167	0.575992	1.1564713	0.28103927	0.5165529	0.7665903	0.34934902	0.06436363	0.58396864	1.7228193	0.84344095	1.4651136	1.5416516	0.6213348	0.6190093	0.43319404	0.97986865	0.017877711	0.01639544	0	0.44906098	0.7956121	0.91432726	0	0	0.63653797	0	0	0.6819134
MGr2D2E2F__bin_116	0.008074137	0.05669488	0.036385905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048646153	0	0	0.0074058943	0	0	0.020171173	0.008967165	0.14858383	0.048338298	0.08170722	0.15397522	0.020213198	0.13657963	0.05873015	0.006218938	0.022037856	0.009759772	0.09986853	0.01166457	0.062978566	0	0.0017838551	0	10.859425	9.433941	2.2755513	0	0.538144	1.9343536	0	0	0	0.49335408	0.060651567	0.03206297	0.24765706	0.11680061	0	0	0	0	0	0	0.31670064
SEr3G3H3I__bin_180	0	0.014123796	0	0	0	0	0	0	0	17.366287	9.218841	10.146522	18.64072	15.943118	17.206865	0.53490555	1.7233305	1.8195045	0	0	0	0	0	0	0	0	0	0.3906035	0.21964803	0.41758344	1.2588304	4.1771355	0.13596693	16.852636	9.135463	8.426183	0.65528315	0.115816176	2.9884605	1.494826	0.054711763	1.3881667	0.06710683	0.0012561596	0	0.046045102	0	0	0	0.03531166	0	0	0	0	0.3858958	0.1019919	0.068468936	0	0.22457543	0	1.1870074	0.4230294	7.6670356	33.667145	56.144825	244.75317
LABRr1A1B1C__bin_86	0	0	0	0	0	0	0	0	0	0.05581157	0	0	0.013002781	0.05262778	0.011446639	0	0	0	0	0	0	0	0	0	0.20555666	0	0.04436139	8.643992	4.314981	3.527463	0.30177128	1.2032932	0.3118027	2.897	1.9891976	1.6212549	0	0.31710404	0.22177014	5.332885	3.115461	3.2644587	0.84252375	1.7478518	2.0761094	0.13535467	0.8001044	0.36725175	0.60007983	0.73433715	1.0147649	0	0	0	4.043979	3.2595727	3.6639361	0.25564986	2.80307	0.11175199	0	0	0	0	0	5.4776316
CRr2D2E2F__bin_63	4.623733	11.611772	5.4969177	0.4381622	0.7904315	10.667968	0.3635263	0.46853045	1.4645324	7.6271954	4.301371	3.7554271	7.4629307	4.920606	5.8606086	2.0384333	2.8933926	1.409	0.17815486	2.150473	3.4289594	15.977234	20.845766	30.808716	0.25660738	0.10845656	0.24461253	2.5446677	2.570222	2.4562683	12.529755	7.7146654	6.9143405	1.6401983	6.427101	4.165065	39.20892	10.723886	28.686972	0.66049576	1.8375902	1.1879979	0.0074622356	0.3293905	0.24435838	0.120172895	0.1290371	0.1956344	0.35685545	0.21770008	0.039180707	0.2916979	2.8768578	3.2785003	0.30833212	2.2345686	0.95692855	22.348494	1.3649683	0.20347042	0.9430443	0.07505347	0.081120946	0.26302397	0	5.0054007
LASYr2D2E2F__bin_98	5.3092413	10.969439	12.238402	0.13135739	0.40384653	4.6784034	0.08082867	0.1084818	0.1212781	2.1501055	0.69945174	1.5976357	2.1087413	1.1378154	1.017548	0.8938109	1.0391676	0.53649455	0.8941378	0.2979647	0.9999504	2.4490588	6.089656	6.144325	0.09706927	0.2423188	0.4558188	0.8205503	0.7643588	2.143873	1.2529967	0.90290546	2.622104	2.982955	2.9460616	3.639984	6.2986197	6.6734843	2.7730508	0.575512	1.3670557	1.170982	0.027151693	0.24730425	0.24755785	0.055988796	0.20180167	0.23570329	0.4338655	0.11399491	0.039499983	1.0289959	0.35465646	0.53465945	0.20321263	0.9211044	0.48588386	4.4543962	0.4297043	0.41575548	0.89979076	0.05199388	0.14145595	0.0009359527	0	4.24579
