Genome	BAr1A.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
LAWAr2D2E2F__bin_7	0.2613139	1.7876018	0	0	0.079112574	0	0.027327696	0.045417763	0.0073992163	0.14538571	0.12584032	0.32654995	0.257018	0.93798995	0.26600718	0	0	0	0.25374302	0.035470974	0.122207	0.2856294	0.46586543	0.26766017	0.051729403	0.044683598	0.10451123	0.10043021	0.029957308	0.71923655	0.845891	4.4018435	2.037244	7.5826917	6.0297194	6.0393543	1.4271677	0.109567314	1.4734803	11.072047	5.615757	12.344528	4.7770963	1.1815864	1.3310483	2.3413265	3.0300786	1.9753693	1.6860152	1.5076989	1.7340124	0.11578936	0.02040742	0.08441347	0.0023064115	0.007820079	0.001646209	1.6114306	4.5418777	0.12453034	1.8139398	0.92017645	1.2288376	1.1440299	1.5475446	6.758409
MHr2D2E2F__bin_48	0	0	0	0.077435665	0	0	0.05828366	0.03456419	0.06456603	0.020542445	0.00081508775	0.029057808	0	0	0.008299837	0.028276237	0.05000384	0.07045691	0	0	0	0	0	0	0	0.024475442	0	0.5017356	0.4364094	1.1034892	0	0.029594062	0.0940898	0.06348281	0.5037186	0.09067397	0	0.054143984	0.11020163	0.1514783	1.0322577	0.020008054	0	0	0	0	0	0.0061092013	0.012118786	0.05749138	0	0	0	0	0.43129826	5.767861	3.6081872	1.7129043	0.039568763	0	0	0.023037983	0.0076904995	0	0	2.2955823
CRr3G3H3I__bin_47	0.22961189	0.39494577	1.1860899	0.26069	2.5746355	0.7205404	0.097024255	0.16954589	0.2237359	0.1866358	0.2986047	0.33305413	0.20878299	0.11107555	0.23207982	0.30060658	0.35702914	0.34849417	1.1633538	4.72308	3.1610858	1.0485153	0.5408674	1.2512019	5.4495735	5.219915	3.7972534	0.12735	0.1034383	0.07156517	0.6423856	0.54677624	0.50569713	0.20107459	0.7215543	0.26419795	0.23574615	0.20994982	0.32826447	0.20556073	0.3166404	0.12397001	0.7376103	0.986678	0.49858403	0.15790138	0.21635692	0.36146218	0.85881233	0.9944003	0.28794777	1.0984981	4.9843645	2.5305483	0.20938544	0.26945233	0.18056987	0.17698796	0.24652536	3.6056755	0.33750936	0.47338387	1.0116131	0.4611356	0.9775948	0.6466694
CRr1A1B1C__bin_124	0	0.21071659	2.327134	0	0	0	0	0.016598936	0	0.011164036	0	0	0	0	0	0	0	0	2.8471913	3.4678068	10.364797	0.031618632	0	0.5950408	0.1808248	0.29739606	3.512415	0	0.004041508	0	0	0	0	0.01230336	0.090307206	0.098442815	0	0	0	0	0	0	0	0.14476013	0.051476467	0	0	0	0.0062136827	0.20441939	0	3.8384066	4.1225405	4.9682894	0	0	0	0	0	1.8075256	0	0	0	0	0	0
LABRr1A1B1C__bin_139	2.6335416	9.083389	3.0445542	0.08057974	1.8564857	3.5295541	0	0.39064205	0	0.95986915	0.32994425	1.0438983	0.82361966	1.0263044	0.64043385	0.019791905	0.012743714	0.0023363712	16.343513	24.640862	16.04198	14.833868	12.833329	9.232911	21.935516	22.425503	24.169569	21.306257	16.28899	1.7405959	2.4222634	3.6250935	2.0754986	12.553793	9.243002	7.3620486	0.4245122	0.11848412	2.5845106	7.3380675	3.8165295	13.989007	34.060417	40.27944	27.04417	8.040055	8.680312	6.287648	19.460144	11.212704	7.9560623	16.864035	20.72844	15.135346	1.0284983	0.9543257	0.60078806	1.9242867	20.560293	30.24479	8.006692	13.332604	7.7306356	8.050022	7.7794485	87.036446
SEr3G3H3I__bin_10	3.459637	0	0	0	0.64002246	0.24406873	0	0	0	0.0467847	0	0.033488613	0.087521814	0.12263332	0.064631164	0	0	0	1.9981445	1.3375514	0.4034177	3.5943997	1.136158	1.7435586	0.6160386	0.40444422	0.7102142	0	0	0	0.32066256	1.9370137	1.233221	0.01753304	0.0127688125	0.0070656706	0.9097624	0	0.5283574	0	0	0.034809243	0.04077575	0.43480402	0.2750105	0.028217519	0.1715293	0.3526235	0.6523668	0.36330307	0.13788478	2.1405327	0.5175216	0.8510493	0	0	0	0	1.0015805	1.3172475	1.912772	2.7161071	0.7759627	0.70031327	1.9425714	23.989655
SEr2D2E2F__bin_71	0	0	0	0	0	0	0	0	0.019249493	0	0	0	0	0	0	0	0	0	0	0	0	0.28772187	0.04846959	0	0	0	0	0	0	0.12519126	0	0	0	0	0	0	0	0	0	0.0065111225	0.068882495	0	0	0	0.35459217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.701197	0.29863352	0.023004673	0.03891723	0	0.33473757
SEr2D2E2F__bin_6	1.8416271	0.34880796	0.2761732	0.1685787	2.2530854	0.4081962	0	0.052437987	0	0.09534388	0.02581314	0.08696473	0.117534705	0.1351031	0.0845254	0.031669274	0.038623415	0.023069097	0.8668619	0.65159756	0.3226833	1.9345986	1.3016038	1.4131279	1.510546	2.6093981	1.9609904	0.44393468	0.26238155	0.5093859	0.03354829	0.0878388	0.028391415	0.59830654	0.6191832	0.40447792	0.016194768	0.019378273	0.020719597	0.38439587	0.14829306	0.42260826	0.2710764	0.2639995	0.14996399	2.9457338	0.89682174	0.4741098	0.31984556	1.1048	0.8963936	0.71027976	0.5397287	0.43521753	0.03220729	0.01177819	0	0.10459453	0.35801885	2.3584611	7.2929144	4.2461023	2.7535741	1.3336718	2.746136	6.5744505
MHr3G3H3I__bin_38	0	0.15110824	0	0	0	0	0	0	0	0.10681806	0	0	0.017458856	0.23241672	0.58951277	0	0	0.0007912311	0	0.027198054	0.036796786	0	0.028806506	0	0.00438993	0	0.0011136227	0.21822178	0.16831255	0.16507751	1.0324954	2.2520876	4.56175	5.193638	9.158663	4.133301	0	0	0	6.2026486	3.987615	8.564375	0.009423406	0.017678116	0.0058935992	0.018040111	0.5451073	0.020473827	1.0046709	1.082116	4.30716	0	0.011476564	0.017348917	12.270551	5.8019013	7.110949	4.1462398	25.314344	0.01955368	0	0	0	0	0	0.29056767
MGr2D2E2F__bin_108	3.6190112	4.7755833	5.582898	7.439787	34.501587	19.652601	6.989346	7.5881405	9.098626	8.540891	19.807278	17.278568	7.2434535	13.48333	9.185274	16.072289	19.145948	19.01718	3.8521817	10.631844	2.0966802	5.8240743	8.138022	6.658624	11.022897	3.9214656	4.6316385	7.6401157	8.404462	6.7073307	3.9554775	16.064573	12.05588	0.8179567	7.533848	0.94299245	11.91202	6.514679	7.1291213	3.0163238	8.0416155	6.5065236	1.7783173	16.63211	36.04079	4.257355	53.65665	37.998833	45.858517	90.60407	17.151098	5.7453227	10.752492	1.9932531	59.055496	57.88302	33.181435	9.648507	8.882661	5.3303475	17.93635	24.928272	21.215914	2.1072547	0.34180158	13.555708
LABRr1A1B1C__bin_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8970146	2.5076492	0.22436166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48257762
LASCr2D2E2F__bin_94	0	0	0	0	0	0	0	0	0	0.94623137	0	0	0.29533166	1.0078583	0.01826029	0	0	0	0.0017122554	0.009301133	0.008171722	0	0	0	0	0.0081520965	0.015385915	0.035036113	0.021162026	0.0031205988	0	0	0	6.470468	2.4887102	1.4597082	0	0	0	0.10717863	0.024462236	0.039070826	0	0.022634601	0	0	0	0	0	0.009399265	0	0	0.00843876	0.0070494493	0	0	0	0	0	0.011482043	0	0.00933206	0.06751841	0	0	0.07840274
BAr1A1B1C__bin_103	0.8954618	11.36733	162.41592	0	0	0.21242261	0	0	0	0.6810461	0	0	0	0	0	0	0	0	0.78008527	0.4819682	8.371735	0.5091971	0.008403334	0.39270085	0	0	0	0	0	0	0	0	0	2.0803754	2.580648	1.0458757	0	0	0.6288582	0	0	0	0	0.020869652	0	0.023415927	0	0	0	0.0091392035	0	1.1770197	0.61504674	3.7671082	0	0	0	0.03782656	0.021624114	0	0	0	0	0	0	0
MHr1A1B1C__bin_83	0.7157402	2.7123127	3.2726285	0.0791138	1.9179618	5.1874647	0.009325321	0.13365598	0.022685645	2.0340612	1.0465354	0.27098253	4.1304264	2.494781	2.4493277	0.13412873	0.27652642	0.27131632	3.76844	12.006633	7.409748	4.356389	1.130617	5.591865	2.1767325	4.838183	6.710144	1.9512774	1.5887461	0.15818559	0.8319228	0.28795278	0.35527644	5.153693	3.1522574	2.1431699	0.71319294	0.09642575	1.4920698	0.020993577	0.093791015	0.09526391	0.3802147	1.7874547	1.226679	0.02163876	0.104121216	0.15986124	0.94825774	0.9057855	0.0079970565	3.8777394	8.001077	11.120444	0	0	0	1.1648512	0.49203736	7.051405	0.31611758	0.8859948	0.62946653	0	0.047575273	0.58465266
CRr1A1B1C__bin_96	57.67436	8.998603	34.566593	0.18687932	6.6978884	8.687281	0.13722531	0.2954592	0.1976066	0.68481344	0.025423486	0.05875317	0.1725878	0.304087	0.059022564	0.07510988	0.060467165	0.0496353	7.1322856	4.8241134	4.7589827	2.2283785	2.0953836	5.0969696	0.32134426	0.8003143	5.227882	0.0068566957	0.013939845	0	0.050983466	0.031182457	0.09663256	0.07091905	0.2563792	0.18343262	0.15563354	0.22160684	0.13844994	0	0.008560854	0.0000047977437	0	0	0	0	0	0	0	0.681947	0	5.904882	3.2566352	3.1956832	0	0.007253709	0	0.098102346	0.007642806	9.341641	0.14294134	0	0.115232214	0.012537704	0.025038466	0.071831584
LASAr3G3H3I__bin_72	1.3062997	1.6708016	2.544675	4.8252573	6.072489	6.240958	2.436064	2.4513092	3.143105	0.35135528	0.52738166	0.49964604	0.36716738	0.1696234	0.29499176	0.35520855	0.41148177	0.8193928	1.5434109	2.1214175	4.0263186	0.32646546	0.33639494	1.2769153	0.5242962	2.5535088	1.186544	0.34437552	0.43778425	0.2568106	3.5773847	1.203312	4.7046127	0.3966453	2.4238698	1.1620332	2.308735	1.9903017	2.0164661	0.30347708	2.3964055	0.005942813	0.012937644	0.011339214	0.12474119	0.119237706	0	0.11792348	0.47973093	0.2807538	0.026095241	1.7274687	2.5654056	3.2628334	0.3318908	2.398579	1.1716684	4.8118095	1.0792226	0.67179114	0.22273451	0.12094756	1.7080764	0.42402264	0.0206699	0.6889418
MHr2D2E2F__bin_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50404537	0.2880872	0.21578735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6441307	2.429954	2.0104468	0	0	0	0	0	0	0	0	0.45869136
LABRr1A1B1C__bin_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.46622	9.942139	7.914344	0	0	0	0	0.0033087998	0	0	0	0	0.05093789	0.38307613	0.015539948	0	0	0	0	0	0	0	0	0	0	0	0	0.27158055	1.680432	2.3500843	0	0.01112576	0	0	0	0	0	0	13.23304
MHr2D2E2F__bin_85	0.009999051	0.0064286008	0.021868752	0	0.038251135	0.08948326	0.042074535	0.07421575	0.0848473	0.28915045	0.35397843	0.3036663	0.103514925	0.041829	0.1360477	1.1558919	1.1254535	0.42811054	0.06771579	0.090600945	0.08413577	0.056983467	0.119077586	0.06385914	0.5090168	0.37243658	0.15261884	2.5372427	2.4524326	2.726986	1.644865	2.89049	1.7434192	0.30770427	1.9125869	0.39373115	0.68819916	0.7843469	1.2596663	3.850356	9.475877	1.1894623	0	0.2521541	0.16079712	0.007746547	0.022330148	0.1369434	0.15843464	0.03908134	0.053291783	0.06949487	0.086566284	0.045480784	4.241336	13.523749	9.370054	0.44408804	3.0019367	0.14195225	0.04277686	0	0.07944942	0.249831	0.41815677	5.3106675
BAr1A1B1C__bin_86	8.167965	1.259702	0.8218095	0	0.5140112	0.38934568	0.121015936	0.2385226	0.09926404	1.1768339	0.15507203	0.3459944	0.4840155	0.83163357	0.29132813	0.41591594	0.2488691	0.16923869	1.225828	0.11623703	0.38265583	0.5993805	1.7905867	0.4846509	0.10924287	0.21937068	0.38700908	0.36676076	0.37049586	0.9410526	0.598584	0.32082924	0.35870722	0.6649417	1.1401258	0.98470575	0.8602473	2.3065314	0.616074	0.17912884	2.2329543	0.76316243	0.002980299	0.009251548	0	0.053075004	0.015315941	0.014521649	0.0847765	0.14032453	0.005345388	0.48931435	0.07122895	0.26484826	0.01628371	0.14811833	0.25882578	3.0973573	0.29036182	0.20554318	0.5550612	0.828538	1.1159537	0.09183765	0.18730858	2.730381
MGr3G3H3I__bin_9	0	0.021039812	0	0.012741776	0	0.018963667	0.03771413	0.016956773	0.009166935	0	0	0	0	0.010973168	0	0	0	0	0	0	0	0	0.015012585	0	2.9674504	0.76769835	0.6489996	0	0	0	0	0	0	0	0	0	0	0	0	0.5491102	0.17627136	0.026494224	0.047935907	0.072749585	0.08967773	0.21104972	1.2258977	1.7707742	1.5892254	8.242028	8.009573	0	0	0	2.7301145	0	0	0	0.0028231752	0.89064974	0	0.27460566	3.509857	2.2838066	2.2121177	0.07783457
MGr3G3H3I__bin_71	0.25490853	0.9570872	0.11697696	0.030279338	0.16177745	0.07117325	0	0.001175472	0	0.13383459	0.0036428194	0.033591114	0.014622751	0.020534089	0.0032707322	0	0	0	0.12765007	0.072598346	0.091670334	0.17049693	0.13800526	0.19685288	0.65575826	0.35223487	0.36276197	0.6796304	0.272148	0.44318256	0.030757062	0.07997583	0.035012178	0.5412793	0.5227809	0.4107928	0.010531476	0.019063571	0.004032737	0.54916847	0.15389028	0.4755114	1.5423882	0.24594279	0.11544992	6.158164	3.6308334	2.2878904	0.7473963	7.119855	7.4153132	0.08890356	0.07548522	0.07635993	0.093882665	0.039001178	0.018309979	0.02464757	0.21678947	0.42256168	0.3346418	0.5623076	0.4280508	0.7929144	1.5206968	2.165787
LABRr1A1B1C__bin_59	0	0.00037214268	0.04843889	0	0	0.001176555	0	0	0	0.08782997	0	0.0009414158	0	0	0	0	0	0	0	0.026688622	0.055341676	0	0	0	0	0	0.0029747793	3.8190527	4.317454	0.277653	0	0	0	0.0191938	0.07978499	0.020512514	0	0	0.018961024	0	0	0	0	0.015987748	0.01788282	0.0024117336	0.030950118	0.033599567	0.016341638	0	0	0.004762911	0.03418022	0.035419267	0	0.10356067	0.030289365	0.0067913355	0	0	0	0	0	0	0	0.5810234
SEr3G3H3I__bin_163	0.20837946	0.056518584	0.13257171	0	1.2336413	0.15224326	0.22578104	0.2238724	0.19028153	0.08540523	0.5334532	0.48466948	0.8497246	0.40688106	0.3879816	0.58170563	0.6429115	0.37878978	0.19544773	0.24869843	0.33114108	0.12103748	0.21535681	0.15033077	0.4750271	0.35891607	0.5420505	0	0	0	1.1997277	0.8364442	1.2147229	0.123955466	0.38311228	0.08255211	0.72317487	0.15094861	1.1562418	0.008551801	0	0.053951185	0.03177654	0.14351769	0.060437914	0.14452702	0.057884697	0.042793017	0.09012639	0.17144127	0.111722834	0.20825608	0.23117802	0.14711328	0	0	0	0.020037694	0.033194978	0.75800186	0.35456383	1.6090548	1.9587417	8.9107485	10.805367	54.500725
LASYr2D2E2F__bin_88	0.75931364	0.43386257	2.9429154	0.75320697	0.44781762	0.7117647	0.9712385	0.76252294	2.789856	1.7467363	3.04544	3.8794465	1.3524529	0.65804607	1.9261501	2.4599166	3.9060295	5.375086	5.2824574	1.5422978	4.861678	0.42353702	0.4056618	0.9323982	0.3794954	1.823243	1.4422001	0.41365075	0.3638398	0.21376722	14.465913	8.50877	6.5854044	1.6095909	6.3694124	2.0834868	2.3305163	7.4183917	6.840466	1.7335007	3.0875006	0.87520635	1.4073371	3.643568	5.308701	0.45205984	0.8786995	2.306299	2.923749	4.076194	0.30541122	3.93319	2.116425	3.5662892	1.7286869	1.1028852	0.25573343	1.6976713	1.8916425	0.7818836	0.5339937	0.75460535	1.4824463	0.40241542	0.22204193	0.8887601
SEr2D2E2F__bin_26	4.881809	0.037987486	0	0	0	0	0	0	0	0.10002918	0.059050914	0.001802601	0.05669788	0.30850074	0.1549673	0	0	0	0	0	0	1.2114016	2.0370548	0.11573198	0	0	0	0	0	0.31347093	0.5923996	0.47325763	0.04299182	0.6417574	1.5968925	4.715514	0.08047172	0	0.011360074	1.2480485	0	7.2737174	0	0	0	0	0.072503716	0	0	0	0.07198148	0	0	0	0.11898306	0	0.0066708173	2.9477382	0.88514656	0	11.737152	0.9022648	0	0.5436713	4.147036	0.8257507
SEr3G3H3I__bin_177	0.33315518	0.079734035	0.20728728	0	1.6579031	0.032682367	0	0.039331403	0	0.004075485	0.46952596	1.0811106	0.6024602	0.3745699	0.2877277	0	0.0775407	0.20899786	0.09500853	2.0611858	0.46976733	0.57073116	0.97796446	2.2086887	5.040024	4.0414343	3.482088	0	0	0	3.3447719	3.415568	3.380994	0.92065644	1.3180767	0.68991727	1.1372617	0.27108896	0.7481849	0.7442991	0.10085769	0.5159714	0	0.11995603	0.010589634	0	0.27426714	0.2707588	2.5385458	1.1023943	4.489341	0.058453012	1.8264525	0.2161048	0.28871652	0.026531078	0.025496922	0.5960695	1.4624751	5.223092	0.5494876	15.072221	6.198266	14.833824	19.490887	7.1874776
SEr3G3H3I__bin_127	0	0	0	0	0	0	0	0	0	0.38360387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05162208	0	0	0	0	0	0	0	0	42.55142	295.7394	8.558277
LABRr1A1B1C__bin_116	0.014562519	0.13689137	0.024411475	0	0	0	0.009547898	0.020422192	0.009539545	0.0031355305	0	0	0	0	0.0054082596	0	0	0	0.15485601	0.0023235434	0.021127677	0.120090574	0.11511319	0.075337656	0.08086286	0.05463111	0.07165639	6.032559	4.493587	9.289878	0	0	0	0.50660866	2.4081657	1.7885756	0	0	0	5.6262836	0.18397862	4.8925104	0.117122106	0.10875234	0.03898722	0.112970285	0.63328665	0.117958106	0.15468548	0.20956962	0.43290472	0.15001194	0.007191986	0.013685447	0.0068735257	0	0	0.07676011	0.033511788	0.10611208	0.15997018	0	0.01664417	0.025719076	0.0014670064	17.632748
MHr2D2E2F__bin_120	0	0	0	0	0	0.0047404873	0.011875246	0.012193247	0.010736403	0.024657832	0.014217701	0.04080123	0	0	0	0.09141592	0.090202555	0.03386092	0	0	0	0	0	0	0	0	0	0	0	0	0.100870706	0.3394944	0.78452045	0	0.040818363	0	0.0714554	0.103425585	0.030231418	0.4575908	0.23119225	0.03441544	0	0.043223917	0.03157432	0	0	0	0	0	0	0	0	0	10.234794	8.973871	2.2877452	0.014032444	0.44359443	0	0	0	0	0.04012316	0	0.016170837
MGr2D2E2F__bin_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7798101	1.305231	0.7258992	0	0	0	0	0	0	0	0	0	0	0	0	2.4857683	0.018656796	0.02236815	12.235205	0.5931956	0.08256181	0	0.030524474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1947899
BOr3G3H3I__bin_37	0.113620915	0.046848353	0.29128933	0.22881994	0.03135357	0.05673374	0.34408042	0.4403139	1.1207157	7.4564266	7.1167197	9.068638	10.494592	11.705934	8.535246	11.546929	18.631979	5.464878	0	0	0	0	0	0	0	0	0	0.0020221188	0.014930232	0.014634788	0.263616	0.15038362	0.68562114	0	6.087798	0.028773036	0.63620985	0.91013736	2.1597295	0	0.032474585	0.13856433	0	0	0	0	0.008595049	0.091450356	0.08607564	0	0	0	0	0	0	0.42870477	0.100007355	0.4592084	0.0037570158	0	0	0	0	0	0	0.07652124
LASAr3G3H3I__bin_57	0	0	0.06651628	0	0	0	0	0	0	0.12727456	0.73913723	1.8714054	1.4114914	0.844875	1.1054218	0.10604548	0.07539162	0.021695748	0.084230326	0.46661532	0.434462	0.13556382	0.12382089	0.010241104	1.0103648	0.5035248	0.11140721	1.9948466	1.4201816	0.23411922	1.7738603	5.273757	2.6394222	0.9162116	1.9560529	1.4145012	0.9293384	0.042392503	3.9159267	1.104088	0.5032489	0.57849586	2.2842193	2.2666192	2.5741055	0.67073196	2.3834624	1.3403169	2.2371044	3.3313944	2.2835286	0.09852782	0.2811794	0.27082744	1.0516137	0.7831776	0.8509631	0.43139035	1.4134989	0.11956328	0.17720088	0.029795678	0.9281914	0.22464307	0.21366604	1.7024095
BAr1A1B1C__bin_48	9.623988	1.8161694	1.3887936	0	0.5489382	0.07999213	0	0	0	0.22592995	0	0.0039537842	0.07024358	0.15412205	0.0010885124	0	0	0	0.18735379	0.07349822	0.15271768	0.84052426	0.5676566	0.077467754	0.10610755	0.02370776	0.073886365	1.0633001	0.8331292	0.6039301	0.89872754	0.33878464	0.27748585	3.364885	2.0170841	3.0148222	0.1326935	0.17403072	0.19586681	1.3131915	0.28533968	3.1135147	0.12557799	0.16440172	0.23217101	0.07488602	0.15952705	0.043628547	0.06717717	0.2315058	0.15335262	0.05503026	0.041262902	0.18455556	0.4017669	0.5451	0.49136177	0.59673905	2.1171753	0.0797405	0	0	0	0	0	1.2999678
BAr2D2E2F__bin_71	12.161262	47.313618	19.259787	2.2959497	47.29854	67.80583	1.6959943	4.075853	8.596067	15.165523	33.253483	31.879215	23.036196	14.485484	25.862057	42.623367	49.24067	31.561405	19.758192	72.0129	46.024666	59.28942	42.943188	54.839252	106.530304	80.36196	121.11423	6.63082	4.8696594	1.1990308	73.659584	59.98632	46.40964	4.262488	28.70155	4.1610684	21.851622	17.799294	50.69439	8.73407	13.996299	6.8229294	28.178864	88.27531	68.18687	9.830554	26.26078	38.527893	79.34249	55.652264	13.497497	20.153175	72.0034	45.847195	12.911213	13.643655	8.102476	7.6478825	16.25991	128.29817	16.713657	15.602417	26.88761	114.951904	207.17578	64.05091
LASYr2D2E2F__bin_106	0	0	0	0	0	0	0	0	0	0	0.022454303	0.024058495	0	0	0	0.013168761	0.033533167	0.07000706	0	0	0	0	0	0	0	0	0.00840675	0	0	0.005183539	0.06758413	1.9675856	4.529048	0	0.016121406	0	10.434944	1.4392426	0.8190509	0.09283695	0.37358916	0.025424695	0	0	0	0	0	0	0	0	0	0	0	0	0.1087335	2.4648364	2.0322778	0.44115335	0.011358667	0.014437236	0.0034602303	0	0	0	0	0.05595757
LASAr3G3H3I__bin_7	0.27611607	0.18834655	0.47799596	0.16652481	0.14618905	0.10056836	0.2293038	0.23243788	0.17960513	0.12841111	0.07693544	0.1035285	0.16270992	0.095959194	0.11217762	0.2038187	0.12389185	0.082017496	0.013100905	0.015838757	0.05306993	0.07285118	0.16737461	0.11252125	0.36936647	0.07979151	0.15250002	0.118160956	0.16916853	0.081492946	6.4272876	33.573784	7.998058	0.05989148	0.30087736	0.11116032	0.553227	0.41228995	2.175269	7.791337	0.91328084	0.2757877	0	0.0032932905	0.0009354769	0.0197853	10.544639	1.0845203	8.048958	0.81114787	1.6418166	0.009921424	0.016120246	0.021084819	8.730606	4.914386	7.2225614	0.19968846	8.167304	0.21837042	0.07387565	0	0.10340072	0.025771396	0.048968945	0.23959902
LASCr2D2E2F__bin_124	0	0.17279121	0.13664657	0	0	0	0	0	0	0.21124971	0.25867325	0.5756424	0.6397977	0.6224172	0.3042355	0.21889026	0.20576257	0.24259995	0.45409814	0.9810411	0.79808646	0.20150566	0.11864131	0.023093536	0.77277505	0.25367057	0.39527062	3.0945601	2.6686716	1.2762734	2.3944814	0.82304615	1.124563	3.0496924	3.3649833	2.661902	0.27388537	0.4500481	0.742103	2.715919	1.086197	0.9912928	1.3271675	3.9514492	3.183388	0.24570046	0.5262173	0.29140446	1.1328429	0.8616332	0.54790074	0.5664892	0.8102192	0.48658606	1.5178185	0.9238059	0.89002156	2.494989	5.4032207	0.6362775	0	0.011607066	0	0.015725367	0.023280669	2.4180934
MHr1A1B1C__bin_12	0.34063765	0.025225166	0.4568632	1.712005	0.5945225	0.21222548	0.9310106	0.55681086	0.60965383	0.74924177	0.6179134	0.8979787	0.9610193	0.45788985	0.7315028	0.32308656	0.70288604	1.3881102	4.1961913	2.877113	5.3938284	0.23297794	0.8624019	3.3003848	0.47031322	5.8298125	3.1196678	0.15918104	0.24328296	0.7423666	0.06947339	0.29566413	0.5567067	0.21305636	1.3214579	0.437851	0.52341664	1.645054	0.9268171	0	0.26123503	0	0.22577699	0.19836657	0.5621227	0.24300037	0	0.19869238	0.077434964	0.44874677	0.05776103	5.474365	4.6500616	6.2383614	0	0.39669445	0.1151053	2.1546035	0.29784223	1.965852	3.6161513	0.1823803	0.5102586	0.08776479	0	2.1778803
BAr1A1B1C__bin_80	17.201145	6.338153	10.46176	0.022404887	0.17618057	0.74013036	0.06593638	0.093133025	0.28160125	4.620822	0.521952	0.75572765	3.6267662	4.4786963	1.473291	0.9782441	0.82204366	0.12415927	0.0004539402	0.103020415	0.13297397	1.8116819	17.832197	2.7439525	0.053869072	0.076687634	0.010801276	0.011608614	0.010313571	0.109868035	2.5971763	6.755267	7.7275167	4.1896167	5.9367256	5.4640756	17.791464	11.033423	8.87186	0.6089169	2.1467547	2.847102	0	0	0	0	0	0	0	0	0	0	0.05408141	0.057479333	0.14675349	3.0309262	0.3362854	0.9232721	0.1531982	0.0047059716	0.030879188	0	0.08478378	0.08251132	1.9116067	0.33665982
