Genome	BAr1A.filtered Covered Fraction	BAr1B.filtered Covered Fraction	BAr1C.filtered Covered Fraction	BAr2D.filtered Covered Fraction	BAr2E.filtered Covered Fraction	BAr2F.filtered Covered Fraction	BAr3G.filtered Covered Fraction	BAr3H.filtered Covered Fraction	BAr3I.filtered Covered Fraction	BOr1A.filtered Covered Fraction	BOr1B.filtered Covered Fraction	BOr1C.filtered Covered Fraction	BOr2D.filtered Covered Fraction	BOr2E.filtered Covered Fraction	BOr2F.filtered Covered Fraction	BOr3G.filtered Covered Fraction	BOr3H.filtered Covered Fraction	BOr3I.filtered Covered Fraction	CRr1A.filtered Covered Fraction	CRr1B.filtered Covered Fraction	CRr1C.filtered Covered Fraction	CRr2D.filtered Covered Fraction	CRr2E.filtered Covered Fraction	CRr2F.filtered Covered Fraction	CRr3G.filtered Covered Fraction	CRr3H.filtered Covered Fraction	CRr3I.filtered Covered Fraction	LABRr1A.filtered Covered Fraction	LABRr1B.filtered Covered Fraction	LABRr1C.filtered Covered Fraction	LASAr3G.filtered Covered Fraction	LASAr3H.filtered Covered Fraction	LASAr3I.filtered Covered Fraction	LASCr2D.filtered Covered Fraction	LASCr2E.filtered Covered Fraction	LASCr2F.filtered Covered Fraction	LASYr2D.filtered Covered Fraction	LASYr2E.filtered Covered Fraction	LASYr2F.filtered Covered Fraction	LAWAr2D.filtered Covered Fraction	LAWAr2E.filtered Covered Fraction	LAWAr2F.filtered Covered Fraction	MGr1A.filtered Covered Fraction	MGr1B.filtered Covered Fraction	MGr1C.filtered Covered Fraction	MGr2D.filtered Covered Fraction	MGr2E.filtered Covered Fraction	MGr2F.filtered Covered Fraction	MGr3G.filtered Covered Fraction	MGr3H.filtered Covered Fraction	MGr3I.filtered Covered Fraction	MHr1A.filtered Covered Fraction	MHr1B.filtered Covered Fraction	MHr1C.filtered Covered Fraction	MHr2D.filtered Covered Fraction	MHr2E.filtered Covered Fraction	MHr2F.filtered Covered Fraction	MHr3G.filtered Covered Fraction	MHr3H.filtered Covered Fraction	MHr3I.filtered Covered Fraction	SEr2D.filtered Covered Fraction	SEr2E.filtered Covered Fraction	SEr2F.filtered Covered Fraction	SEr3G.filtered Covered Fraction	SEr3H.filtered Covered Fraction	SEr3I.filtered Covered Fraction
CRr3G3H3I__bin_97	0.045524586	0.047571886	0.08763833	0.09992862	0.08634144	0.095861934	0.12403965	0.25875875	0.12387179	0.067280345	0.06874992	0.07761806	0.06481621	0.049883116	0.062157776	0.100510664	0.109785005	0.094166495	0.20826764	0.82325673	0.8992149	0.10857787	0.0669737	0.47322896	0.97941446	0.99184024	0.99505526	0.031266283	0.03256118	0.034403548	0.048518416	0.050474137	0.055877592	0.02282678	0.076705106	0.026413959	0.06703885	0.06148731	0.07501764	0.021968171	0.038938753	0.030616425	0.14756083	0.45862097	0.30612537	0.06151623	0.07586661	0.08516921	0.09904325	0.09736675	0.032193866	0.27116504	0.87066394	0.83242756	0.039640136	0.07320169	0.06294026	0.05020605	0.03277525	0.99178255	0.080850065	0.0483803	0.047494266	0.029443026	0.013710993	0.053914893
MGr2D2E2F__bin_102	0.01225061	0.118602745	0.025969906	0.014655419	0.012011249	0.017100742	0.010486586	0.03211387	0.012886597	0.17793344	0.1865366	0.42282835	0.57967615	0.65735716	0.49381152	0.01603028	0.011004224	0.011702051	0.029825278	0.15777537	0.050827768	0.045330454	0.09889462	0.039102796	0.116732635	0.05433556	0.53287435	0.9477851	0.88476	0.5739368	0.023806592	0.36673784	0.034568258	0.8943014	0.66498685	0.6051684	0.0072831954	0.008132955	0.014201218	0.7998966	0.17520131	0.86273456	0.9446734	0.8004046	0.54915196	0.9916773	0.95455706	0.91727906	0.6482913	0.970364	0.92590356	0.023509122	0.119108126	0.050358642	0.06298349	0.016457826	0.013455946	0.038520116	0.6057452	0.50234646	0.033924807	0.039924834	0.03202964	0.0235587	0.018431356	0.7703005
MGr2D2E2F__bin_107	0.0031629128	0.0036156548	0.0033837564	0.00037686623	0.0010446733	0.0004906799	0.00024873173	0.00045726437	0.00024596803	0.0018476496	0.00035199308	0.00094467803	0.0012640094	0.0015335943	0.00084443163	0.00040425186	0.00019471423	0.00018994059	0.0018134804	0.0024750063	0.0023340583	0.0027898152	0.002452143	0.0024277724	0.0020908539	0.0014145046	0.0020594483	0.15899107	0.13799535	0.015533171	0.0010454269	0.00083965797	0.0006489637	0.0036000775	0.0030287483	0.0032900423	0.00043590862	0.00040123693	0.0008049863	0.0028290092	0.0009160362	0.0044897334	0.9986561	0.24104968	0.008597324	0.9995887	0.95712596	0.56476295	0.0015785671	0.31677392	0.00488494	0.001916993	0.0020438712	0.002153665	0.0013635021	0.0010961783	0.00068614783	0.0012278302	0.0025036482	0.0020544236	0.0013619947	0.0007024787	0.00062082434	0.0015082187	0.0012516984	0.024504345
BOr1A1B1C__bin_57	0.21438022	0.1215735	0.34061423	0.77025515	0.13446604	0.23525552	0.19993857	0.37295184	0.2931633	0.8754408	0.98711014	0.99690986	0.91730016	0.6837777	0.9880021	0.98811597	0.9957737	0.9950458	0.8439038	0.21495251	0.41846797	0.07544803	0.6652229	0.7187891	0.055640176	0.54691637	0.8105264	0.008414254	0.009071427	0.066878155	0.15358943	0.026792223	0.36161384	0.032603044	0.98279625	0.080239914	0.7819152	0.9516763	0.5662668	0.020311428	0.07899562	0.0065582674	0.008486337	0.007491313	0.020333324	0.14434318	0.0057010106	0.034438483	0.01514633	0.18657412	0.05710644	0.8456837	0.29101226	0.29592773	0.013741372	0.10972314	0.10573732	0.66824937	0.10911144	0.69544446	0.89858973	0.097334184	0.3554645	0.8272892	0.05918474	0.24465065
CRr2D2E2F__bin_21	0.61208975	0.7435315	0.9466278	0.18486679	0.522714	0.71380216	0.03932387	0.3829574	0.14859726	0.7736421	0.81742966	0.8554034	0.87600064	0.63010883	0.7656233	0.34219244	0.51895165	0.8098859	0.96648276	0.9818001	0.9797786	0.96276957	0.9125018	0.99343103	0.9736207	0.985993	0.98752445	0.19922768	0.20770368	0.23123607	0.8126358	0.49621293	0.3390659	0.82851803	0.8086557	0.8290421	0.4571645	0.71179926	0.69653094	0.11258281	0.40501338	0.3004608	0.7021603	0.9451802	0.81091547	0.43065155	0.10387743	0.39801782	0.8953345	0.9362112	0.21842538	0.9656992	0.9809324	0.978435	0.16279337	0.40123248	0.21789195	0.91871154	0.3814488	0.9875318	0.91234934	0.6317292	0.96742624	0.79005533	0.53710085	0.6772532
SEr2D2E2F__bin_42	0.047422152	0.1867511	0.09733228	0.023608861	0.024242654	0.053178046	0.0050788056	0.009358779	0.005786818	0.13345976	0.068937905	0.11123405	0.072968856	0.111903	0.07712871	0.037983947	0.08032566	0.037989154	0.07794935	0.13565476	0.09238987	0.19494417	0.5668155	0.6426815	0.11668526	0.075014435	0.15176782	0.028329268	0.02654638	0.015270271	0.07001734	0.10023106	0.015780365	0.251258	0.2539836	0.15916923	0.011369207	0.005892287	0.01827615	0.5420764	0.17047626	0.37614316	0.24554278	0.13176477	0.09274436	0.3538826	0.6465734	0.7089456	0.43585217	0.906046	0.9151795	0.07167262	0.1182061	0.087326355	0.51996857	0.07183669	0.010322977	0.027385252	0.13009581	0.17864297	0.9828681	0.9641974	0.90937513	0.1642477	0.13463002	0.23783277
LASYr2D2E2F__bin_2	0.0830011	0.07277421	0.05201744	0.043977745	0.035441983	0.07258304	0.021610152	0.027773075	0.03792014	0.108009875	0.25242525	0.4567244	0.16896392	0.05494068	0.1706084	0.6031055	0.799692	0.5549977	0.016003406	0.0124585815	0.02176236	0.011440003	0.037630387	0.019320035	0.015392162	0.015977917	0.00980345	0.0152976625	0.014603221	0.018625353	0.5244413	0.102946326	0.5310534	0.011320736	0.533848	0.016817113	0.9833368	0.8682187	0.43628648	0.015640315	0.02491043	0.012669703	0.0027373675	0.00663374	0.0062160655	0.0058325357	0.0057640052	0.006095356	0.007622982	0.009608439	0.0049613584	0.015541486	0.01430289	0.015850713	0.017838577	0.08035246	0.047378533	0.023557136	0.017733496	0.008248412	0.79292625	0.038222633	0.18874756	0.0046160617	0.005626704	0.029821292
SEr3G3H3I__bin_90	0.18336888	0.15688448	0.11205549	0.07504262	0.23052683	0.0996425	0.04566056	0.061255544	0.042737205	0.17160474	0.09543371	0.50889134	0.16762206	0.17025305	0.15713109	0.04365248	0.04775234	0.05054861	0.2613464	0.24710405	0.124579996	0.54524404	0.38779092	0.90810406	0.8082996	0.51357615	0.342078	0.23779997	0.16910319	0.18864903	0.076086625	0.11645832	0.08084335	0.22193597	0.22107634	0.18920451	0.05539328	0.07485306	0.0489951	0.20599416	0.12579589	0.1894615	0.81443346	0.60936636	0.23518643	0.35154688	0.2622749	0.41854754	0.13822962	0.39281642	0.35012826	0.208031	0.27226153	0.12658572	0.09766176	0.06725433	0.05490287	0.07158784	0.16260786	0.44227338	0.94972867	0.9558748	0.70047504	0.58741987	0.9080621	0.99007064
CRr1A1B1C__bin_11	0.68815464	0.96742994	0.6959031	0.101716354	0.49725303	0.7780668	0.044505265	0.13031758	0.13468072	0.79742795	0.6356847	0.58153725	0.7975927	0.80123574	0.7988585	0.753849	0.76113445	0.6396695	0.5712097	0.99541986	0.9919231	0.8654985	0.8890253	0.7861172	0.96238893	0.7497122	0.96155584	0.97686875	0.97504985	0.9846252	0.7617529	0.8404638	0.80982447	0.93082887	0.85182965	0.8622593	0.7940385	0.79134136	0.8193738	0.97658265	0.9753385	0.97526604	0.975544	0.9763403	0.9718792	0.9694188	0.978402	0.9756025	0.97916025	0.9796705	0.9106191	0.6046829	0.99167335	0.9863826	0.84473544	0.86494786	0.8059962	0.8908485	0.9286807	0.97457063	0.20119257	0.15879226	0.18798995	0.023611065	0.021034813	0.9886404
CRr1A1B1C__bin_138	0.52657443	0.41829437	0.56776667	0.5137177	0.41300547	0.5884852	0.4971323	0.5236638	0.59617734	0.39683402	0.528341	0.6311694	0.3103097	0.22686502	0.42838356	0.5078976	0.57304555	0.7018009	0.977767	0.8992202	0.94609123	0.4378566	0.36845252	0.7137385	0.27315962	0.90610164	0.8740884	0.18818638	0.19272183	0.4084181	0.30980927	0.2056639	0.46675372	0.1625452	0.48016524	0.23182134	0.32514992	0.3857163	0.321213	0.11318351	0.19976464	0.08853878	0.32812342	0.582075	0.6543525	0.25739452	0.09288855	0.22274129	0.24704653	0.47942182	0.12960085	0.95820343	0.92240393	0.92167723	0.115904875	0.4288985	0.34375384	0.51339847	0.28065962	0.7626374	0.8363917	0.16789207	0.22301146	0.09094561	0.115733005	0.58399296
LABRr1A1B1C__bin_32	0.011251778	0.2447961	0.023500498	0.017440798	0.024145378	0.032736745	0.00020508532	0.0042817257	0.00041529778	0.23396248	0.036774077	0.095070146	0.040356234	0.037344895	0.035733268	0.02671749	0.021044033	0.011987806	0.031194616	0.0835153	0.06783652	0.03268832	0.039954036	0.0205467	0.19281723	0.035688262	0.13787828	0.9842534	0.96855927	0.97907615	0.3510303	0.7488451	0.137974	0.9190021	0.8805127	0.86942846	0.013957765	0.016318524	0.15059073	0.94477224	0.8056099	0.94773287	0.83880866	0.62475824	0.3493378	0.5884126	0.39838964	0.32249665	0.0672338	0.4700755	0.38080072	0.02221245	0.082617484	0.072506204	0.9207032	0.64265364	0.7384587	0.1616961	0.91668636	0.19186471	0.05829949	0.03412221	0.03328079	0.037745953	0.020035697	0.9863641
SEr3G3H3I__bin_216	0.96386397	0.7238325	0.9682624	0.025637772	0.07811973	0.017131882	0.00086915976	0.02343234	0.0010564927	0.33505267	0.03229717	0.1418273	0.54843086	0.61772424	0.31213054	0.006263047	0.0069592423	0.0047673658	0.7384507	0.85479856	0.8758121	0.9602686	0.9523933	0.8313757	0.74052435	0.34907824	0.65302306	0.7398561	0.6774978	0.39143798	0.14621376	0.044103216	0.02477539	0.6626099	0.7884507	0.90172476	0.021672605	0.001437394	0.058552522	0.5489126	0.0024215018	0.96092606	0.74394786	0.9192831	0.90316516	0.7427089	0.66687596	0.39659682	0.22542983	0.4817208	0.5103502	0.67064786	0.67089075	0.8926699	0.18948713	0.07704914	0.061445203	0.731181	0.8994293	0.85541016	0.69526297	0.20420592	0.03360254	0.86294335	0.68948954	0.9996034
BAr1A1B1C__bin_108	0.15631302	0.83543855	0.99773145	0.07181503	0.09649426	0.20406224	0.17726296	0.18733905	0.5551626	0.15947796	0.14904584	0.24508965	0.039855685	0.027136724	0.050663818	0.16123761	0.3073608	0.6491337	0.10048849	0.35028392	0.68825	0.23481908	0.05253378	0.26706567	0.1823869	0.17920646	0.16425997	0.041268405	0.035278406	0.03446411	0.05051149	0.07869658	0.07041153	0.027968444	0.15521085	0.031580634	0.024393918	0.02835945	0.030175602	0.069179714	0.13994023	0.027488783	0.20340782	0.30781662	0.37872177	0.20190772	0.2177746	0.33984655	0.4192885	0.3523622	0.25142005	0.085779525	0.4140354	0.50759494	0.094992496	0.096471585	0.05489929	0.037571657	0.09102479	0.1274242	0.022026233	0.019777564	0.025386037	0.022147814	0.024678845	0.058009144
SEr2D2E2F__bin_135	0.06465724	0.9871702	0.18339352	0.089590766	0.34856173	0.24809065	0.0007074522	0.39566293	0.004738093	0.8725997	0.9824999	0.9973782	0.99464566	0.9850075	0.9901206	0.16383545	0.40945202	0.47345227	0.84876716	0.99266684	0.9487896	0.82179594	0.8351786	0.83841103	0.99919206	0.9993451	0.9994032	0.5024356	0.4091132	0.36521927	0.909311	0.95269	0.44336456	0.9900991	0.9951891	0.9710582	0.2716798	0.03526304	0.86591953	0.9785495	0.14962497	0.99367917	0.8504234	0.8715889	0.85681516	0.5270464	0.7738917	0.6723878	0.83532006	0.85912114	0.8681466	0.84093726	0.97898525	0.9748159	0.7749717	0.07767703	0.10939035	0.18757384	0.9987508	0.99961174	0.999286	0.9996595	0.98598397	0.99930966	0.9992282	0.99941117
MGr1A1B1C__bin_104	0.006521572	0.27503914	0.55886084	0.0068011484	0.0063606226	0.00429747	0.0057512256	0.004536809	0.0051203542	0.02654662	0.0046162414	0.0059820167	0.0059832674	0.004944603	0.004513042	0.01376679	0.008680627	0.0040143495	0.017973153	0.05794611	0.5115907	0.12582624	0.018136812	0.009744101	0.0148976045	0.014341579	0.009287105	0.89416647	0.9164063	0.48038453	0.010443564	0.0165244	0.14522417	0.7444903	0.8362154	0.71051466	0.0039286627	0.007598806	0.008189857	0.3834449	0.12570366	0.7931002	0.9229076	0.9957538	0.99677956	0.658307	0.90964055	0.9350672	0.9937199	0.9018076	0.6226109	0.019457763	0.06712272	0.21092857	0.27160978	0.14874984	0.19101715	0.6773349	0.9345233	0.010294706	0.0053307144	0.00418885	0.004610404	0.004611238	0.0041152555	0.568386
BAr2D2E2F__bin_44	0.50637335	0.23120457	0.5052972	0.9737714	0.74934095	0.75764847	0.8560617	0.9324231	0.9331071	0.17127751	0.63522315	0.7714209	0.112986095	0.0899525	0.8227632	0.82748634	0.9260597	0.9362898	0.79309297	0.23857872	0.57307124	0.13676271	0.19544369	0.16696222	0.20201997	0.8942653	0.73508203	0.102550656	0.09624211	0.15703535	0.12248374	0.094916716	0.1847846	0.0841437	0.84353423	0.096313275	0.0888858	0.29448134	0.094430186	0.13162354	0.15137483	0.11408806	0.10492843	0.10690076	0.09437334	0.20316203	0.09857294	0.16945502	0.19303551	0.31242865	0.1988267	0.83021885	0.2903364	0.5419366	0.13127914	0.18035936	0.19108588	0.1038192	0.13132915	0.55875814	0.818605	0.122885875	0.36037695	0.055484407	0.061632328	0.27083606
BAr1A1B1C__bin_31	0.0021369539	0.030318694	0.998846	0.003099222	0.06662752	0.027410759	0.0025297776	0.002687317	0.0043680533	0.004198529	0.0016443081	0.0022277876	0.0021241806	0.0019420403	0.002471272	0.0016965058	0.0024268012	0.0016846786	0.001441825	0.0019007237	0.0027338376	0.0012475421	0.0013498876	0.0016496698	0.0018963082	0.0016772668	0.0016750591	0.0011822555	0.0011139726	0.0013254444	0.0018403257	0.0015432242	0.0018543607	0.0018332293	0.0023119978	0.0025900179	0.0018860578	0.0021207111	0.0020147387	0.001307467	0.001883377	0.0033786613	0.00093530177	0.0011116072	0.0015883256	0.001235084	0.0009997999	0.0011237499	0.0016897249	0.0014738375	0.0010166735	0.0013155096	0.0016168688	0.0017807161	0.000546736	0.0011745283	0.0023985736	0.0016339001	0.0017616348	0.0019912417	0.0014922881	0.00083579484	0.009171508	0.0021667588	0.0019727913	0.005366749
MGr3G3H3I__bin_125	0.00804242	0.007554431	0.02453061	0.013835858	0.016301144	0.013626608	0.013358318	0.012532027	0.01841533	0.02103135	0.050023615	0.08565311	0.20880486	0.17207374	0.4664536	0.028653441	0.024070574	0.06695539	0.01733146	0.026614754	0.022826305	0.009209885	0.0058025806	0.011459652	0.016778162	0.026612403	0.017277647	0.0066186828	0.0071085007	0.0057756733	0.0619373	0.033344984	0.0061863367	0.3859288	0.30152363	0.14288685	0.005505816	0.005179793	0.006948102	0.6565354	0.79772997	0.6219916	0.49118903	0.9596633	0.57193846	0.43287873	0.34929252	0.98647267	0.9987813	0.47731057	0.23303296	0.017620128	0.02668581	0.01810472	0.0034169708	0.0068511833	0.0054943217	0.024890073	0.54165256	0.012796921	0.009104346	0.013229006	0.02046081	0.25511998	0.27505594	0.11636928
BOr1A1B1C__bin_20	0.09652131	0.09608735	0.26044577	0.12814486	0.09513034	0.105521716	0.06288368	0.06878933	0.082014926	0.96996725	0.5266541	0.8933633	0.9355868	0.7960958	0.6167546	0.1950432	0.28335616	0.4598679	0.09393106	0.07636251	0.08883262	0.065676585	0.06796667	0.06924296	0.06424346	0.08976939	0.08745176	0.054529995	0.05127194	0.0679661	0.089643754	0.089616776	0.12640397	0.075972684	0.20553155	0.12143313	0.19406372	0.121797666	0.19087508	0.057351563	0.075877964	0.055065416	0.040565774	0.054092385	0.056132887	0.03405135	0.039473012	0.045138072	0.056921262	0.07401144	0.036438398	0.08855155	0.08280049	0.08265912	0.05067075	0.07072134	0.056861676	0.11877373	0.07624334	0.07564609	0.07140966	0.0453795	0.066705264	0.062160794	0.075915344	0.13291867
MHr1A1B1C__bin_78	0.959505	0.97084606	0.97525907	0.8411681	0.9532237	0.9625188	0.069027044	0.079284675	0.048683167	0.8773616	0.68380207	0.76431894	0.65123874	0.6441221	0.7553474	0.62747	0.72993994	0.6447299	0.9611146	0.97149646	0.9926939	0.96189	0.9434618	0.95536125	0.91270673	0.8710526	0.8143791	0.8728772	0.8748494	0.86125493	0.5589157	0.74266577	0.6368206	0.7842685	0.85551375	0.85709375	0.75185126	0.5907649	0.6043854	0.8130857	0.83438	0.8487797	0.68055445	0.7986873	0.7662405	0.749827	0.82730335	0.8294319	0.86417526	0.6882391	0.7146085	0.97502	0.95052755	0.9923616	0.63437444	0.6411414	0.70125556	0.85435426	0.83584076	0.7579291	0.52261114	0.14607255	0.30110493	0.104425594	0.025600608	0.8863428
BAr2D2E2F__bin_2	0.107872255	0.03344857	0.17448129	0.9839545	0.66516215	0.36627498	0.8666747	0.9518992	0.95736426	0.045000687	0.06678816	0.1071857	0.049261544	0.03767277	0.047697667	0.29442966	0.3827763	0.26208088	0.036950935	0.025732245	0.038188677	0.015513639	0.041314658	0.049465895	0.026678137	0.090190746	0.0653776	0.01234529	0.014218159	0.019954018	0.031820253	0.025546612	0.06879385	0.013598205	0.1862013	0.01617399	0.057910163	0.066348515	0.06022701	0.009064418	0.017671458	0.011649664	0.008284844	0.011987426	0.0131067345	0.01201403	0.0114461	0.015776912	0.0199418	0.018110905	0.0075257653	0.049836766	0.030689908	0.035683833	0.017775703	0.049868096	0.04092546	0.04318063	0.018319199	0.0472393	0.21631186	0.016526138	0.075147696	0.12960397	0.023837108	0.10740877
LASAr3G3H3I__bin_54	0.07608134	0.07170274	0.09721947	0.063365646	0.06065732	0.060107406	0.05934038	0.069914445	0.0725435	0.08738993	0.14025687	0.09285658	0.08667129	0.061774466	0.14647749	0.25195068	0.2619566	0.059949037	0.038459532	0.040923256	0.048712753	0.053975146	0.061504688	0.059182372	0.051547132	0.04367961	0.03524825	0.042911697	0.04556539	0.048044287	0.9347145	0.9904779	0.99610454	0.18554515	0.6502598	0.33371505	0.9704555	0.9533469	0.9587527	0.049572263	0.16903183	0.06845092	0.02737537	0.034706727	0.034360174	0.028309153	0.032449935	0.039459735	0.04229197	0.048158735	0.03309769	0.03653912	0.040106777	0.039643276	0.52027273	0.96623296	0.93697214	0.2735191	0.55311316	0.03738006	0.04425113	0.034684587	0.0652034	0.03873324	0.04251283	0.07847382
BOr2D2E2F__bin_74	0.59204835	0.5878471	0.6610286	0.6175739	0.7007055	0.727805	0.61928415	0.6239181	0.67133975	0.992834	0.9919808	0.99286413	0.9965652	0.99277484	0.99602944	0.98899025	0.99187315	0.9881824	0.6612271	0.5725119	0.41438797	0.7399949	0.8102369	0.7472691	0.5447132	0.47089672	0.45982656	0.6431465	0.6599245	0.6634166	0.93287075	0.9351034	0.94730586	0.6655993	0.9837241	0.5723863	0.9634388	0.95990914	0.96722066	0.515521	0.68029183	0.6435774	0.11236031	0.38421667	0.449069	0.27064398	0.42374963	0.47694242	0.54141897	0.43572694	0.2547181	0.72020084	0.611096	0.40428475	0.643763	0.72971845	0.7260465	0.9103106	0.6290405	0.4573248	0.7629371	0.4543498	0.41631126	0.70891345	0.21663712	0.7514807
MHr2D2E2F__bin_49	0.0047125206	0.0069411634	0.00614947	0.0040878765	0.0051376726	0.005403124	0.0036073402	0.0035521348	0.0042056357	0.01958155	0.005652623	0.009852703	0.00604838	0.0065285577	0.005514251	0.0057712784	0.0057476186	0.005680046	0.004620751	0.0074374727	0.0055153267	0.005296298	0.006003391	0.0047567924	0.0068438374	0.0060419273	0.0062079015	0.13671687	0.12102764	0.1702476	0.0053099203	0.0073084217	0.0064459294	0.010461932	0.012081346	0.011373356	0.005474998	0.005324259	0.0057089035	0.03508114	0.013445345	0.03413799	0.017170982	0.018473862	0.007873917	0.011692579	0.07809983	0.024107844	0.015165132	0.050295204	0.2586346	0.004775612	0.0068891845	0.004909682	0.9767928	0.5975579	0.8581677	0.008235081	0.018760463	0.0067791324	0.0046347314	0.0045006615	0.0047360007	0.0036259808	0.003569521	0.25388694
BOr2D2E2F__bin_32	0.47012696	0.35272247	0.87679064	0.004283242	0.0025278223	0.023968128	0.0011338387	0.0019809827	0.0017139214	0.859269	0.69231474	0.93497676	0.98505974	0.91070765	0.89524287	0.03657489	0.12255119	0.53510135	0.03458989	0.02116142	0.035096124	0.1621077	0.055616103	0.012327428	0.0028013536	0.017728668	0.016689427	0.0075939526	0.007471466	0.026575154	0.29215914	0.036419604	0.09412133	0.2208335	0.5058498	0.67906517	0.026956	0.33690003	0.26389438	0.0058108675	0.0134045975	0.037572406	0.0034537236	0.0058746766	0.0062367823	0.009004001	0.0043334416	0.013353059	0.014715138	0.018759876	0.021482473	0.034550846	0.0249652	0.032170944	0.0027580704	0.008419455	0.0031763993	0.08149471	0.0137093635	0.010945716	0.0030414185	0.0012891224	0.0013141106	0.0016773316	0.00232814	0.042060908
BAr2D2E2F__bin_37	0.7496768	0.9629269	0.9870224	0.17687793	0.98564243	0.9907341	0.13940977	0.23076515	0.4158363	0.9521457	0.9489354	0.9426868	0.29506022	0.3315538	0.7286806	0.9742792	0.9662416	0.90269554	0.15123372	0.68767893	0.59502304	0.70275027	0.9222085	0.94256395	0.9433637	0.9626239	0.95680034	0.0909977	0.09819038	0.08430923	0.7121987	0.4202769	0.22940424	0.12547307	0.91910714	0.18579043	0.41930056	0.773126	0.9673387	0.072285704	0.17296788	0.09988209	0.3753971	0.122708514	0.24254316	0.27132297	0.3301174	0.8860041	0.5638597	0.59025395	0.120584	0.13554424	0.6764913	0.45747462	0.29575562	0.22277273	0.13830665	0.11085341	0.085325636	0.96977293	0.97529674	0.97203684	0.97597486	0.17354704	0.17299709	0.3056459
LABRr1A1B1C__bin_19	0.002546419	0.0031388705	0.0040706336	0.0020706553	0.0024686272	0.0021367467	0.0018945168	0.00214149	0.0024687853	0.004036165	0.0019014737	0.00259243	0.004986744	0.0060652364	0.0019678813	0.0020678092	0.0018960979	0.0021486052	0.0034671142	0.0075023305	0.0073935483	0.0032639382	0.003061711	0.0026142497	0.0038508559	0.0036590642	0.002780269	0.9966175	0.9965471	0.38797274	0.002443329	0.0020556345	0.0024634094	0.00865403	0.005139165	0.0045854514	0.002141332	0.0020709715	0.0026582053	0.0031931035	0.002681448	0.64948404	0.9777229	0.3191674	0.30658916	0.7428868	0.004851873	0.004639052	0.003962326	0.006435222	0.0033268675	0.003814648	0.00778314	0.0055641746	0.0026131428	0.00338031	0.00287909	0.0027445352	0.0037936189	0.0029726932	0.0024493372	0.0019055847	0.0020094654	0.0023366022	0.0022656093	0.52298623
MHr2D2E2F__bin_75	0.4023467	0.20714732	0.31256264	0.0076744747	0.048685275	0.011786319	0.0003072371	0.0026218544	0.0004657685	0.127306	0.011449751	0.09965965	0.07328169	0.06713945	0.036071394	0.0066484935	0.0058427844	0.004270669	0.10396112	0.07221934	0.08601348	0.11182697	0.072191186	0.047055524	0.07497333	0.03925933	0.05610824	0.96743244	0.94289714	0.99206465	0.053324334	0.051618032	0.031080222	0.53972584	0.42305654	0.49774712	0.023127548	0.0116568245	0.055099417	0.9921198	0.56204104	0.99299616	0.24493308	0.23705241	0.24724373	0.31974232	0.19470018	0.1391677	0.0839885	0.16012098	0.1901255	0.06755491	0.0638185	0.13742489	0.99694127	0.6918987	0.9708777	0.13867465	0.7784304	0.058354225	0.02695342	0.015815891	0.0058048014	0.021140406	0.020476364	0.99585265
LAWAr2D2E2F__bin_155	0.7117218	0.18570745	0.25551325	0.12517545	0.14130598	0.15549852	0.68416286	0.62291175	0.76784086	0.17730816	0.28379318	0.36028585	0.18602398	0.15980332	0.24072696	0.35024187	0.447505	0.5204988	0.24081846	0.14393933	0.18188278	0.56214625	0.300453	0.2361548	0.17060217	0.2312568	0.1676064	0.6016604	0.561579	0.6966793	0.33086923	0.40049505	0.8566465	0.4337287	0.8755453	0.7477073	0.18100965	0.78661454	0.18966976	0.7310212	0.9807311	0.7419307	0.19258986	0.23687035	0.43314368	0.19397345	0.13201034	0.27661332	0.2990055	0.3636544	0.124772325	0.22355258	0.15208134	0.17540593	0.30562085	0.43512073	0.47846717	0.8866536	0.6031483	0.14547859	0.14060846	0.110880755	0.14502221	0.1270681	0.13359085	0.8465902
SEr2D2E2F__bin_145	0.061961543	0.21895202	0.048444882	0.023589008	0.05248719	0.03629143	0.01836535	0.03122035	0.016410721	0.298961	0.07177309	0.24019	0.08035214	0.14048086	0.053000517	0.016674494	0.01562068	0.018063169	0.101391286	0.15609114	0.10699522	0.42027926	0.23641421	0.3829756	0.3910021	0.51774496	0.34616068	0.09778379	0.062490996	0.27713227	0.042476594	0.09331155	0.05154648	0.62488705	0.46365944	0.64225566	0.05149534	0.024779694	0.045192614	0.75057036	0.07359318	0.6319486	0.45980197	0.52009004	0.36820227	0.9320992	0.9416627	0.761079	0.588936	0.90163076	0.8434305	0.06723252	0.13432477	0.073856525	0.058526777	0.061554316	0.03246218	0.06929389	0.119643316	0.37784278	0.9978438	0.99771136	0.9488894	0.60187376	0.68524194	0.9985833
