Genome	BAr1A.filtered Covered Fraction	BAr1B.filtered Covered Fraction	BAr1C.filtered Covered Fraction	BAr2D.filtered Covered Fraction	BAr2E.filtered Covered Fraction	BAr2F.filtered Covered Fraction	BAr3G.filtered Covered Fraction	BAr3H.filtered Covered Fraction	BAr3I.filtered Covered Fraction	BOr1A.filtered Covered Fraction	BOr1B.filtered Covered Fraction	BOr1C.filtered Covered Fraction	BOr2D.filtered Covered Fraction	BOr2E.filtered Covered Fraction	BOr2F.filtered Covered Fraction	BOr3G.filtered Covered Fraction	BOr3H.filtered Covered Fraction	BOr3I.filtered Covered Fraction	CRr1A.filtered Covered Fraction	CRr1B.filtered Covered Fraction	CRr1C.filtered Covered Fraction	CRr2D.filtered Covered Fraction	CRr2E.filtered Covered Fraction	CRr2F.filtered Covered Fraction	CRr3G.filtered Covered Fraction	CRr3H.filtered Covered Fraction	CRr3I.filtered Covered Fraction	LABRr1A.filtered Covered Fraction	LABRr1B.filtered Covered Fraction	LABRr1C.filtered Covered Fraction	LASAr3G.filtered Covered Fraction	LASAr3H.filtered Covered Fraction	LASAr3I.filtered Covered Fraction	LASCr2D.filtered Covered Fraction	LASCr2E.filtered Covered Fraction	LASCr2F.filtered Covered Fraction	LASYr2D.filtered Covered Fraction	LASYr2E.filtered Covered Fraction	LASYr2F.filtered Covered Fraction	LAWAr2D.filtered Covered Fraction	LAWAr2E.filtered Covered Fraction	LAWAr2F.filtered Covered Fraction	MGr1A.filtered Covered Fraction	MGr1B.filtered Covered Fraction	MGr1C.filtered Covered Fraction	MGr2D.filtered Covered Fraction	MGr2E.filtered Covered Fraction	MGr2F.filtered Covered Fraction	MGr3G.filtered Covered Fraction	MGr3H.filtered Covered Fraction	MGr3I.filtered Covered Fraction	MHr1A.filtered Covered Fraction	MHr1B.filtered Covered Fraction	MHr1C.filtered Covered Fraction	MHr2D.filtered Covered Fraction	MHr2E.filtered Covered Fraction	MHr2F.filtered Covered Fraction	MHr3G.filtered Covered Fraction	MHr3H.filtered Covered Fraction	MHr3I.filtered Covered Fraction	SEr2D.filtered Covered Fraction	SEr2E.filtered Covered Fraction	SEr2F.filtered Covered Fraction	SEr3G.filtered Covered Fraction	SEr3H.filtered Covered Fraction	SEr3I.filtered Covered Fraction
LAWAr2D2E2F__bin_134	0.12526129	0.19262797	0.13222907	0.061425366	0.08734467	0.116684966	0.019827947	0.028255872	0.026683088	0.101002336	0.038763855	0.042995084	0.04384848	0.046084337	0.043353543	0.040126167	0.036803834	0.036817398	0.07642931	0.09093379	0.11230246	0.14590359	0.14612064	0.09563242	0.30597416	0.12136304	0.113261506	0.7334158	0.7529839	0.761929	0.13748552	0.24304466	0.17127821	0.9672453	0.7239215	0.9537878	0.048787996	0.0707293	0.08107737	0.99512213	0.9869816	0.99376315	0.37175983	0.25251344	0.22714621	0.33331868	0.27225175	0.33773735	0.21291468	0.5162526	0.3494136	0.07024053	0.08600126	0.089993656	0.9716747	0.61242557	0.77852625	0.13503632	0.7762933	0.12618375	0.080281936	0.06542475	0.12990853	0.051025085	0.0649035	0.83819634
CRr3G3H3I__bin_118	0.28116098	0.57681763	0.19762686	0.1264316	0.2822762	0.24978006	0.046986658	0.13229927	0.05252915	0.25825024	0.1345774	0.16566475	0.14335209	0.15603168	0.14308903	0.08774259	0.104699135	0.09995083	0.25827643	0.24334063	0.2579841	0.7634984	0.53655577	0.78007877	0.9800122	0.92488444	0.9396405	0.38182306	0.2937026	0.36423585	0.3425551	0.53809714	0.29094356	0.765881	0.6635464	0.5039523	0.16495863	0.16391955	0.22869271	0.79593635	0.5133186	0.73699206	0.6625904	0.5671296	0.32591876	0.7979927	0.8666859	0.8422564	0.68163425	0.8781334	0.89412254	0.25038606	0.24625693	0.2601907	0.5709472	0.08729051	0.07152461	0.10009768	0.53660727	0.9430519	0.65645075	0.86596787	0.8546251	0.79501873	0.68779933	0.64975727
MGr1A1B1C__bin_125	0.00091382395	0.0053670416	0.001050846	0.0051223594	0.0025127584	0.005654479	0.02580136	0.024144733	0.017768055	0.0029361874	0.0035043654	0.01439762	0.018594824	0.018256389	0.0071653277	0.006078423	0.0041075717	0.016472012	0.008162086	0.15182355	0.03797057	0.5287687	0.32150993	0.11781065	0.043093443	0.15010923	0.03305014	0.55384064	0.5661428	0.021689152	0.01388456	0.051404916	0.31115705	0.09381943	0.11158387	0.076606676	0.00071447226	0.004160629	0.0047597145	0.1278045	0.24332443	0.24078591	0.5072423	0.99808013	0.9969551	0.21918999	0.9996245	0.98166376	0.9800731	0.9615215	0.84013695	0.0076474803	0.10013326	0.0349736	0.6006919	0.6935357	0.6546101	0.043581776	0.8715609	0.035810668	0.0069520674	0.013344199	0.022920806	0.0011008127	0.00040797552	0.038129743
LABRr1A1B1C__bin_2	0.003647828	0.0023084662	0.0035655792	0.00029873624	0.0015745545	0.0007251093	0.00017467541	0.00022198907	0.00019255558	0.0030429284	0.0009253671	0.0016730329	0.005088694	0.0054795817	0.0030027668	0.0004511302	0.00037080704	0.00027535448	0.0025417337	0.0019294069	0.0030819897	0.0026880759	0.0025769437	0.0015976612	0.0024823165	0.0019472871	0.003544673	0.9913669	0.98292035	0.41372988	0.0016158164	0.001971219	0.0019255558	0.012799995	0.01039195	0.01018509	0.001649101	0.00081781106	0.003176617	0.020965176	0.019738322	0.014756084	0.008707363	0.008288142	0.013938548	0.43457347	0.05112571	0.009724332	0.0026303092	0.009265224	0.008025441	0.0022468485	0.00221714	0.0034291397	0.15254529	0.103481844	0.14093666	0.005234761	0.052468646	0.003495984	0.0005410812	0.0018867697	0.0006450612	0.00062332995	0.0014499435	0.5126058
LASCr2D2E2F__bin_22	0.024335027	0.09381621	0.027720401	0.014832485	0.013653421	0.014734968	0.009324574	0.01310622	0.009723505	0.0455083	0.013359764	0.021688117	0.029811464	0.04331174	0.027610917	0.020703865	0.013535958	0.008801974	0.049084052	0.15471461	0.13825782	0.09261742	0.1463098	0.12081721	0.18841566	0.046917856	0.094866954	0.5443627	0.5151317	0.3911042	0.65972763	0.28185	0.10603902	0.9648883	0.91188294	0.9766111	0.02311363	0.015607519	0.03430742	0.20403115	0.15739499	0.19652149	0.7339275	0.7031464	0.6688678	0.66225153	0.5631493	0.4446394	0.13187203	0.47776002	0.34917584	0.048073873	0.13098729	0.11248309	0.31220555	0.09693253	0.11904817	0.046763826	0.33140036	0.12674887	0.019860791	0.013239641	0.017598186	0.009701121	0.011292413	0.45136786
SEr3G3H3I__bin_73	0.042611483	0.020916115	0.047701232	0.022434589	0.02700057	0.024474045	0.010581215	0.021549692	0.01121785	0.2640041	0.15830845	0.9574925	0.23815699	0.13738343	0.17872164	0.019653965	0.029705299	0.0902282	0.39561918	0.32754228	0.28413373	0.22067536	0.17438391	0.23471442	0.07135933	0.12585004	0.22081715	0.0879555	0.076784074	0.050129898	0.01138521	0.016004292	0.011170867	0.08031615	0.05607702	0.0755892	0.018643688	0.028310262	0.016383216	0.02473009	0.030399483	0.0490251	0.062055275	0.13610598	0.07342742	0.011030474	0.011262887	0.010500315	0.011136672	0.1439291	0.012332379	0.40764797	0.34088185	0.29706022	0.012173915	0.014878921	0.010990441	0.02951125	0.0155411335	0.2186234	0.9715991	0.22358498	0.16975342	0.99185216	0.99300927	0.99871117
MGr3G3H3I__bin_73	0.042096544	0.061286896	0.054370325	0.039874032	0.042091016	0.043155435	0.038730133	0.044080622	0.039246585	0.034475587	0.030577043	0.037824668	0.03729089	0.032971654	0.033672903	0.038351722	0.037074417	0.0358255	0.03149058	0.034582853	0.042502593	0.04455808	0.04871328	0.034425244	0.04700812	0.044182956	0.04112878	0.13191485	0.11522712	0.0913811	0.045272924	0.047389068	0.05584483	0.042818557	0.06245425	0.04567464	0.041356754	0.04343047	0.04283962	0.094190575	0.06850853	0.06738106	0.42474714	0.9589834	0.9695075	0.51334804	0.9894064	0.9861177	0.61493206	0.99717754	0.99416816	0.030336522	0.032139838	0.034394916	0.056998737	0.059342705	0.05563777	0.044070017	0.046874262	0.043263897	0.03639468	0.027276965	0.047112394	0.028061274	0.02848047	0.1343988
MGr1A1B1C__bin_90	0.020451738	0.5739931	0.22929788	0.008773228	0.022940742	0.024640461	0.013816593	0.016644448	0.012674111	0.07455035	0.013747138	0.015804153	0.022960326	0.021349873	0.0146889975	0.0103606805	0.010737105	0.009396959	0.047937814	0.26882774	0.19244719	0.21924485	0.51029694	0.030003093	0.1095187	0.070226364	0.1640821	0.4171034	0.4439587	0.31758946	0.019180592	0.029393708	0.03745462	0.13478449	0.14188054	0.08674442	0.015294739	0.010971659	0.016887428	0.0688803	0.046591748	0.3317959	0.9218054	0.9434247	0.51714975	0.6634044	0.3713877	0.24033558	0.10551033	0.26320255	0.14959759	0.04663092	0.2400113	0.12390779	0.055441037	0.040890265	0.04803824	0.035902694	0.2920966	0.25685865	0.021563478	0.028924372	0.030834507	0.017314862	0.019344097	0.39991698
CRr2D2E2F__bin_104	0.27768627	0.80459595	0.92895114	0.085111134	0.92190284	0.8223104	0.03293686	0.065271094	0.03360403	0.27359456	0.20680828	0.19348767	0.12686366	0.05222263	0.07589465	0.04222248	0.038482618	0.035173748	0.7335771	0.9587338	0.9787377	0.90889734	0.528221	0.9948249	0.9709223	0.8604004	0.67281353	0.14053853	0.14864327	0.06754814	0.7585694	0.49850592	0.4142034	0.71081	0.8783304	0.83034617	0.40710592	0.100059405	0.6999954	0.24215467	0.12522142	0.115256436	0.33110797	0.80321926	0.46900362	0.5824701	0.6333011	0.8592149	0.9324057	0.47869903	0.22461945	0.8648138	0.96303815	0.96655804	0.039229114	0.06634688	0.04466038	0.65735096	0.34159306	0.66084546	0.052176073	0.040506903	0.042951595	0.039384168	0.039797775	0.11925925
LASCr2D2E2F__bin_3	0.029424392	0.014154306	0.015058636	0.001347868	0.011094538	0.0014889475	0.00046214552	0.0014963907	0.0017660318	0.13799576	0.018070702	0.04093811	0.1907037	0.1450643	0.12350652	0.012763471	0.014183063	0.006699418	0.027752751	0.015508602	0.032048404	0.010840121	0.021892367	0.00791771	0.033832368	0.018088633	0.032727752	0.33709082	0.2621884	0.09221427	0.17994545	0.12822507	0.17070526	0.9750631	0.97127324	0.98156697	0.024613138	0.0583501	0.11745973	0.9300601	0.29399964	0.771849	0.067028016	0.055859726	0.06566864	0.039987765	0.052012347	0.030430894	0.028804589	0.054894835	0.058608238	0.013413723	0.011450788	0.030315528	0.25430995	0.101913914	0.056880776	0.40881136	0.8503748	0.032791354	0.04375293	0.46763644	0.008450226	0.0068723	0.029753577	0.5279316
CRr1A1B1C__bin_23	0.019801553	0.040889155	0.052146476	0.03263694	0.024549978	0.037430547	0.019288221	0.033832204	0.023568079	0.061057195	0.025538152	0.06681094	0.17993388	0.07236598	0.045976035	0.015209179	0.015125507	0.020355467	0.391965	0.9699339	0.8820818	0.26922056	0.47038302	0.12650512	0.30351713	0.6075723	0.48966664	0.062085953	0.051477514	0.019376496	0.011999496	0.017227365	0.01572293	0.67845726	0.30677283	0.34601617	0.01109876	0.014481228	0.022448538	0.0263435	0.032534022	0.100145295	0.39220682	0.50908285	0.4274008	0.21310297	0.25785238	0.1695434	0.17270413	0.19446948	0.099228665	0.355016	0.92938614	0.8927371	0.009601019	0.018311761	0.012131699	0.019268977	0.028793436	0.5669237	0.066636905	0.026488673	0.040352397	0.014369524	0.013130332	0.045926668
BOr3G3H3I__bin_53	0.03852442	0.037084214	0.11434698	0.57822686	0.32380193	0.30168852	0.16190441	0.15423743	0.18324229	0.09615326	0.1338254	0.13659842	0.06388023	0.0571712	0.08843589	0.86836255	0.91979265	0.9761772	0.04054913	0.057202987	0.07184503	0.016394686	0.016007787	0.04273965	0.0633089	0.26579222	0.06961756	0.032339755	0.031112332	0.06577148	0.055043682	0.058078453	0.05414216	0.06321754	0.6106133	0.05951694	0.05252726	0.099590674	0.08708618	0.034043144	0.06532902	0.024425643	0.01901306	0.022295548	0.033407096	0.0137156015	0.019197775	0.036516037	0.05955331	0.07236996	0.02121475	0.047488976	0.07445252	0.07480649	0.050540928	0.09554527	0.076292224	0.05582951	0.048119873	0.056257077	0.04353464	0.050622262	0.09584654	0.02125656	0.006373675	0.107793175
MHr2D2E2F__bin_50	0.11628956	0.08589268	0.16570504	0.18083207	0.1387297	0.15246178	0.20188288	0.19466768	0.2519547	0.11750553	0.18730964	0.1941183	0.13099173	0.11217165	0.15244152	0.18625776	0.21103191	0.23391351	0.19263083	0.12959923	0.170439	0.10252427	0.09744409	0.11416529	0.11031157	0.15763646	0.14931835	0.12497711	0.113066286	0.21339571	0.23143129	0.2080926	0.29441452	0.11085826	0.2147489	0.12655933	0.13592322	0.19030535	0.16734928	0.17274006	0.22293273	0.10987401	0.0833162	0.10573608	0.12367544	0.06863625	0.08505005	0.09433386	0.13621451	0.16850786	0.10057824	0.18090898	0.13990025	0.16477574	0.9292019	0.9682758	0.8802579	0.16650812	0.17469756	0.11920934	0.0931699	0.13743195	0.14387387	0.13546516	0.12662159	0.32538643
LAWAr2D2E2F__bin_112	0.43167925	0.32135063	0.44763106	0.21470837	0.25397182	0.40262145	0.20936474	0.21510966	0.2706071	0.6901415	0.50418985	0.5208467	0.66636837	0.654759	0.6776426	0.38739505	0.43555465	0.34024927	0.13533095	0.19511938	0.14967756	0.30053267	0.24015015	0.25671738	0.15865774	0.13683902	0.12163275	0.5044544	0.55737	0.45586738	0.34474716	0.80727094	0.5213729	0.6373404	0.79955715	0.73072606	0.4588387	0.39103556	0.45152098	0.6430162	0.97558737	0.8301108	0.06351173	0.3105437	0.25344747	0.12429678	0.2492318	0.26313853	0.41033506	0.14966014	0.08063899	0.15878141	0.21013953	0.14377329	0.53509873	0.87610304	0.8545041	0.91950357	0.3716194	0.11803644	0.21380472	0.16081361	0.14951386	0.1271019	0.044744845	0.59039634
SEr2D2E2F__bin_162	0.31181064	0.08578588	0.17712389	0.02828836	0.8293924	0.03685084	0.023519192	0.078719206	0.030116484	0.044684257	0.12555043	0.17284635	0.15549119	0.122802876	0.09227364	0.085041784	0.10760777	0.10643705	0.5781111	0.59962	0.676754	0.14893042	0.18351714	0.22440144	0.6744026	0.7570016	0.85823077	0.06957313	0.07393618	0.02303673	0.2930077	0.15049417	0.09316613	0.05634125	0.105202295	0.059299283	0.076168075	0.08561777	0.07589433	0.029845867	0.030752607	0.048349682	0.0902325	0.18003954	0.10574099	0.18873733	0.090989284	0.13101313	0.12558617	0.18135026	0.07615753	0.60771114	0.55077183	0.51333153	0.028273132	0.024923623	0.024382	0.032363027	0.08466632	0.92526174	0.21447651	0.95514566	0.9342698	0.15206377	0.120328285	0.2104864
MHr2D2E2F__bin_5	0.15774266	0.038172096	0.078094214	0.061611686	0.047927886	0.037245434	0.2091054	0.23443425	0.3345002	0.02989822	0.03636495	0.046164364	0.02719738	0.023969699	0.026368756	0.044805773	0.060050912	0.05481518	0.025383417	0.025734074	0.029272633	0.023479514	0.024991412	0.025977036	0.033568345	0.07685725	0.033317573	0.039446004	0.03718505	0.038924705	0.068083815	0.095221944	0.21270093	0.029671315	0.05915693	0.033015646	0.067948975	0.069079384	0.044489495	0.035929184	0.063243784	0.029554382	0.01682623	0.024901757	0.025827423	0.01449196	0.021885635	0.02590713	0.02977603	0.033506826	0.02080709	0.024240648	0.026635302	0.02598002	0.9785092	0.9682872	0.8216867	0.05078019	0.1168963	0.026338067	0.04780598	0.0368935	0.117452554	0.10239994	0.10843019	0.07340494
SEr3G3H3I__bin_272	0.54457015	0.07213195	0.30321193	0.007929197	0.008962802	0.010591957	0.002919213	0.0036305753	0.0031240128	0.019946415	0.01044896	0.016269805	0.015733883	0.023121355	0.01744532	0.01650759	0.019873375	0.0094809625	0.024339098	0.007026446	0.013897571	0.17046648	0.06846512	0.24738404	0.014837656	0.008344233	0.009872438	0.029601367	0.02987395	0.030871851	0.012791833	0.017583968	0.017699597	0.015123832	0.021311324	0.014396702	0.013069491	0.011619399	0.012094426	0.019822266	0.022487383	0.022667715	0.012268052	0.01563565	0.013871291	0.011782696	0.07086491	0.015912764	0.019342527	0.01847838	0.019611124	0.017654106	0.0062989537	0.009379288	0.017144281	0.021577021	0.021449791	0.020207217	0.02005679	0.010303425	0.011017505	0.04496661	0.03440963	0.018014228	0.031247921	0.99875253
SEr2D2E2F__bin_41	0.121454395	0.071672104	0.0774837	0.030047098	0.102999136	0.059711136	0.04118363	0.048969407	0.038602486	0.07216519	0.08351645	0.106263705	0.09465279	0.13348761	0.07327404	0.08699592	0.075972535	0.045657348	0.09407095	0.106065296	0.09611261	0.11767492	0.10256326	0.10590411	0.111595415	0.095770255	0.098013446	0.034841903	0.029790195	0.030126866	0.10886079	0.13881932	0.12354593	0.08446558	0.11026671	0.09015047	0.1010818	0.054126732	0.09274297	0.053473014	0.06884854	0.07331199	0.050018843	0.06710138	0.058918785	0.07611392	0.06841872	0.07738487	0.112778164	0.08856357	0.074441195	0.07966729	0.08815227	0.07983251	0.04348531	0.043521065	0.034159943	0.0522028	0.075293876	0.11047575	0.24608387	0.90256435	0.9453908	0.10317169	0.1085663	0.17273135
BAr1A1B1C__bin_58	0.9557961	0.8572962	0.95621574	0.18965223	0.7615937	0.7430469	0.01826769	0.03576326	0.020466637	0.5033646	0.25387785	0.15322529	0.4943326	0.38660756	0.26316738	0.09603063	0.094595216	0.06307642	0.8545487	0.4518318	0.65505505	0.4961814	0.5253902	0.6373877	0.17223588	0.2495211	0.55365956	0.23338047	0.2255907	0.101305485	0.34574476	0.25374213	0.3305198	0.22302698	0.30273482	0.25639352	0.3108327	0.10809895	0.34118795	0.14512753	0.08744915	0.041752942	0.034546252	0.3954332	0.14491913	0.030354848	0.06988859	0.29863763	0.71203524	0.47835448	0.105379485	0.58914495	0.4505262	0.38811153	0.039748948	0.054546464	0.033216197	0.6008044	0.04124807	0.41754353	0.28805062	0.5849461	0.13910991	0.0042642085	0.008929857	0.198392
SEr3G3H3I__bin_282	0.0021599731	0.0019128217	0.007493458	0.001611689	0.0016216137	0.0018232565	0.0011987209	0.001697139	0.001241809	0.02039762	0.0037585904	0.008553716	0.009449367	0.005258928	0.0016528405	0.0016763211	0.001664944	0.0016680908	0.04288526	0.0609094	0.082755074	0.075267665	0.14608249	0.02955336	0.006919757	0.011370904	0.013858637	0.015924446	0.012582696	0.0043441528	0.0020791225	0.0018329392	0.0017656443	0.09871946	0.013387089	0.03835907	0.0016671226	0.0017237664	0.0022003984	0.017952008	0.0024652209	0.08458342	0.0044542938	0.0060654986	0.0037827971	0.0023098132	0.0019953668	0.0017102107	0.0015971649	0.009238043	0.0016644598	0.0349706	0.060320206	0.08816723	0.0016499357	0.0020462011	0.001949616	0.0017731483	0.0035107126	0.0150113655	0.9629568	0.83880717	0.7632681	0.9968524	0.9964167	0.9996241
CRr3G3H3I__bin_38	0.66686994	0.6693401	0.9052386	0.033907097	0.7331024	0.59435064	0.016356764	0.10122925	0.017859101	0.70800006	0.56152815	0.65684	0.8610904	0.9198423	0.72066593	0.076818995	0.115977354	0.16309866	0.8680317	0.9559188	0.9612645	0.8946179	0.7273671	0.8947827	0.99348795	0.97818977	0.97140896	0.47182408	0.45539862	0.17951587	0.8592502	0.6626819	0.61175436	0.5351286	0.861191	0.664886	0.4583914	0.098313175	0.81396186	0.41640386	0.14156613	0.5348946	0.90468687	0.8158965	0.71819484	0.5700088	0.81457794	0.5820098	0.7771741	0.8916693	0.8369234	0.8573913	0.86604244	0.8748695	0.08506668	0.074285485	0.07283291	0.86282337	0.9037596	0.99225307	0.25962573	0.13834469	0.764827	0.18492857	0.77838326	0.38000986
BAr1A1B1C__bin_33	0.9929716	0.8755531	0.9781534	0.09857647	0.45574605	0.40832496	0.09305935	0.045159116	0.061476473	0.8873071	0.25532395	0.68056905	0.86701953	0.8946531	0.7408881	0.7903585	0.713279	0.65888435	0.48144275	0.5623439	0.5767425	0.6984153	0.95350236	0.75776625	0.053890344	0.4309094	0.30617887	0.59515685	0.61610156	0.7974391	0.35993916	0.29896012	0.1338709	0.98422164	0.95898366	0.9752996	0.14348331	0.9097589	0.48779172	0.7170613	0.8153954	0.9739912	0.03398343	0.040500168	0.057807412	0.065330885	0.030152515	0.052561793	0.03502055	0.10939356	0.034921583	0.5493636	0.6286231	0.5372507	0.041411977	0.06532638	0.014991888	0.915895	0.22839764	0.221228	0.16994445	0.039875053	0.03613764	0.051481247	0.0400165	0.90135044
BOr3G3H3I__bin_50	0.032686997	0.028806916	0.080528684	0.02765219	0.0714338	0.03125867	0.019465754	0.030927265	0.025591522	0.18719076	0.89124113	0.92494464	0.8473078	0.43514037	0.71064514	0.948287	0.9464129	0.8508502	0.0714605	0.10850474	0.14042558	0.05830051	0.042140618	0.053906832	0.07818499	0.14267881	0.07434261	0.12342446	0.09918745	0.03968478	0.98055935	0.28003412	0.22011241	0.19547898	0.86762106	0.3788484	0.31341282	0.4647656	0.42595628	0.05361061	0.08948379	0.05741499	0.12805624	0.11676185	0.12893455	0.076162025	0.08155368	0.10433315	0.14861925	0.11585466	0.0616026	0.06453748	0.098138586	0.108008735	0.05888918	0.08313154	0.060330704	0.10286555	0.15607376	0.06515756	0.049125522	0.042527933	0.6073687	0.13835675	0.15545683	0.19119461
LASYr2D2E2F__bin_67	0.17090242	0.17242329	0.19081448	0.07953201	0.10464081	0.15616573	0.06347836	0.081352204	0.10270058	0.16290228	0.14614202	0.16224045	0.13521363	0.09566144	0.24274205	0.5138663	0.6162388	0.16498132	0.045247678	0.03922446	0.058024846	0.038996097	0.09209235	0.060760386	0.054152306	0.038568646	0.032232504	0.14506306	0.15368232	0.33774665	0.6101543	0.8650199	0.9319242	0.24333483	0.64734995	0.21483622	0.97372234	0.80640745	0.71043134	0.492733	0.66329354	0.55362326	0.01118706	0.115122974	0.12026339	0.03077914	0.09927358	0.11142179	0.1213749	0.041718546	0.018788157	0.041127317	0.04362106	0.041771937	0.13500042	0.5608417	0.543077	0.7074597	0.65875816	0.027973507	0.041931927	0.021881744	0.04465765	0.027570684	0.026919693	0.4531176
SEr2D2E2F__bin_123	0.8232379	0.49243206	0.041638233	0.025777463	0.073393285	0.2606489	0.012448486	0.019938244	0.010173122	0.089123294	0.10615501	0.06443756	0.042655062	0.0428404	0.029955223	0.040601596	0.024873868	0.015176281	0.2026792	0.10313752	0.082284	0.23693939	0.13684067	0.32616526	0.15867294	0.094714716	0.08585015	0.04106723	0.03596582	0.023237292	0.51007056	0.4618172	0.40366697	0.13755563	0.51340437	0.54866034	0.92284435	0.19040209	0.5368811	0.056084577	0.102109015	0.10076974	0.059245	0.053135645	0.041875366	0.025172696	0.03863395	0.070477605	0.2335629	0.22358578	0.030275634	0.17595041	0.0628147	0.11422694	0.014991195	0.025833318	0.026992073	0.48939958	0.21220338	0.09114578	0.92457104	0.9778732	0.93981004	0.5303396	0.70508176	0.8120736
MGr3G3H3I__bin_138	0.06025891	0.09861535	0.12928611	0.016191397	0.08415348	0.11832213	0.058238268	0.04703759	0.03941052	0.04309981	0.08882988	0.05044985	0.058932364	0.057616092	0.04994716	0.080404066	0.06719873	0.06259387	0.1564902	0.27658105	0.2765997	0.32767895	0.23188148	0.25355676	0.7752532	0.47005853	0.35535872	0.29789484	0.24383752	0.101260446	0.34128043	0.63165325	0.25752574	0.3592029	0.73601997	0.41385308	0.117889844	0.23474082	0.26062903	0.66624504	0.66044647	0.14117442	0.53029615	0.5657841	0.6543533	0.19496612	0.4536837	0.6905738	0.90474594	0.97610885	0.71169424	0.17304768	0.25616345	0.19853517	0.8560534	0.15035255	0.16537265	0.11170234	0.3108201	0.2680506	0.025851667	0.23776112	0.33534902	0.15298738	0.2436404	0.1909062
MHr2D2E2F__bin_41	0.029750884	0.054053802	0.052827183	0.03251311	0.028065598	0.024836272	0.035927802	0.04494194	0.04144428	0.053917978	0.069890395	0.077476434	0.05166471	0.031932928	0.05001707	0.0650979	0.07345401	0.109283626	0.05621793	0.051554184	0.05106149	0.05279089	0.05904084	0.056713186	0.06006177	0.07490665	0.09595524	0.06623312	0.06778951	0.15810555	0.2914078	0.9771895	0.98929197	0.05486723	0.0752715	0.05890517	0.98882115	0.9269178	0.2706361	0.7595954	0.97703606	0.62007195	0.06391028	0.082266666	0.06559737	0.045882758	0.05562073	0.051484916	0.053176075	0.07177595	0.030677248	0.054301202	0.054457806	0.05245028	0.44186285	0.9819815	0.9977696	0.9652433	0.39232028	0.10474065	0.08044165	0.03526495	0.025990764	0.0024136377	0.0037699067	0.24784562
LASAr3G3H3I__bin_11	0.0089661945	0.009629899	0.010574686	0.026582828	0.009908506	0.012392442	0.006312617	0.0136591755	0.009587797	0.042150155	0.10257445	0.09324545	0.060660806	0.09193662	0.17991082	0.2360359	0.039532486	0.069345914	0.011356024	0.090144865	0.05035606	0.4158291	0.09110575	0.038824204	0.012008583	0.029610358	0.01102541	0.2714351	0.31577572	0.14140609	0.8379708	0.30751532	0.96738935	0.8388017	0.97048	0.91642284	0.006586271	0.3570554	0.057133023	0.5856135	0.67260206	0.057136737	0.060534503	0.058576826	0.039554775	0.07221619	0.13956356	0.18514615	0.610459	0.19109225	0.06977064	0.018459884	0.07407605	0.029968213	0.45035407	0.6962923	0.7382691	0.9337856	0.91878295	0.009326526	0.0073316996	0.023991164	0.06299739	0.003812583	0.0037296198	0.22014911
BOr1A1B1C__bin_77	0.22571957	0.17609245	0.18917885	0.29691702	0.3108319	0.5355167	0.21982919	0.33845392	0.50402457	0.99656075	0.9836002	0.9856402	0.97297823	0.96000385	0.9830806	0.9693736	0.96970403	0.83666134	0.06891785	0.108804606	0.096768826	0.10157462	0.10881538	0.17378518	0.093197204	0.06406823	0.06875729	0.109266706	0.11706744	0.11085738	0.5479698	0.3545101	0.34558907	0.157132	0.8744668	0.14822944	0.77840215	0.6073371	0.8234481	0.08807621	0.22683163	0.20251097	0.026145892	0.0821219	0.074643	0.04772377	0.069969386	0.07662538	0.11584206	0.07201552	0.0333985	0.081737205	0.120618224	0.092744626	0.10589659	0.30812308	0.27831972	0.25785622	0.09584714	0.06931296	0.15472127	0.09766429	0.106258474	0.074459635	0.031798307	0.16298842
MGr3G3H3I__bin_156	0.02159222	0.03210201	0.05055385	0.0068316627	0.048239984	0.009909628	0.022562686	0.01147044	0.020858278	0.48113254	0.30134693	0.94185305	0.49955702	0.66214967	0.5178402	0.08568456	0.30027792	0.2800005	0.034705177	0.052986592	0.063997835	0.027839324	0.027155878	0.018099593	0.050079223	0.048431624	0.055518746	0.051276922	0.052000694	0.01527586	0.8955573	0.89913195	0.7364676	0.18916136	0.3516227	0.26424074	0.2946115	0.14678116	0.45597878	0.39662638	0.18156682	0.8135809	0.056637894	0.14842105	0.065385245	0.11684889	0.92050207	0.85453945	0.8398096	0.9765782	0.99672353	0.036844235	0.04926463	0.042428058	0.42045674	0.11073434	0.06831961	0.17988433	0.9195798	0.08010232	0.20690958	0.14929491	0.117968746	0.112363	0.029128196	0.93818086
LASCr2D2E2F__bin_72	0.9282817	0.7224504	0.77745664	0.32442567	0.78341234	0.595076	0.02192649	0.12429206	0.035377614	0.83031565	0.7456554	0.7647844	0.8921109	0.85923886	0.84554344	0.43550512	0.56446964	0.33050975	0.81697303	0.7539855	0.78389144	0.9195378	0.91918105	0.8607659	0.80222136	0.7908428	0.77339697	0.7694844	0.7170404	0.84309316	0.6711813	0.8858908	0.21327221	0.9925552	0.98985857	0.9923514	0.5688023	0.2168315	0.72855365	0.95392644	0.8441365	0.969306	0.7233678	0.77885574	0.63344544	0.6696048	0.641222	0.6430694	0.71202904	0.7089708	0.6091684	0.82304114	0.7498449	0.72710365	0.4813987	0.08179169	0.08392666	0.3549136	0.8204481	0.78825873	0.87018275	0.8517573	0.8623084	0.773214	0.8212201	0.9670542
