"","Virus","baseMean","estimate","stderror","statistic","p.value","p.adjusted"
"1","BAr1A1B1C_vRhyme_unbinned_57",1177.42576555463,0.0236534917575797,0.391016830440728,7.4351351920144,0.0242929863952191,0.0436765887802545
"2","SEr3G3H3I_vRhyme_unbinned_89",8.60646967264149,-1.13133449549424,0.51297080863225,9.90352212632132,0.00707094557613221,0.0155294782525115
"3","LASCr2D2E2F_vRhyme_bin_16",239.70833811877,-0.757652741945971,0.659653235155169,10.8337562563798,0.00444098922828874,0.0108092001971556
"4","BAr3G3H3I_vRhyme_unbinned_17",21.3297351228049,-1.88769306825774,0.551400416623035,15.1561039661727,0.000511556774272819,0.00186471173469416
"5","MGr1A1B1C_vRhyme_unbinned_16",33.8445478640408,-3.75269381466347,0.935968999723317,13.5532814075609,0.00114009840083321,0.00359444465272873
"6","MGr1A1B1C_vRhyme_unbinned_7",187.805838850506,-0.324464360205669,0.570608773904316,80.6056909933096,3.13831545680052e-18,5.39790258569689e-16
"7","SEr3G3H3I_vRhyme_unbinned_207",36.2450058413143,-0.811441042813766,0.534443459171789,11.6662279812488,0.00292894206645306,0.00764587237583362
"8","LAWAr2D2E2F_vRhyme_unbinned_78",423.083586975222,0.861586101526756,0.530003131454137,14.6437780613907,0.000660912547168489,0.0023042626644523
"9","SEr3G3H3I_vRhyme_unbinned_118",13.3912426869078,-2.21484882299576,0.504502009740736,29.8081776989961,3.36694835493028e-07,4.20325488180005e-06
"10","MGr1A1B1C_vRhyme_unbinned_80",37.4401753139022,0.0677075532934558,0.498857804370044,20.8232835846223,3.00802486594974e-05,0.000190058060917967
"11","BOr1A1B1C_vRhyme_unbinned_15",15.4134954112134,-1.93237838101766,0.731965786621383,19.8780361380238,4.82546641267413e-05,0.000276987788995291
"12","BAr1A1B1C_vRhyme_unbinned_27",149.697019033082,0.289340928368479,0.550189635658264,12.4657122075297,0.0019638349627543,0.00561925420026554
"13","BOr3G3H3I_vRhyme_unbinned_3",418.667645089366,1.3426482431651,0.668164092506686,8.03231585577487,0.0180220742018064,0.033451044201914
"14","SEr2D2E2F_vRhyme_unbinned_79",26.4443735408408,4.82109956576135,0.83808053197567,27.8304496517647,9.05095996055479e-07,9.53121497886994e-06
"15","BAr1A1B1C_vRhyme_unbinned_18",86.4271068710445,3.89589480671532,0.870229352018355,19.2888774107457,6.47848547204895e-05,0.000350653689186426
"16","LASCr2D2E2F_vRhyme_unbinned_58",31.709181053199,2.65615725170494,0.616540516959409,16.7485314874448,0.000230729219788928,0.000967937214724283
"17","SEr2D2E2F_vRhyme_unbinned_64",310.445932575879,1.23036244051278,0.566903177269363,20.7545739249199,3.11316066934729e-05,0.000193227018128003
"18","MHr2D2E2F_vRhyme_unbinned_12",79.2284564205775,2.05605584462846,0.574710471214349,33.8622745072236,4.43507040431687e-08,6.60143171719473e-07
"19","LAWAr2D2E2F_vRhyme_unbinned_56",1307.52580669739,-0.420930746781527,0.549899976849304,10.1197040705923,0.00634649850120999,0.0142382314201059
"20","LASAr3G3H3I_vRhyme_unbinned_35",175.657983035036,0.579250148987865,0.525891352019612,13.7997593829084,0.00100790668154166,0.00324374125369334
"21","LASAr3G3H3I_vRhyme_unbinned_20",24.9272748831489,1.46161775819801,0.555323696622001,17.7182733462487,0.00014207767070218,0.000666473437112044
"22","SEr3G3H3I_vRhyme_unbinned_57",89.121168114392,-5.44756871866654,0.665126594698052,73.10856258761,1.33253107032053e-16,1.87523463350563e-14
"23","BAr3G3H3I_vRhyme_unbinned_13",81.8266933359823,-2.27659057396692,0.583545666791281,14.1291240055839,0.000854869268726972,0.00283369941753609
"24","BOr1A1B1C_vRhyme_unbinned_17",69.8375908540623,1.19101973621837,0.677327685064814,9.30544583803464,0.00953560187689536,0.0198669067367887
"25","MHr2D2E2F_vRhyme_unbinned_41",15.5630552001775,-1.26628443566312,0.373763684338651,13.3136676311996,0.0012852091443883,0.00397752971262237
"26","LABRr1A1B1C_vRhyme_bin_13",176.205717232707,1.48383553746173,0.625206234782096,9.26777110610374,0.00971693000941008,0.0201903458450561
"27","BAr1A1B1C_vRhyme_unbinned_56",207.646771831793,1.09226855183003,0.572973900983516,36.9995872355109,9.23935630430734e-09,1.88191099461418e-07
"28","CRr3G3H3I_vRhyme_unbinned_97",350.19278439658,-0.644193101594678,0.51156644376908,9.11017372606466,0.0105135869504052,0.0215278208984487
"29","BOr2D2E2F_vRhyme_unbinned_27",30.6028270826231,3.86607613079615,0.862153382106856,16.3397022959663,0.000283060147382421,0.00112932244368038
"30","LASAr3G3H3I_vRhyme_unbinned_44",59.0553480800479,-1.71768043655088,0.448359878132484,37.388685007845,7.60589293503038e-09,1.61286606348316e-07
"31","CRr3G3H3I_vRhyme_unbinned_29",131.685245550814,-0.416564860176428,0.481838844595867,8.87387400113585,0.0118321248638225,0.0238039987364781
"32","SEr3G3H3I_vRhyme_unbinned_171",17.9926378834271,-2.36232782634275,0.645464153928472,27.6704556875928,9.80475828535022e-07,1.0255247179542e-05
"33","MGr1A1B1C_vRhyme_unbinned_11",124.56492490321,-0.116434178914592,0.619132153848246,96.5357658856768,1.09024670995297e-21,5.62567302335732e-19
"34","MHr2D2E2F_vRhyme_unbinned_76",47.9647137216695,2.47404763607253,0.546426186745506,24.2847707413054,5.32879528505195e-06,4.41121663169007e-05
"35","LASCr2D2E2F_vRhyme_unbinned_55",45.8591792394745,1.53802483214719,0.553759740491409,13.2862265885784,0.00130296441106097,0.00400991830680394
