"","Host","baseMean","estimate","stderror","statistic","p.value","p.adjusted"
"1","CRr3G3H3I__bin_97",48639.1485194361,-1.4162702506589,0.409500116326498,66.5420125292271,3.55292117138103e-15,6.08260104540433e-14
"2","MGr2D2E2F__bin_102",880.77900697952,-1.06683443170091,0.585609589679736,3.24787404117785,0.1971210995479,0.240708174481243
"3","MGr2D2E2F__bin_107",156.136953422086,-0.159942443524578,0.57743254127557,12.150421634795,0.00229916143179991,0.00470833058760939
"4","BOr1A1B1C__bin_57",41880.8387123082,1.27453776900602,1.11998529583851,8.31529505382488,0.0156443175009619,0.0254974962413871
"5","CRr2D2E2F__bin_21",44463.2278232605,0.870155273814695,0.734768924735072,3.47900894346927,0.175607397489576,0.216599326010197
"6","SEr2D2E2F__bin_42",1965.45384267174,0.482173272668076,0.344347051008493,7.98358558726559,0.0184665776624269,0.0294914001474579
"7","LASYr2D2E2F__bin_2",4669.06257090237,0.624814190787663,0.542359016078133,1.89800764175752,0.387126478746775,0.439496373749655
"8","SEr3G3H3I__bin_90",10258.863815556,0.28143244690525,0.585414255863566,0.249332337250991,0.882791556918275,0.893226445297924
"9","CRr1A1B1C__bin_11",212761.359378481,3.41360285860908,1.05555364024252,10.7649228072752,0.0045964941671504,0.00890180770832747
"10","CRr1A1B1C__bin_138",71308.5248441757,-0.6931861018794,0.543289418537369,9.33647030503676,0.00938882475770946,0.0166050289103291
"11","LABRr1A1B1C__bin_32",899.828404271484,3.26803483621713,0.873476667749721,17.8442623666635,0.00013340363401904,0.000385788887568574
"12","SEr3G3H3I__bin_216",44390.3263180218,1.4872244295574,1.01514671896896,50.357468202276,1.16148797687416e-11,1.34355906514092e-10
"13","BAr1A1B1C__bin_108",96203.6212412945,-2.03278925244956,1.0144050360683,9.02399678374371,0.0109765028893274,0.0189433195025488
"14","MGr1A1B1C__bin_104",4784.85539284848,-0.252341887217638,0.831461275169724,17.0202647919164,0.000201417156329423,0.000545611031069577
"15","MGr3G3H3I__bin_125",1838.92540940575,-0.796774935979487,0.646886354223627,7.11588707192485,0.0284973683102482,0.0432513249531427
"16","BOr1A1B1C__bin_20",10618.0521588798,0.13780898620557,0.367459350468021,3.48696048630779,0.174910608671989,0.21636341188327
"17","MHr1A1B1C__bin_78",359713.313817255,5.40726656249236,0.509821419691252,84.8909282105491,3.6827238742937e-19,1.31350484849809e-17
"18","LASAr3G3H3I__bin_54",16873.9355552214,-0.649819761372406,0.410170082278016,2.4951579517178,0.287199272221523,0.337695847557176
"19","BOr2D2E2F__bin_74",502142.845185623,-0.550277314616487,0.291868305792027,46.50309714113,7.97959335680547e-11,7.76196808343805e-10
"20","MHr2D2E2F__bin_49",2261.81776589509,-0.171848209814135,0.319027937085903,32.2031781626117,1.01664355575898e-07,5.80164589153126e-07
"21","BOr2D2E2F__bin_32",16299.1884500879,0.898258374422864,0.809178423019035,67.8496724532179,1.84769731330348e-15,3.29506020872454e-14
"22","BAr2D2E2F__bin_37",476120.892706777,4.37089055593621,1.06364245483263,15.6407254754212,0.000401476025892825,0.00099324704671751
"23","LABRr1A1B1C__bin_19",1102.48101816339,-0.358767670764733,0.579615557622899,0.417000801246274,0.811800709476332,0.831221779081029
"24","MHr2D2E2F__bin_75",11031.0558459904,2.91913914306229,0.793167738672982,61.0600728320481,5.50774281008893e-14,7.85771307572688e-13
"25","LAWAr2D2E2F__bin_155",118008.849399263,-3.09669399414602,0.690386086764228,29.8300116948263,3.33039129649895e-07,1.67694997047241e-06
"26","SEr2D2E2F__bin_145",4357.71566345499,0.135634826199719,0.465195904828147,1.33484375087431,0.513029528295762,0.564464365322844
"27","CRr2D2E2F__bin_61",6561.09459221993,1.10970854721465,0.64060739592748,11.1393808008337,0.00381166033838533,0.00755273437420797
"28","LASCr2D2E2F__bin_89",135855.671787152,2.79340209287383,0.916242845469823,12.9826020099511,0.00151657465285427,0.00319750714986024
"29","BOr2D2E2F__bin_30",33752.5445605975,0.127407698287918,0.685525919264742,7.86167352386198,0.0196272423507306,0.0311128138004174
"30","BAr1A1B1C__bin_100",92172.4943860875,5.35011220220477,0.896693869772242,30.2276260097263,2.72994823122318e-07,1.4248998084921e-06
"31","MGr2D2E2F__bin_116",3014.1802769881,1.43165925528807,0.4503804165219,13.4031661873311,0.00122896479547072,0.00265655016394681
"32","SEr3G3H3I__bin_180",1833.54793861856,4.03994681684112,0.806055993394116,20.9727970508908,2.79135443755665e-05,8.98270450582138e-05
"33","LABRr1A1B1C__bin_86",103.73056293785,-0.271795465035299,0.599657595585037,2.56685160319523,0.277086429502676,0.328512442734475
"34","CRr2D2E2F__bin_63",224266.6594722,0.308774499271893,0.71082770897625,0.281699710522702,0.868619720588252,0.880969764008938
"35","LASYr2D2E2F__bin_98",120638.839440529,0.984123111191366,0.727467073384573,13.018483396276,0.00148960886806727,0.00316626239634872
"36","SEr3G3H3I__bin_84",573.633695301019,-1.25230454435727,0.893518061951103,12.827396632614,0.00163895191722041,0.00343858539495263
"37","MHr2D2E2F__bin_102",4865.99102681213,-2.46663475990573,0.77847669070268,33.1850621589371,6.22236254166595e-08,3.8596683591783e-07
"38","BAr1A1B1C__bin_60",221613.662096313,2.1390281814819,0.871417373908031,6.93854370422665,0.0311396967122936,0.0466173512692117
"39","CRr1A1B1C__bin_31",6939.63680070249,0.215980576507644,0.647477678775309,2.03817686013625,0.3609237975436,0.413035789702302
"40","SEr3G3H3I__bin_195",1781.66629242195,-0.769065764573476,0.486375976909915,2.48908066245426,0.288073295999624,0.337795536131066
"41","MGr3G3H3I__bin_81",75.6147250227501,-1.39562123780691,0.600234891826886,16.8083127643165,0.00022393462930555,0.00059530448038991
"42","LABRr1A1B1C__bin_26",7233.34087119797,1.06379276068235,0.374862355399422,9.76329744234874,0.00758449898942745,0.0138617703248666
"43","LAWAr2D2E2F__bin_98",33738.6426039878,-3.13701323900458,0.506813236152998,55.9202916322469,7.19553282717664e-13,9.62402515634875e-12
"44","BAr1A1B1C__bin_67",70831.4147990911,-0.0707794449938083,0.840786035843032,6.73410581935732,0.0344911362005289,0.0512576607424527
"45","MHr2D2E2F__bin_126",31836.9999160142,-2.04292608448072,0.687209934942722,24.888295787117,3.940716913134e-06,1.54736407231317e-05
"46","MGr1A1B1C__bin_132",1215.3094110696,-0.335491707913384,0.258170097546113,15.8733148930074,0.000357399109623091,0.000889341970457458
"47","LABRr1A1B1C__bin_96",2189.60635746484,2.45930993836501,1.07007867137822,17.290775443891,0.00017593644748956,0.000488966230685269
"48","LAWAr2D2E2F__bin_95",1854.00606817047,0.324902831400128,0.543288948253871,4.58214530275777,0.101157896480749,0.134458322030313
"49","CRr3G3H3I__bin_43",96372.2560985453,0.127110251466434,0.612405112644538,14.1980317024486,0.000825917348974252,0.00190049798581172
"50","MGr1A1B1C__bin_10",11198.6800517309,0.287038907634154,0.347912063480254,160.474922081977,1.4233556445864e-35,1.52299053970745e-33
"51","MGr3G3H3I__bin_147",4815.18067603437,-0.311783331843035,0.306683473582206,3.24501389120189,0.197403199165693,0.240708174481243
"52","BOr1A1B1C__bin_33",19402.597389644,2.98158210629148,0.826687273774574,13.7733975954264,0.00102127973318381,0.002295095944702
"53","MGr2D2E2F__bin_9",1279.70958416549,2.03642761048338,0.738715708767326,54.707653121136,1.3194230468919e-12,1.66882693392004e-11
"54","SEr3G3H3I__bin_11",7054.54215243157,1.40706328890343,0.322691310354214,22.173575655479,1.53133152886007e-05,5.24327915481689e-05
