Map,Metabolism,Pathway,KOs
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K15778
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K15856
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K15916
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K16011
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K16305
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K16306
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K16370
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K16881
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K17195
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K17497
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K17742
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18333
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18334
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18335
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18336
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18337
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18338
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18339
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18447
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K18818
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19028
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19029
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19030
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19290
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19291
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19355
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19633
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K19956
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K21071
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K21883
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,K22252
map00051,Carbohydrate metabolism,Fructose and mannose metabolism,
map00052,Carbohydrate metabolism,Galactose metabolism,K00011
map00052,Carbohydrate metabolism,Galactose metabolism,K00035
map00052,Carbohydrate metabolism,Galactose metabolism,K00094
map00052,Carbohydrate metabolism,Galactose metabolism,K00704
map00052,Carbohydrate metabolism,Galactose metabolism,K00844
map00052,Carbohydrate metabolism,Galactose metabolism,K00845
map00052,Carbohydrate metabolism,Galactose metabolism,K00849
map00052,Carbohydrate metabolism,Galactose metabolism,K00850
map00052,Carbohydrate metabolism,Galactose metabolism,K00883
map00052,Carbohydrate metabolism,Galactose metabolism,K00917
map00052,Carbohydrate metabolism,Galactose metabolism,K00963
map00052,Carbohydrate metabolism,Galactose metabolism,K00965
map00052,Carbohydrate metabolism,Galactose metabolism,K01084
map00052,Carbohydrate metabolism,Galactose metabolism,K01182
map00052,Carbohydrate metabolism,Galactose metabolism,K01187
map00052,Carbohydrate metabolism,Galactose metabolism,K01189
map00052,Carbohydrate metabolism,Galactose metabolism,K01190
map00052,Carbohydrate metabolism,Galactose metabolism,K01193
map00052,Carbohydrate metabolism,Galactose metabolism,K01203
map00052,Carbohydrate metabolism,Galactose metabolism,K01220
map00052,Carbohydrate metabolism,Galactose metabolism,K01229
map00052,Carbohydrate metabolism,Galactose metabolism,K01631
map00052,Carbohydrate metabolism,Galactose metabolism,K01635
map00052,Carbohydrate metabolism,Galactose metabolism,K01684
map00052,Carbohydrate metabolism,Galactose metabolism,K01784
map00052,Carbohydrate metabolism,Galactose metabolism,K01785
map00052,Carbohydrate metabolism,Galactose metabolism,K01819
map00052,Carbohydrate metabolism,Galactose metabolism,K01835
map00052,Carbohydrate metabolism,Galactose metabolism,K01854
map00052,Carbohydrate metabolism,Galactose metabolism,K02079
map00052,Carbohydrate metabolism,Galactose metabolism,K02080
map00052,Carbohydrate metabolism,Galactose metabolism,K02744
map00052,Carbohydrate metabolism,Galactose metabolism,K02745
map00052,Carbohydrate metabolism,Galactose metabolism,K02746
map00052,Carbohydrate metabolism,Galactose metabolism,K02747
map00052,Carbohydrate metabolism,Galactose metabolism,K02773
map00052,Carbohydrate metabolism,Galactose metabolism,K02774
map00052,Carbohydrate metabolism,Galactose metabolism,K02775
map00052,Carbohydrate metabolism,Galactose metabolism,K02786
map00052,Carbohydrate metabolism,Galactose metabolism,K02787
map00052,Carbohydrate metabolism,Galactose metabolism,K02788
map00052,Carbohydrate metabolism,Galactose metabolism,K04618
map00052,Carbohydrate metabolism,Galactose metabolism,K05308
map00052,Carbohydrate metabolism,Galactose metabolism,K06611
map00052,Carbohydrate metabolism,Galactose metabolism,K06617
map00052,Carbohydrate metabolism,Galactose metabolism,K07406
map00052,Carbohydrate metabolism,Galactose metabolism,K07407
map00052,Carbohydrate metabolism,Galactose metabolism,K07966
map00052,Carbohydrate metabolism,Galactose metabolism,K07967
map00052,Carbohydrate metabolism,Galactose metabolism,K08302
map00052,Carbohydrate metabolism,Galactose metabolism,K10984
map00052,Carbohydrate metabolism,Galactose metabolism,K10985
map00052,Carbohydrate metabolism,Galactose metabolism,K10986
map00052,Carbohydrate metabolism,Galactose metabolism,K11395
map00052,Carbohydrate metabolism,Galactose metabolism,K12047
map00052,Carbohydrate metabolism,Galactose metabolism,K12111
map00052,Carbohydrate metabolism,Galactose metabolism,K12112
map00052,Carbohydrate metabolism,Galactose metabolism,K12308
map00052,Carbohydrate metabolism,Galactose metabolism,K12309
map00052,Carbohydrate metabolism,Galactose metabolism,K12316
map00052,Carbohydrate metabolism,Galactose metabolism,K12317
map00052,Carbohydrate metabolism,Galactose metabolism,K12407
map00052,Carbohydrate metabolism,Galactose metabolism,K12447
map00052,Carbohydrate metabolism,Galactose metabolism,K15778
map00052,Carbohydrate metabolism,Galactose metabolism,K15779
map00052,Carbohydrate metabolism,Galactose metabolism,K16370
map00052,Carbohydrate metabolism,Galactose metabolism,K16371
map00052,Carbohydrate metabolism,Galactose metabolism,K17716
map00052,Carbohydrate metabolism,Galactose metabolism,K18124
map00052,Carbohydrate metabolism,Galactose metabolism,K18125
map00052,Carbohydrate metabolism,Galactose metabolism,K18126
map00052,Carbohydrate metabolism,Galactose metabolism,K18127
map00052,Carbohydrate metabolism,Galactose metabolism,K18819
map00052,Carbohydrate metabolism,Galactose metabolism,K21071
map00052,Carbohydrate metabolism,Galactose metabolism,K21620
map00052,Carbohydrate metabolism,Galactose metabolism,K21621
map00052,Carbohydrate metabolism,Galactose metabolism,K21622
map00052,Carbohydrate metabolism,Galactose metabolism,K22215
map00052,Carbohydrate metabolism,Galactose metabolism,
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00012
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00064
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00103
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00128
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00149
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00225
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00423
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00434
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00469
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00699
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K00880
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K01053
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K01630
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K01706
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K01707
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K01708
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K02821
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K02822
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K03077
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K03078
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K03079
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K03475
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K03476
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K08092
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K08232
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K10046
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K10047
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K12447
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K13873
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K13874
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K13875
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K13876
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K13877
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K14085
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K14190
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K16190
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K17744
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K18649
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K18981
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K18982
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K18983
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K19588
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K19642
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K19660
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K20023
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K21888
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K23003
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K23004
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K23005
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,K23007
map00053,Carbohydrate metabolism,Ascorbate and aldarate metabolism,
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00688
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00689
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00690
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00691
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00692
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00693
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00694
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00695
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00696
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00697
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00700
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00701
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00702
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00703
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00705
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00706
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00750
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00844
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00845
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00847
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00963
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00975
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K00978
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01084
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01087
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01176
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01177
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01178
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01179
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01182
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01187
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01188
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01193
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01194
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01196
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01199
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01200
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01203
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01208
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01210
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01212
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01214
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01222
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01223
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01225
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01226
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01232
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01236
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01513
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01810
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01835
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K01838
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02438
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02749
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02750
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02759
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02760
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02761
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02777
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02790
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02791
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02808
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02809
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02810
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02817
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02818
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K02819
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K05341
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K05342
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K05343
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K05349
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K05350
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K05988
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K05992
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K06044
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K06859
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K06896
map00500,Carbohydrate metabolism,Starch and sucrose metabolism,K07024
