Map,Metabolism,Pathway,KOs
map00531,Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,K01565
map00531,Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,K07964
map00531,Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,K07965
map00531,Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,K10532
map00531,Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,K12309
map00531,Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,K12373
map00531,Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K01127
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K03434
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K03857
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K03858
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K03859
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K03860
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K03861
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05283
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05284
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05285
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05286
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05287
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05288
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05289
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05290
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05291
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05292
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05293
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05294
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K05310
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K07541
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K07542
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K08098
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K09658
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K11001
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K11002
map00563,Glycan biosynthesis and metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00709
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00716
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00718
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00719
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00741
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00742
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00743
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K00781
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K01988
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K03371
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K03494
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K03663
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K03766
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K03792
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K03877
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07632
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07633
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07634
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07635
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07819
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07820
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07966
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07967
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07968
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07969
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07970
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,K07971
map00601,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K00718
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K00719
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K00722
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K00780
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K01189
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K01204
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K01988
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K03368
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K03371
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K03663
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K03877
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K07406
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K07407
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K12373
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,K20736
map00603,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K00715
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K00725
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K00780
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03368
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03369
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03370
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03371
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03372
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03373
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03374
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03375
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K03376
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K12309
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,K12373
map00604,Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - ganglio series,
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K00677
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K00713
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K00748
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K00912
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K00979
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K01627
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02517
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02527
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02535
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02536
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02560
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02840
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02841
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02843
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02844
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02847
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02848
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02849
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K02850
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03269
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03270
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03271
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03272
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03273
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03274
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03275
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03276
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03277
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03278
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03279
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03280
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K03760
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K06041
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K07031
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K07264
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K09778
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K09953
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K11211
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12973
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12974
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12975
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12976
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12977
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12979
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12981
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12983
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12985
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K12986
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K15669
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K16363
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K19353
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K19803
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K21344
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K21345
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K23067
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K23082
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K23083
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K23159
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,K23160
map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis,
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K00075
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K00687
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K00790
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K00887
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K01000
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K01921
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K01924
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K01925
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K01928
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K01929
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K02545
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K02563
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K03587
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K03693
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K03814
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K04478
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K05362
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K05363
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K05364
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K05365
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K05366
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K05367
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K05515
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K06153
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K07009
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K07258
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K07259
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K07260
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K08384
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K08724
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K11693
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K11694
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K11695
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K12551
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K12552
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K12553
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K12554
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K12555
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K12556
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K15792
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K18149
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K18770
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K18866
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K19302
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K21464
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K21465
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K21466
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K21469
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,K23393
map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis,
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01186
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01190
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01191
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01192
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01201
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01206
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01227
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K01444
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K12111
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K12112
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K12309
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K12311
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K12312
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K12357
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K12373
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K14459
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K15923
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K17108
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K20730
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,K23550
map00511,Glycan biosynthesis and metabolism,Other glycan degradation,
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K08256
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K11387
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K13668
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K13669
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K13671
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K13687
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K14335
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K14337
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K14339
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K14340
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K16647
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K16648
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K22311
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,K23176
map00571,Glycan biosynthesis and metabolism,Lipoarabinomannan (LAM) biosynthesis,
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K02851
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K11385
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K11386
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K13686
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K13687
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K16647
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K16648
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K16649
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K16650
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K16870
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K18851
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,K22902
map00572,Glycan biosynthesis and metabolism,Arabinogalactan biosynthesis - Mycobacterium,
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K00788
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K00877
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K00878
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K00939
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K00941
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K00946
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K00949
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K01077
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K01078
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K01662
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03146
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03147
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03148
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03149
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03150
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03151
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03153
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K03707
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K04487
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K05307
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K06928
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K06949
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K07251
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K10810
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K10811
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K14153
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K14154
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K14394
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K18278
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K20895
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K20896
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K21219
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K21220
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K22699
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K22911
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,K23458
map00730,Metabolism of cofactors and vitamins,Thiamine metabolism,
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K00082
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K00299
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K00484
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K00793
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K00794
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K00861
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K00953
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K01078
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K01093
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K01497
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K01498
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K01513
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K02858
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K03788
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K04719
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K05368
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K05901
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K07732
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K08096
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K09474
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K11752
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K11753
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14379
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14394
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14410
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14652
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14653
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14654
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14655
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K14656
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K15245
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K16902
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K18453
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K19285
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K19286
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K20146
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K20860
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K20861
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K20862
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K20884
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K21063
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K21064
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K22393
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K22394
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K22912
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K22949
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K23458
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K23462
map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism,K23470
