"","BAr1A Covered Fraction","BAr1A Read Count","BAr1A Trimmed Mean","BAr1B Covered Fraction","BAr1B Read Count","BAr1B Trimmed Mean","BAr1C Covered Fraction","BAr1C Read Count","BAr1C Trimmed Mean","BAr2D Covered Fraction","BAr2D Read Count","BAr2D Trimmed Mean","BAr2E Covered Fraction","BAr2E Read Count","BAr2E Trimmed Mean","BAr2F Covered Fraction","BAr2F Read Count","BAr2F Trimmed Mean","BAr3G Covered Fraction","BAr3G Read Count","BAr3G Trimmed Mean","BAr3H Covered Fraction","BAr3H Read Count","BAr3H Trimmed Mean","BAr3I Covered Fraction","BAr3I Read Count","BAr3I Trimmed Mean","BOr1A Covered Fraction","BOr1A Read Count","BOr1A Trimmed Mean","BOr1B Covered Fraction","BOr1B Read Count","BOr1B Trimmed Mean","BOr1C Covered Fraction","BOr1C Read Count","BOr1C Trimmed Mean","BOr2D Covered Fraction","BOr2D Read Count","BOr2D Trimmed Mean","BOr2E Covered Fraction","BOr2E Read Count","BOr2E Trimmed Mean","BOr2F Covered Fraction","BOr2F Read Count","BOr2F Trimmed Mean","BOr3G Covered Fraction","BOr3G Read Count","BOr3G Trimmed Mean","BOr3H Covered Fraction","BOr3H Read Count","BOr3H Trimmed Mean","BOr3I Covered Fraction","BOr3I Read Count","BOr3I Trimmed Mean","CRr1A Covered Fraction","CRr1A Read Count","CRr1A Trimmed Mean","CRr1B Covered Fraction","CRr1B Read Count","CRr1B Trimmed Mean","CRr1C Covered Fraction","CRr1C Read Count","CRr1C Trimmed Mean","CRr2D Covered Fraction","CRr2D Read Count","CRr2D Trimmed Mean","CRr2E Covered Fraction","CRr2E Read Count","CRr2E Trimmed Mean","CRr2F Covered Fraction","CRr2F Read Count","CRr2F Trimmed Mean","CRr3G Covered Fraction","CRr3G Read Count","CRr3G Trimmed Mean","CRr3H Covered Fraction","CRr3H Read Count","CRr3H Trimmed Mean","CRr3I Covered Fraction","CRr3I Read Count","CRr3I Trimmed Mean","LABRr1A Covered Fraction","LABRr1A Read Count","LABRr1A Trimmed Mean","LABRr1B Covered Fraction","LABRr1B Read Count","LABRr1B Trimmed Mean","LABRr1C Covered Fraction","LABRr1C Read Count","LABRr1C Trimmed Mean","LASAr3G Covered Fraction","LASAr3G Read Count","LASAr3G Trimmed Mean","LASAr3H Covered Fraction","LASAr3H Read Count","LASAr3H Trimmed Mean","LASAr3I Covered Fraction","LASAr3I Read Count","LASAr3I Trimmed Mean","LASCr2D Covered Fraction","LASCr2D Read Count","LASCr2D Trimmed Mean","LASCr2E Covered Fraction","LASCr2E Read Count","LASCr2E Trimmed Mean","LASCr2F Covered Fraction","LASCr2F Read Count","LASCr2F Trimmed Mean","MGr1A Covered Fraction","MGr1A Read Count","MGr1A Trimmed Mean","MGr1B Covered Fraction","MGr1B Read Count","MGr1B Trimmed Mean","MGr1C Covered Fraction","MGr1C Read Count","MGr1C Trimmed Mean","MGr2D Covered Fraction","MGr2D Read Count","MGr2D Trimmed Mean","MGr2E Covered Fraction","MGr2E Read Count","MGr2E Trimmed Mean","MGr2F Covered Fraction","MGr2F Read Count","MGr2F Trimmed Mean","MGr3G Covered Fraction","MGr3G Read Count","MGr3G Trimmed Mean","MGr3H Covered Fraction","MGr3H Read Count","MGr3H Trimmed Mean","MGr3I Covered Fraction","MGr3I Read Count","MGr3I Trimmed Mean","MHr1A Covered Fraction","MHr1A Read Count","MHr1A Trimmed Mean","MHr1B Covered Fraction","MHr1B Read Count","MHr1B Trimmed Mean","MHr1C Covered Fraction","MHr1C Read Count","MHr1C Trimmed Mean","MHr2D Covered Fraction","MHr2D Read Count","MHr2D Trimmed Mean","MHr2E Covered Fraction","MHr2E Read Count","MHr2E Trimmed Mean","MHr2F Covered Fraction","MHr2F Read Count","MHr2F Trimmed Mean","MHr3G Covered Fraction","MHr3G Read Count","MHr3G Trimmed Mean","MHr3H Covered Fraction","MHr3H Read Count","MHr3H Trimmed Mean","MHr3I Covered Fraction","MHr3I Read Count","MHr3I Trimmed Mean","SEr2D Covered Fraction","SEr2D Read Count","SEr2D Trimmed Mean","SEr2E Covered Fraction","SEr2E Read Count","SEr2E Trimmed Mean","SEr2F Covered Fraction","SEr2F Read Count","SEr2F Trimmed Mean","SEr3G Covered Fraction","SEr3G Read Count","SEr3G Trimmed Mean","SEr3H Covered Fraction","SEr3H Read Count","SEr3H Trimmed Mean","SEr3I Covered Fraction","SEr3I Read Count","SEr3I Trimmed Mean"
"MGr3G3H3I__bin_163",0.05253352,0,0,0.4319794,0,0,0.20558834,0,0,0.0044517685,0,0,0.24658409,0,0,0.46749663,0,0,0.0011954831,0,0,0.048383344,0,0,0.0075663864,0,0,0.05224223,0,0,0.03334747,0,0,0.0873333,0,0,0.040298887,0,0,0.038552932,0,0,0.07573661,0,0,0.026166031,0,0,0.029628778,0,0,0.09658438,0,0,0.35584518,0,0,0.10633379,0,0,0.06275123,0,0,0.8152591,66923,2.539125,0.44069916,0,0,0.38390207,0,0,0.9001826,105745,3.886401,0.7615396,61795,2.231404,0.88566154,96976,3.624891,0.015708277,0,0,0.014202363,0,0,0.0066489363,0,0,0.62210065,49170,1.6928144,0.3313974,0,0,0.33818388,0,0,0.030914092,0,0,0.041534718,0,0,0.011572536,0,0,0.13817446,0,0,0.28511935,0,0,0.36795285,0,0,0.28975606,0,0,0.45849797,0,0,0.650025,41747,1.5201558,0.89773595,94290,3.5785065,0.9885067,280366,9.119225,0.28661025,0,0,0.37159055,0,0,0.08015039,0,0,0.057373177,0,0,0.51652294,27215,0.97554845,0.063438654,0,0,0.105677,0,0,0.12828633,0,0,0.11705397,0,0,0.9079142,105827,3.9773505,0.030290285,0,0,0.43699017,0,0,0.1545466,0,0,0.09676109,0,0,0.1935905,0,0,0.022113934,0,0
"LASYr2D2E2F__bin_46",0.042885333,0,0,0.04099067,0,0,0.056641776,0,0,0.14728788,0,0,0.044434894,0,0,0.056654748,0,0,0.08779292,0,0,0.09643953,0,0,0.20285907,0,0,0.25637412,0,0,0.3828463,0,0,0.4148829,0,0,0.36260134,0,0,0.25388697,0,0,0.45196557,0,0,0.53436834,126310,1.1071223,0.59226173,143034,1.3149924,0.4730888,0,0,0.033239774,0,0,0.03387451,0,0,0.04388675,0,0,0.02614638,0,0,0.03750092,0,0,0.033509668,0,0,0.025271436,0,0,0.043518562,0,0,0.03682177,0,0,0.032279268,0,0,0.031405598,0,0,0.072554894,0,0,0.43206134,0,0,0.36166242,0,0,0.47291434,0,0,0.03613641,0,0,0.3278086,0,0,0.051075734,0,0,0.01986354,0,0,0.025660954,0,0,0.02866679,0,0,0.02030949,0,0,0.021203218,0,0,0.027332606,0,0,0.029803589,0,0,0.02611128,0,0,0.016447095,0,0,0.03321136,0,0,0.038253214,0,0,0.03841327,0,0,0.0392099,0,0,0.10068619,0,0,0.07412411,0,0,0.11166737,0,0,0.040785883,0,0,0.029004972,0,0,0.035234645,0,0,0.012137477,0,0,0.025224874,0,0,0.1672856,0,0,0.012805884,0,0,0.11446452,0,0
"SEr3G3H3I__bin_261",0.312152,0,0,0.31086498,0,0,0.2228125,0,0,0.037821367,0,0,0.66739285,115183,1.7286103,0.04029396,0,0,0.0154400645,0,0,0.02482986,0,0,0.012849513,0,0,0.43067214,0,0,0.044463646,0,0,0.12519436,0,0,0.26852703,0,0,0.41615078,0,0,0.21615355,0,0,0.024316533,0,0,0.018828457,0,0,0.021324696,0,0,0.28847882,0,0,0.17844765,0,0,0.1923041,0,0,0.18179624,0,0,0.2850312,0,0,0.33320373,0,0,0.1500359,0,0,0.15887126,0,0,0.19989686,0,0,0.05618943,0,0,0.040106785,0,0,0.03387407,0,0,0.03609512,0,0,0.03978142,0,0,0.06862045,0,0,0.42089328,0,0,0.3563801,0,0,0.43553984,0,0,0.032502607,0,0,0.028194215,0,0,0.024665406,0,0,0.035788804,0,0,0.02294297,0,0,0.016699612,0,0,0.020818986,0,0,0.05630095,0,0,0.013464116,0,0,0.17694719,0,0,0.08584364,0,0,0.16018835,0,0,0.012172518,0,0,0.01894339,0,0,0.014800242,0,0,0.20016575,0,0,0.19239514,0,0,0.4049571,0,0,0.96051335,358692,6.1376796,0.9754355,436190,7.549764,0.56551635,74951,1.142004,0.9833984,462548,7.688421,0.97115636,441761,7.248483,0.99951583,2828974,47.112442
"SEr3G3H3I__bin_75",0.9466567,264872,5.365937,0.43641877,0,0,0.44363096,0,0,0.04479921,0,0,0.025679342,0,0,0.057742193,0,0,0.0016459556,0,0,0.02461306,0,0,0.0026478283,0,0,0.099775076,0,0,0.22566187,0,0,0.17213549,0,0,0.10722841,0,0,0.22832602,0,0,0.14416873,0,0,0.03297181,0,0,0.066175215,0,0,0.11037086,0,0,0.1615998,0,0,0.062688224,0,0,0.08474483,0,0,0.3006729,0,0,0.22666575,0,0,0.16618127,0,0,0.46363497,0,0,0.11561891,0,0,0.6639234,84532,1.5670261,0.031999677,0,0,0.02454896,0,0,0.016670194,0,0,0.09162142,0,0,0.053138234,0,0,0.022280803,0,0,0.10349227,0,0,0.1938041,0,0,0.11058442,0,0,0.06517904,0,0,0.14651594,0,0,0.045373335,0,0,0.08739066,0,0,0.21490861,0,0,0.06826232,0,0,0.09003726,0,0,0.10443143,0,0,0.29855695,0,0,0.075548775,0,0,0.047677856,0,0,0.062041063,0,0,0.010536766,0,0,0.008262906,0,0,0.006663793,0,0,0.17044917,0,0,0.14172307,0,0,0.78744185,124916,2.3791003,0.7800634,122522,2.350673,0.524378,58560,1.0294517,0.045334198,0,0,0.96723974,307855,6.031147,0.893608,209358,4.020307,0.9996618,1674360,33.002716
"MHr3G3H3I__bin_66",0.046195842,0,0,0.28655297,0,0,0.15508874,0,0,0.0132310055,0,0,0.12828287,0,0,0.18318933,0,0,0.028868597,0,0,0.09014344,0,0,0.020861834,0,0,0.16757177,0,0,0.4537392,0,0,0.27924472,0,0,0.5454961,48484,1.1390346,0.29597315,0,0,0.33985332,0,0,0.17160937,0,0,0.18992364,0,0,0.21623835,0,0,0.6016552,54857,1.3230304,0.92687225,166471,4.456341,0.84498274,108556,2.875327,0.8407157,107066,2.8198485,0.80754536,102973,2.614699,0.65677536,63184,1.5590452,0.93687797,188917,4.8634734,0.9082507,157967,4.122656,0.9377898,184551,4.88431,0.28647777,0,0,0.27977082,0,0,0.08329615,0,0,0.68520504,74890,1.7900263,0.8613855,130465,3.3452573,0.7959887,86606,2.355956,0.8355728,109722,2.8807347,0.88625044,131366,3.537493,0.8375932,104322,2.7862535,0.46663472,0,0,0.9436625,190698,5.196373,0.8430197,111471,2.9378357,0.099581614,0,0,0.28815925,0,0,0.5731445,48004,1.176379,0.9177477,160506,4.270715,0.43388787,0,0,0.15742075,0,0,0.57284826,51759,1.2241089,0.8174336,105785,2.734741,0.74057287,81620,2.055568,0.13301697,0,0,0.32260126,0,0,0.3212628,0,0,0.65553313,60230,1.5179776,0.84490657,112153,2.901858,0.9704876,234269,6.209243,0.23677227,0,0,0.9425997,200004,5.461339,0.7114773,73851,1.900541,0.39202774,0,0,0.41813976,0,0,0.49686465,0,0
"SEr3G3H3I__bin_7",0.061679743,0,0,0.107088625,0,0,0.06739255,0,0,0.0656616,0,0,0.11526908,0,0,0.09502343,0,0,0.05905422,0,0,0.09074059,0,0,0.07840593,0,0,0.23291607,0,0,0.17552657,0,0,0.22259533,0,0,0.15622406,0,0,0.12922214,0,0,0.17938077,0,0,0.27044517,0,0,0.2617306,0,0,0.20322755,0,0,0.10650082,0,0,0.090245716,0,0,0.081273265,0,0,0.13931747,0,0,0.21940644,0,0,0.15927982,0,0,0.31543893,0,0,0.23936622,0,0,0.26923418,0,0,0.16646087,0,0,0.15708904,0,0,0.2006554,0,0,0.1984492,0,0,0.28963545,0,0,0.25071722,0,0,0.16087443,0,0,0.22821747,0,0,0.10175944,0,0,0.25962055,0,0,0.22845928,0,0,0.20326035,0,0,0.13291717,0,0,0.72831297,58153,2.339909,0.5105503,28660,1.0467441,0.31335363,0,0,0.84189963,135880,4.589185,0.94937027,397950,17.131481,0.09992141,0,0,0.087786436,0,0,0.07752293,0,0,0.94395715,159890,6.9926705,0.36300513,0,0,0.29659045,0,0,0.17206113,0,0,0.24480602,0,0,0.29990155,0,0,0.50337183,41220,1.1149967,0.9554172,234369,9.943771,0.7871652,66732,2.5720694,0.75370514,74723,2.3714929,0.9814927,848961,35.329357,0.47413576,0,0
"BAr1A1B1C__bin_72",0.9860287,204109,9.400117,0.31922188,0,0,0.1470929,0,0,0.05466134,0,0,0.5175274,34260,1.1967113,0.09588406,0,0,0.024552055,0,0,0.037105035,0,0,0.025388738,0,0,0.15470245,0,0,0.24163805,0,0,0.25618687,0,0,0.4416549,0,0,0.70289266,49047,2.021211,0.26628596,0,0,0.11356395,0,0,0.08523689,0,0,0.045683432,0,0,0.7593948,54713,2.3684707,0.6615443,40251,1.7080221,0.31504464,0,0,0.87252605,84171,3.8551164,0.42353338,0,0,0.67785895,41660,1.7745923,0.51681393,27505,1.0657356,0.19049667,0,0,0.395802,0,0,0.05175212,0,0,0.045239072,0,0,0.05812652,0,0,0.6125816,37425,1.492445,0.89468646,120484,5.3483925,0.77411616,53636,2.448542,0.62680316,39275,1.6082594,0.49906796,0,0,0.6273697,37792,1.5592961,0.37310168,0,0,0.4495979,0,0,0.4350881,0,0,0.7344453,52632,2.2812567,0.55942655,31193,1.2534591,0.57764393,30146,1.2649463,0.8923534,120276,5.5050383,0.5227936,39654,1.3105873,0.49792695,0,0,0.5851087,32226,1.3048099,0.39074528,0,0,0.4214242,0,0,0.046594404,0,0,0.049475893,0,0,0.038675014,0,0,0.20856477,0,0,0.58381397,34134,1.3731291,0.5333634,28724,1.1302375,0.7650749,60753,2.574511,0.8214983,76961,3.3666635,0.8272353,72562,3.2191641,0.18451938,0,0,0.26165065,0,0,0.95222557,372465,14.684289
"BOr3G3H3I__bin_18",0.017478585,0,0,0.026246402,0,0,0.033820014,0,0,0.059716903,0,0,0.025801959,0,0,0.027239697,0,0,0.11747879,0,0,0.0966654,0,0,0.20356116,0,0,0.6633095,59204,1.6187112,0.932164,177464,5.238179,0.9611991,323792,9.884787,0.14916429,0,0,0.20062254,0,0,0.33795977,0,0,0.9566489,246054,7.428084,0.83631873,100759,2.9222324,0.98459935,412917,12.613472,0.016593304,0,0,0.024087314,0,0,0.03288219,0,0,0.008522031,0,0,0.008597345,0,0,0.018809216,0,0,0.012275576,0,0,0.0193628,0,0,0.016602773,0,0,0.0109963585,0,0,0.011559638,0,0,0.014874149,0,0,0.039259113,0,0,0.038177878,0,0,0.04178237,0,0,0.01527079,0,0,0.4095504,0,0,0.022729399,0,0,0.004747515,0,0,0.013585912,0,0,0.015656382,0,0,0.008997594,0,0,0.01655294,0,0,0.037785523,0,0,0.030395912,0,0,0.010872789,0,0,0.004200922,0,0,0.020550692,0,0,0.027263824,0,0,0.031518415,0,0,0.00783225,0,0,0.030913418,0,0,0.014539293,0,0,0.020274239,0,0,0.014429479,0,0,0.012694315,0,0,0.15434566,0,0,0.0076216403,0,0,0.01712118,0,0,0.008584041,0,0,0.004178598,0,0,0.025735889,0,0
"LAWAr2D2E2F__bin_138",0.0438168,0,0,0.10071792,0,0,0.04077349,0,0,0.0040186304,0,0,0.017655117,0,0,0.0072579556,0,0,0.00021765748,0,0,0.014497646,0,0,0.00039777032,0,0,0.056766663,0,0,0.048290197,0,0,0.06342763,0,0,0.06761757,0,0,0.061875608,0,0,0.06290301,0,0,0.0078001544,0,0,0.0135225,0,0,0.013688407,0,0,0.06657951,0,0,0.09481359,0,0,0.08988713,0,0,0.06659981,0,0,0.06664209,0,0,0.052022338,0,0,0.093555175,0,0,0.09237134,0,0,0.09156767,0,0,0.5358237,63374,1.2186856,0.41417462,0,0,0.5673478,66809,1.3503007,0.12951618,0,0,0.23991926,0,0,0.06965631,0,0,0.82259595,159446,3.3328521,0.6268294,83013,1.6624207,0.6244103,77873,1.5397929,0.54794043,81192,1.5983974,0.54304796,92124,1.6480737,0.40117893,0,0,0.10970292,0,0,0.32119614,0,0,0.097982734,0,0,0.06517125,0,0,0.06974493,0,0,0.06841075,0,0,0.06065287,0,0,0.0880011,0,0,0.09942871,0,0,0.22519855,0,0,0.025938785,0,0,0.14692895,0,0,0.10624222,0,0,0.897563,335237,7.4161234,0.092911504,0,0,0.059245624,0,0,0.058399007,0,0,0.04974108,0,0,0.061226863,0,0,0.06107347,0,0,0.7121753,444383,3.045795
"BAr3G3H3I__bin_39",0.013842545,0,0,0.0105784545,0,0,0.042735636,0,0,0.11470111,0,0,0.022890957,0,0,0.018952934,0,0,0.9011655,65953,3.9768736,0.92634994,75860,4.4675503,0.8876049,64485,3.827844,0.014513359,0,0,0.01868256,0,0,0.037074257,0,0,0.010810521,0,0,0.008570022,0,0,0.012873296,0,0,0.0636097,0,0,0.060582127,0,0,0.124343716,0,0,0.010182024,0,0,0.0119347805,0,0,0.013760587,0,0,0.0056279744,0,0,0.008498308,0,0,0.0114644095,0,0,0.008936609,0,0,0.021349778,0,0,0.013640767,0,0,0.00815622,0,0,0.0091553135,0,0,0.01100161,0,0,0.008904093,0,0,0.014568147,0,0,0.010715646,0,0,0.009284043,0,0,0.04114145,0,0,0.023962656,0,0,0.0039620763,0,0,0.005607485,0,0,0.008315683,0,0,0.0039206515,0,0,0.0036778937,0,0,0.007604781,0,0,0.00953749,0,0,0.0115949195,0,0,0.004421312,0,0,0.010939251,0,0,0.012887995,0,0,0.01376326,0,0,0.011484899,0,0,0.029192863,0,0,0.018461628,0,0,0.01646834,0,0,0.042825166,0,0,0.009994053,0,0,0.03252377,0,0,0.010771324,0,0,0.1507932,0,0,0.033500146,0,0,0.0034680974,0,0,0.026734104,0,0
"LABRr1A1B1C__bin_71",0.046367336,0,0,0.060375523,0,0,0.04894558,0,0,0.014348432,0,0,0.025643123,0,0,0.034009308,0,0,0.011606937,0,0,0.013223834,0,0,0.013049213,0,0,0.03816372,0,0,0.0273783,0,0,0.03026421,0,0,0.03667495,0,0,0.037964154,0,0,0.033073414,0,0,0.031130865,0,0,0.03126951,0,0,0.025309494,0,0,0.025179503,0,0,0.03574839,0,0,0.036868576,0,0,0.06597798,0,0,0.06531649,0,0,0.035636388,0,0,0.041911196,0,0,0.038347848,0,0,0.037896108,0,0,0.58946586,69734,1.3045572,0.5833575,64161,1.2402545,0.96712834,274235,5.924337,0.040844467,0,0,0.057194673,0,0,0.057335693,0,0,0.07604829,0,0,0.082132354,0,0,0.07470173,0,0,0.08596519,0,0,0.09943695,0,0,0.083932355,0,0,0.0902742,0,0,0.10735106,0,0,0.104722075,0,0,0.094991334,0,0,0.120202236,0,0,0.0901213,0,0,0.026856983,0,0,0.033402294,0,0,0.030518081,0,0,0.0992284,0,0,0.09848477,0,0,0.099532664,0,0,0.08656304,0,0,0.08881563,0,0,0.04237736,0,0,0.02482619,0,0,0.021523498,0,0,0.026944717,0,0,0.019891668,0,0,0.02514828,0,0,0.9716607,470065,9.321281
"LASAr3G3H3I__bin_9",0.001055258,0,0,0.001188198,0,0,0.0025055804,0,0,0.0027601942,0,0,0.002040666,0,0,0.0018881982,0,0,0.0047017187,0,0,0.0055744657,0,0,0.0055181356,0,0,0.02741793,0,0,0.7368224,21575,2.0159516,0.94314975,48319,4.8066244,0.575057,13578,1.2170217,0.3202847,0,0,0.54300195,13302,1.1446092,0.009021892,0,0,0.008520176,0,0,0.016748182,0,0,0.001148391,0,0,0.009106012,0,0,0.004302148,0,0,0.009712129,0,0,0.015960308,0,0,0.0061347666,0,0,0.004978865,0,0,0.009669318,0,0,0.004529723,0,0,0.0077736084,0,0,0.0077458187,0,0,0.001004185,0,0,0.72381383,20247,1.8689413,0.8040322,25837,2.4759762,0.94587994,39232,4.148541,0.22217724,0,0,0.057500668,0,0,0.0642408,0,0,0.015871681,0,0,0.022092821,0,0,0.013373611,0,0,0.007049574,0,0,0.011318674,0,0,0.01056685,0,0,0.023311812,0,0,0.023453765,0,0,0.013785199,0,0,0.00212028,0,0,0.0073965695,0,0,0.004848178,0,0,0.071403034,0,0,0.2044429,0,0,0.0065673846,0,0,0.05214026,0,0,0.7965335,24677,2.3846915,0.004427577,0,0,0.0007368029,0,0,0.0006286483,0,0,0.007182514,0,0,0.00077285443,0,0,0.00025461384,0,0,0.0027684562,0,0
"LASCr2D2E2F__bin_30",0.03215868,0,0,0.032671627,0,0,0.030546349,0,0,0.0058561596,0,0,0.015504984,0,0,0.0128540555,0,0,0.0036005904,0,0,0.0150580555,0,0,0.0051750545,0,0,0.028994057,0,0,0.02364337,0,0,0.023546461,0,0,0.03211035,0,0,0.032447167,0,0,0.023925627,0,0,0.015876926,0,0,0.013973619,0,0,0.011890194,0,0,0.18328707,0,0,0.118100755,0,0,0.3404841,0,0,0.049212966,0,0,0.054058928,0,0,0.030783515,0,0,0.275953,0,0,0.18285109,0,0,0.35291564,0,0,0.15101703,0,0,0.14614166,0,0,0.07199038,0,0,0.043866515,0,0,0.05103257,0,0,0.042026736,0,0,0.960965,164832,5.4224052,0.7577729,67429,2.1154408,0.8438777,86669,2.812662,0.26675585,0,0,0.57979447,44008,1.2876102,0.67319256,57712,1.7777264,0.045584224,0,0,0.038545474,0,0,0.03688058,0,0,0.03587038,0,0,0.09817681,0,0,0.031986535,0,0,0.27288154,0,0,0.07845092,0,0,0.26427257,0,0,0.04855279,0,0,0.036673807,0,0,0.045063555,0,0,0.070576355,0,0,0.08243342,0,0,0.23516317,0,0,0.023180995,0,0,0.032419264,0,0,0.033996716,0,0,0.022428641,0,0,0.0238905,0,0,0.09820845,0,0
"LABRr1A1B1C__bin_20",0.024985254,0,0,0.013681837,0,0,0.020301705,0,0,0.0019062414,0,0,0.011167923,0,0,0.0026058974,0,0,0.0006205213,0,0,0.0013931798,0,0,0.001048608,0,0,0.010462719,0,0,0.0044108112,0,0,0.0076436545,0,0,0.012594976,0,0,0.012790331,0,0,0.010116396,0,0,0.0048012286,0,0,0.0038933696,0,0,0.0012211859,0,0,0.019738125,0,0,0.008346815,0,0,0.023134202,0,0,0.0089174025,0,0,0.008980184,0,0,0.007158918,0,0,0.014087732,0,0,0.010875329,0,0,0.020520713,0,0,0.9152429,111117,4.20636,0.86618346,82010,3.1610723,0.95030487,134361,5.268741,0.019622197,0,0,0.015121155,0,0,0.047821313,0,0,0.44979063,0,0,0.71431285,59055,2.097402,0.44210112,0,0,0.04753777,0,0,0.029402489,0,0,0.04606166,0,0,0.18692788,0,0,0.10289703,0,0,0.034012157,0,0,0.09869676,0,0,0.15752627,0,0,0.25739253,0,0,0.008557062,0,0,0.007658547,0,0,0.022123264,0,0,0.15861459,0,0,0.08170791,0,0,0.110954754,0,0,0.27806595,0,0,0.8892499,103202,3.822291,0.017712452,0,0,0.0029811303,0,0,0.021474125,0,0,0.0031969256,0,0,0.0036793263,0,0,0.008187377,0,0,0.9697095,224349,8.189354
"LABRr1A1B1C__bin_94",0.027217118,0,0,0.14778672,0,0,0.034422833,0,0,0.011467296,0,0,0.015768822,0,0,0.04024976,0,0,0.0067209853,0,0,0.008329419,0,0,0.009715238,0,0,0.043385096,0,0,0.024242165,0,0,0.022547107,0,0,0.034465022,0,0,0.035223983,0,0,0.032889202,0,0,0.032675114,0,0,0.033130072,0,0,0.023673207,0,0,0.01415934,0,0,0.020316005,0,0,0.020190932,0,0,0.047009494,0,0,0.07706422,0,0,0.050153505,0,0,0.015810413,0,0,0.015935037,0,0,0.030341828,0,0,0.9950022,514740,10.232497,0.9921384,434286,8.823551,0.98571426,392593,7.547598,0.02875075,0,0,0.0455381,0,0,0.042245083,0,0,0.045128774,0,0,0.04264184,0,0,0.037180405,0,0,0.21543628,0,0,0.8604499,166339,3.0300143,0.5437546,65984,1.061366,0.17284171,0,0,0.17330953,0,0,0.09761676,0,0,0.60721374,80788,1.3212261,0.18765737,0,0,0.03222988,0,0,0.015303841,0,0,0.020861026,0,0,0.01986703,0,0,0.05296419,0,0,0.10814258,0,0,0.115949415,0,0,0.04957168,0,0,0.047415532,0,0,0.039183356,0,0,0.009329549,0,0,0.0064717387,0,0,0.008608738,0,0,0.004358527,0,0,0.0043959287,0,0,0.99334276,734685,13.452456
"SEr3G3H3I__bin_121",0.9317561,126245,5.1896067,0.97066134,328151,14.032112,0.87374246,71101,3.0359547,0.15039736,0,0,0.9419229,266560,10.861518,0.8752476,91530,3.6401827,0.17946042,0,0,0.2718337,0,0,0.24467401,0,0,0.96400267,206153,8.304882,0.96681726,263834,10.646471,0.91753805,144044,5.5941777,0.96227866,208979,8.351449,0.97554207,379759,15.599908,0.96059626,249142,9.74765,0.9666172,294901,11.390934,0.9375233,205000,7.820351,0.8227808,106424,3.9231865,0.9319669,132899,5.3588386,0.91352683,110146,4.486784,0.91089195,104919,4.318626,0.96971935,242127,9.894209,0.9760954,643945,27.274214,0.9523239,156535,6.4503603,0.97282463,514640,21.197844,0.963962,270255,11.062484,0.96146274,240662,9.84338,0.5140346,46007,1.4122305,0.4905517,0,0,0.7274817,65149,2.2416997,0.9273525,177469,6.769227,0.96185297,397857,15.158797,0.7468228,142445,5.0325394,0.92833734,129735,5.207882,0.925143,154632,5.904964,0.61101955,38501,1.3968027,0.42393285,0,0,0.74685854,59609,2.3078508,0.5559268,35742,1.2601393,0.4371229,0,0,0.8536511,86394,3.464014,0.79221565,63800,2.5572128,0.95438576,316393,13.326835,0.96547735,812903,29.655308,0.96140236,657005,27.57122,0.8430673,84067,3.2221532,0.87697685,92289,3.6704082,0.92569387,121857,4.918919,0.7515925,183764,7.320315,0.6976225,158538,5.184314,0.662008,114221,4.0050755,0.80378777,94129,3.2476125,0.95687026,322454,13.088934,0.9665611,280762,11.501599,0.98018485,1190510,51.5987,0.9847666,1316318,57.55714,0.9824785,596230,25.692617,0.9834402,1352391,56.832493,0.9865541,1967944,82.239235,0.9934387,3873596,161.26167
"LABRr1A1B1C__bin_31",0.02738612,0,0,0.041184396,0,0,0.0427687,0,0,0.014849208,0,0,0.014505548,0,0,0.015797766,0,0,0.037604284,0,0,0.04478093,0,0,0.03547525,0,0,0.1042958,0,0,0.06310557,0,0,0.061950877,0,0,0.07858177,0,0,0.046403453,0,0,0.060929567,0,0,0.05475551,0,0,0.0801977,0,0,0.07287094,0,0,0.067482896,0,0,0.060969934,0,0,0.058296632,0,0,0.047343105,0,0,0.049030706,0,0,0.039453663,0,0,0.06919352,0,0,0.079059735,0,0,0.088849366,0,0,0.9045224,181051,3.6629424,0.91092026,177553,3.6894672,0.85489154,147964,2.9500165,0.03229912,0,0,0.098989554,0,0,0.10475089,0,0,0.7759465,119241,2.3001513,0.5229259,59448,1.0335019,0.78100145,116412,2.305718,0.0616218,0,0,0.075391375,0,0,0.061282743,0,0,0.051946368,0,0,0.06276989,0,0,0.0590521,0,0,0.061131403,0,0,0.095600694,0,0,0.036940906,0,0,0.061062947,0,0,0.06244557,0,0,0.057597492,0,0,0.061275374,0,0,0.116151065,0,0,0.09989222,0,0,0.8842222,185683,3.6929488,0.07285759,0,0,0.098682426,0,0,0.08542044,0,0,0.046948947,0,0,0.031431913,0,0,0.008676837,0,0,0.008142699,0,0,0.9393134,289401,5.6728745
