"","Virus","baseMean","estimate","stderror","statistic","p.value","p.adjusted"
"982","SEr3G3H3I_vRhyme_bin_21",42.6068144249654,-1.79361421451433,0.791893496769589,5.07801017004596,0.0789449041991407,0.125531072940831
"983","BAr2D2E2F_vRhyme_unbinned_54",39.8429426131209,-2.45911282175668,0.83604194756785,11.6261863160431,0.00298817287182629,0.00713142129066727
"984","SEr3G3H3I_vRhyme_unbinned_168",3.83898077162541,0.736051224935556,0.850563995743529,3.01592421070806,0.22136062825365,0.303314624744061
"985","SEr3G3H3I_vRhyme_unbinned_115",3.58319224644327,0.470448033126103,1.00667105659107,1.12027542929292,0.571130405410867,0.658506531178904
"986","MGr1A1B1C_vRhyme_unbinned_27",8.00243345590918,1.23554407783379,0.837407216320883,2.23066044453882,0.327807011849095,0.417549952592994
"987","SEr3G3H3I_vRhyme_unbinned_31",38.4890603436176,2.04252334271281,0.743519416102036,8.67443473445645,0.0130728545921068,0.0258774563540062
"988","SEr2D2E2F_vRhyme_unbinned_160",89.3030052343426,-1.58766378542165,0.965968155778725,2.86901499508997,0.238232665299255,0.320374225546489
"989","LASCr2D2E2F_vRhyme_unbinned_92",383.199504019019,1.48122024348691,1.06321645750332,23.3640285217522,8.44433917782191e-06,4.98733011849318e-05
"990","LASCr2D2E2F_vRhyme_unbinned_106",97.6930205242726,-0.671053537690632,0.941253327721216,20.0245141702436,4.48468554227886e-05,0.00021179317875473
"991","CRr2D2E2F_vRhyme_unbinned_48",14.2300899611712,-3.03925061845016,0.910309156614784,15.7645715148388,0.000377369495089079,0.00124669785249748
"992","BOr2D2E2F_vRhyme_unbinned_34",75.1348549508307,-3.66592597499061,1.03121903088946,18.966145454031,7.61296517540567e-05,0.000325915994343551
"993","MHr1A1B1C_vRhyme_unbinned_35",567.473490804937,-4.25304928896292,1.21821494610661,12.066324292969,0.00239789946809709,0.00596178785281183
"994","BAr1A1B1C_vRhyme_bin_24",66.5239312082768,-1.11984332418429,0.890251924753587,15.8877909979832,0.000354821575525,0.00118029153973488
"995","LABRr1A1B1C_vRhyme_unbinned_4",8.03160983241512,1.25107771449995,0.85243743230932,3.74634612250211,0.153635393058961,0.222979351811751
"996","CRr1A1B1C_vRhyme_unbinned_16",163.854631972662,-3.05963676391186,1.35337377336789,9.50830456340861,0.00861584540814985,0.0176338448452515
"997","MGr2D2E2F_vRhyme_bin_5",273.502751195122,-2.56385920789053,1.01759503413461,5.70834875811013,0.0576033600341711,0.0937692103201618
"998","LAWAr2D2E2F_vRhyme_unbinned_86",582.388303772583,-1.76645344913035,1.15438167084566,6.21198165775336,0.0447801271276831,0.07534516738809
"999","SEr3G3H3I_vRhyme_unbinned_39",6.58027273318331,1.89201631028128,0.790602295636468,5.90534213599316,0.0522000895803384,0.0861271717477191
"1000","SEr3G3H3I_vRhyme_unbinned_230",32.4654991304282,-1.01395411492585,0.625717590401243,2.95272688811313,0.228467012600456,0.311446196334963
"1001","MHr2D2E2F_vRhyme_unbinned_8",205.903312965857,5.3176340039577,1.05068690374778,38.6487137106283,4.05077808181348e-09,5.71595312016772e-08
"1002","MHr2D2E2F_vRhyme_unbinned_16",432.633511650609,6.31297602031051,0.686340513335741,104.386048179913,2.15207619636669e-23,3.1140542561426e-21
"1003","MGr3G3H3I_vRhyme_unbinned_12",14.1335136355243,2.12002827381055,0.861729546039268,11.5062388843235,0.00317286776550341,0.00747742615095022
"1004","SEr3G3H3I_vRhyme_unbinned_263",32.5314386601887,1.09735390416726,0.601017892658058,5.01875498653321,0.0813188450166142,0.128665757081179
"1005","LASCr2D2E2F_vRhyme_unbinned_46",81.382733639579,-4.38433682021138,0.943462547789422,24.0520892040916,5.98625468869511e-06,3.68600448278376e-05
"1006","BAr2D2E2F_vRhyme_unbinned_28",8.62908629800847,-0.00382782219658638,0.836281868332383,0.83007308095592,0.66031615199635,0.734982670722091
"1007","SEr3G3H3I_vRhyme_unbinned_37",7.77442122785319,1.30228486800952,0.750877148815326,3.46931358491195,0.176460752556249,0.252061904194366
"1008","CRr2D2E2F_vRhyme_unbinned_53",41.2512872835486,-4.22096556550374,0.983867465912504,20.6095548055851,3.34727995461516e-05,0.000165873770353703
"1009","SEr3G3H3I_vRhyme_unbinned_221",80.3650367206127,-2.27911379720544,0.864710118005473,6.49500852838646,0.0388710988675083,0.0672804785422064
"1010","LAWAr2D2E2F_vRhyme_unbinned_2",1418.19781371022,-4.2497327461629,1.0289600225772,13.2477894890991,0.0013282476730192,0.00362636676011091
"1011","SEr3G3H3I_vRhyme_unbinned_254",21.7830294926778,-0.278884686246379,0.633470599338327,2.32433562424237,0.312807337807833,0.401625747833128
"1012","LAWAr2D2E2F_vRhyme_unbinned_87",126.804872911802,-1.2764902366689,1.01874502081788,7.10758570821473,0.0286158976384062,0.0513737020878086
"1013","CRr1A1B1C_vRhyme_unbinned_28",549.233090999983,-4.90845751659315,0.948575289235015,21.399139762847,2.25546369955432e-05,0.000116976916604126
"1014","CRr1A1B1C_vRhyme_unbinned_41",369.759382420454,1.06428432883133,0.928427979407579,6.49245273529556,0.0389208038626257,0.0672860253156744
"1015","SEr3G3H3I_vRhyme_unbinned_54",8.00308851666604,0.798074982753702,0.745000974575015,1.45946637112252,0.482037587521981,0.574743388687109
"1016","SEr3G3H3I_vRhyme_unbinned_235",31.7920610779795,0.500814598980263,0.641309393069778,0.613354342340273,0.735888128468242,0.798889186248577
"1017","SEr3G3H3I_vRhyme_unbinned_134",2408.98970970069,-0.199129498532214,0.889149361294119,0.221721151647955,0.895063533725498,0.919855776492042
"1018","SEr2D2E2F_vRhyme_unbinned_84",28.0326986098596,-6.22400552804813,2.18290476653093,6.6280917535706,0.0363687322802035,0.0637113264036979
"1019","SEr2D2E2F_vRhyme_unbinned_95",11.1419182948196,-0.0328927595471212,1.10800972956276,1.170509367766,0.556963993994535,0.645257725628577
"1020","MHr1A1B1C_vRhyme_unbinned_4",306.190014549377,-3.37124518447229,1.24045765016342,9.8098842905237,0.00740987176670467,0.0154943416855804
"1021","BAr2D2E2F_vRhyme_bin_12",146.360417103182,-3.15523454523148,0.862318087533948,11.5929226269555,0.00303828729090602,0.00721905042683252
"1022","LASCr2D2E2F_vRhyme_unbinned_108",66.0774419164683,3.44244998018645,0.855777039625846,29.2863859171147,4.37061045862694e-07,3.69840545826502e-06
