Host,Cluster,order,treatment,MeanZS,Title,Cluster.size,site
BAr1A1B1C__bin_116,2,41,REST,-0.33333333333333337,Damaged-abundant,52,Bowness
BAr1A1B1C__bin_122,1,251,DAM,-0.3333333333333333,Restored-abundant,55,Bowness
BAr1A1B1C__bin_122,1,251,NAT,0.6666666666666664,Restored-abundant,55,Bowness
BAr1A1B1C__bin_122,1,251,REST,-0.3333333333333333,Restored-abundant,55,Bowness
BAr1A1B1C__bin_127,1,270,DAM,-0.637389104546894,Restored-abundant,55,Bowness
BAr1A1B1C__bin_127,1,270,NAT,0.2099378178845129,Restored-abundant,55,Bowness
BAr1A1B1C__bin_127,1,270,REST,0.4274512866623813,Restored-abundant,55,Bowness
BAr1A1B1C__bin_138,3,240,DAM,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_138,3,240,NAT,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_138,3,240,REST,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_48,3,241,DAM,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_48,3,241,NAT,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_48,3,241,REST,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_58,1,253,DAM,-0.3333333333333335,Restored-abundant,55,Bowness
BAr1A1B1C__bin_58,1,253,NAT,0.666666666666667,Restored-abundant,55,Bowness
BAr1A1B1C__bin_58,1,253,REST,-0.3333333333333335,Restored-abundant,55,Bowness
BAr1A1B1C__bin_60,3,239,DAM,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_60,3,239,NAT,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_60,3,239,REST,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_67,3,238,DAM,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_67,3,238,NAT,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_67,3,238,REST,NA,Natural-abundant,189,Bowness
BAr1A1B1C__bin_72,1,260,DAM,-0.3333333333333333,Restored-abundant,55,Bowness
BAr1A1B1C__bin_72,1,260,NAT,-0.3333333333333333,Restored-abundant,55,Bowness
BAr1A1B1C__bin_72,1,260,REST,0.6666666666666666,Restored-abundant,55,Bowness
BAr2D2E2F__bin_106,1,245,DAM,-0.8448168624346156,Restored-abundant,55,Bowness
BAr2D2E2F__bin_106,1,245,NAT,1.0099571091103112,Restored-abundant,55,Bowness
BAr2D2E2F__bin_106,1,245,REST,-0.1651402466756955,Restored-abundant,55,Bowness
BAr2D2E2F__bin_111,1,276,DAM,-0.9779010642770538,Restored-abundant,55,Bowness
BAr2D2E2F__bin_111,1,276,NAT,0.09211190002243413,Restored-abundant,55,Bowness
BAr2D2E2F__bin_111,1,276,REST,0.8857891642546197,Restored-abundant,55,Bowness
BAr2D2E2F__bin_124,3,237,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_124,3,237,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_124,3,237,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_125,3,236,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_125,3,236,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_125,3,236,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_127,3,235,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_127,3,235,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_127,3,235,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_130,3,234,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_130,3,234,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_130,3,234,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_2,3,233,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_2,3,233,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_2,3,233,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_26,2,23,DAM,0.9926214249660329,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_26,2,23,NAT,-0.512143483051883,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_26,2,23,REST,-0.48047794191414994,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_37,2,1,DAM,0.6906725945112754,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_37,2,1,NAT,0.31472737144673857,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_37,2,1,REST,-1.0053999659580142,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_42,1,252,DAM,-0.33333333333333326,Restored-abundant,55,Bowness
BAr2D2E2F__bin_42,1,252,NAT,0.6666666666666664,Restored-abundant,55,Bowness
BAr2D2E2F__bin_42,1,252,REST,-0.33333333333333326,Restored-abundant,55,Bowness
BAr2D2E2F__bin_44,2,24,DAM,0.9990823640642833,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_44,2,24,NAT,-0.486578459648563,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_44,2,24,REST,-0.5125039044157205,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_51,3,232,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_51,3,232,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_51,3,232,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_57,3,231,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_57,3,231,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_57,3,231,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_7,3,230,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_7,3,230,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_7,3,230,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_71,2,46,DAM,0.9165190688861948,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_71,2,46,NAT,-0.0996850616876192,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_71,2,46,REST,-0.8168340071985757,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_8,3,229,DAM,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_8,3,229,NAT,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_8,3,229,REST,NA,Natural-abundant,189,Bowness
BAr2D2E2F__bin_94,2,51,DAM,1.0617722589097578,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_94,2,51,NAT,-0.3359067870504864,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_94,2,51,REST,-0.7258654718592715,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_96,2,44,DAM,0.7060441554244481,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_96,2,44,NAT,-0.04083356923943956,Damaged-abundant,52,Bowness
BAr2D2E2F__bin_96,2,44,REST,-0.6652105861850085,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_15,2,39,DAM,0.6666666666666667,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_15,2,39,NAT,-0.3333333333333333,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_15,2,39,REST,-0.3333333333333333,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_20,3,228,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_20,3,228,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_20,3,228,REST,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_23,3,227,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_23,3,227,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_23,3,227,REST,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_3,2,28,DAM,1.1132906712543826,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_3,2,28,NAT,-0.5566453356271914,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_3,2,28,REST,-0.5566453356271914,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_39,3,226,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_39,3,226,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_39,3,226,REST,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_54,2,16,DAM,1.292670758609157,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_54,2,16,NAT,-0.6463353793045786,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_54,2,16,REST,-0.6463353793045786,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_6,2,5,DAM,0.8593690841243745,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_6,2,5,NAT,0.07342402490627403,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_6,2,5,REST,-0.9327931090306483,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_68,3,225,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_68,3,225,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_68,3,225,REST,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_76,3,224,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_76,3,224,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_76,3,224,REST,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_79,3,223,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_79,3,223,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_79,3,223,REST,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_8,3,222,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_8,3,222,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_8,3,222,REST,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_81,2,42,DAM,0.6666666666666667,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_81,2,42,NAT,-0.33333333333333337,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_81,2,42,REST,-0.33333333333333337,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_85,2,36,DAM,0.6666666666666666,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_85,2,36,NAT,-0.33333333333333337,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_85,2,36,REST,-0.33333333333333337,Damaged-abundant,52,Bowness
BAr3G3H3I__bin_95,3,221,DAM,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_95,3,221,NAT,NA,Natural-abundant,189,Bowness
BAr3G3H3I__bin_95,3,221,REST,NA,Natural-abundant,189,Bowness
BOr1A1B1C__bin_20,1,248,DAM,-0.8616283288093235,Restored-abundant,55,Bowness
BOr1A1B1C__bin_20,1,248,NAT,0.6289065459540705,Restored-abundant,55,Bowness
BOr1A1B1C__bin_20,1,248,REST,0.2327217828552531,Restored-abundant,55,Bowness
BOr1A1B1C__bin_27,1,247,DAM,-1.0328707923073885,Restored-abundant,55,Bowness
BOr1A1B1C__bin_27,1,247,NAT,0.8510734434925683,Restored-abundant,55,Bowness
BOr1A1B1C__bin_27,1,247,REST,0.18179734881482043,Restored-abundant,55,Bowness
BOr1A1B1C__bin_57,2,45,DAM,0.7398008584879215,Damaged-abundant,52,Bowness
BOr1A1B1C__bin_57,2,45,NAT,-0.04561439481073437,Damaged-abundant,52,Bowness
BOr1A1B1C__bin_57,2,45,REST,-0.6941864636771871,Damaged-abundant,52,Bowness
BOr1A1B1C__bin_86,2,6,DAM,0.8312113260581901,Damaged-abundant,52,Bowness
BOr1A1B1C__bin_86,2,6,NAT,0.13051525808216613,Damaged-abundant,52,Bowness
BOr1A1B1C__bin_86,2,6,REST,-0.9617265841403563,Damaged-abundant,52,Bowness
BOr1A1B1C__bin_87,1,257,DAM,-0.5719237443074783,Restored-abundant,55,Bowness
BOr1A1B1C__bin_87,1,257,NAT,1.2265080796765084,Restored-abundant,55,Bowness
BOr1A1B1C__bin_87,1,257,REST,-0.6545843353690298,Restored-abundant,55,Bowness
BOr2D2E2F__bin_15,1,259,DAM,-0.4877480553614781,Restored-abundant,55,Bowness
BOr2D2E2F__bin_15,1,259,NAT,-0.29539118812459286,Restored-abundant,55,Bowness
BOr2D2E2F__bin_15,1,259,REST,0.7831392434860709,Restored-abundant,55,Bowness
BOr2D2E2F__bin_32,1,278,DAM,-1.101707788892297,Restored-abundant,55,Bowness
BOr2D2E2F__bin_32,1,278,NAT,0.15684648634480616,Restored-abundant,55,Bowness
BOr2D2E2F__bin_32,1,278,REST,0.9448613025474908,Restored-abundant,55,Bowness
BOr2D2E2F__bin_33,1,282,DAM,-0.7452907277850113,Restored-abundant,55,Bowness
BOr2D2E2F__bin_33,1,282,NAT,-0.23851526600569023,Restored-abundant,55,Bowness
BOr2D2E2F__bin_33,1,282,REST,0.9838059937907017,Restored-abundant,55,Bowness
BOr2D2E2F__bin_44,1,266,DAM,0.13735856358122525,Restored-abundant,55,Bowness
BOr2D2E2F__bin_44,1,266,NAT,-1.0755669818183728,Restored-abundant,55,Bowness
BOr2D2E2F__bin_44,1,266,REST,0.9382084182371478,Restored-abundant,55,Bowness
BOr2D2E2F__bin_49,1,287,DAM,-0.943242445146075,Restored-abundant,55,Bowness
BOr2D2E2F__bin_49,1,287,NAT,-0.2963002037321233,Restored-abundant,55,Bowness
BOr2D2E2F__bin_49,1,287,REST,1.2395426488781982,Restored-abundant,55,Bowness
BOr2D2E2F__bin_82,1,295,DAM,-0.7567604756925954,Restored-abundant,55,Bowness
BOr2D2E2F__bin_82,1,295,NAT,-0.5261007594257003,Restored-abundant,55,Bowness
BOr2D2E2F__bin_82,1,295,REST,1.2828612351182958,Restored-abundant,55,Bowness
BOr3G3H3I__bin_14,2,12,DAM,0.5020191781298196,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_14,2,12,NAT,0.5010493114724757,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_14,2,12,REST,-1.003068489602295,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_18,2,2,DAM,0.6711001636399645,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_18,2,2,NAT,0.27545369415006826,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_18,2,2,REST,-0.9465538577900324,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_31,2,29,DAM,1.0658536020830185,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_31,2,29,NAT,-0.5329268010415092,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_31,2,29,REST,-0.5329268010415092,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_33,2,14,DAM,1.242122774176422,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_33,2,14,NAT,-0.5404509457834002,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_33,2,14,REST,-0.7016718283930218,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_37,1,267,DAM,0.1671128068924915,Restored-abundant,55,Bowness
BOr3G3H3I__bin_37,1,267,NAT,-0.48154776240826086,Restored-abundant,55,Bowness
BOr3G3H3I__bin_37,1,267,REST,0.3144349555157696,Restored-abundant,55,Bowness
BOr3G3H3I__bin_49,2,48,DAM,0.8581989660610666,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_49,2,48,NAT,-0.16583928690932584,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_49,2,48,REST,-0.6923596791517408,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_53,2,18,DAM,1.1991695069632973,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_53,2,18,NAT,-0.5995847534816487,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_53,2,18,REST,-0.5995847534816487,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_85,1,292,DAM,-0.6026057584713488,Restored-abundant,55,Bowness
BOr3G3H3I__bin_85,1,292,NAT,-0.5893136010967442,Restored-abundant,55,Bowness
BOr3G3H3I__bin_85,1,292,REST,1.1919193595680935,Restored-abundant,55,Bowness
BOr3G3H3I__bin_91,2,21,DAM,0.9990849743914173,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_91,2,21,NAT,-0.6640556133786618,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_91,2,21,REST,-0.33502936101275527,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_96,2,15,DAM,1.2031533364969311,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_96,2,15,NAT,-0.4637608267545128,Damaged-abundant,52,Bowness
BOr3G3H3I__bin_96,2,15,REST,-0.7393925097424182,Damaged-abundant,52,Bowness
CRr1A1B1C__bin_104,3,220,DAM,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_104,3,220,NAT,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_104,3,220,REST,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_118,2,47,DAM,0.8944064807322423,Damaged-abundant,52,Bowness
CRr1A1B1C__bin_118,2,47,NAT,-0.19311088025570677,Damaged-abundant,52,Bowness
CRr1A1B1C__bin_118,2,47,REST,-0.7012956004765352,Damaged-abundant,52,Bowness
CRr1A1B1C__bin_124,3,219,DAM,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_124,3,219,NAT,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_124,3,219,REST,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_138,2,4,DAM,0.7525450210284003,Damaged-abundant,52,Bowness
CRr1A1B1C__bin_138,2,4,NAT,0.12438853280271604,Damaged-abundant,52,Bowness
CRr1A1B1C__bin_138,2,4,REST,-0.8769335538311163,Damaged-abundant,52,Bowness
CRr1A1B1C__bin_23,3,218,DAM,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_23,3,218,NAT,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_23,3,218,REST,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_28,3,217,DAM,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_28,3,217,NAT,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_28,3,217,REST,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_45,3,216,DAM,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_45,3,216,NAT,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_45,3,216,REST,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_52,1,243,DAM,-0.4697758475601101,Restored-abundant,55,Bowness
CRr1A1B1C__bin_52,1,243,NAT,0.4762136109343853,Restored-abundant,55,Bowness
CRr1A1B1C__bin_52,1,243,REST,-0.006437763374275336,Restored-abundant,55,Bowness
CRr1A1B1C__bin_77,3,215,DAM,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_77,3,215,NAT,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_77,3,215,REST,NA,Natural-abundant,189,Bowness
CRr1A1B1C__bin_81,1,255,DAM,-0.3333333333333334,Restored-abundant,55,Bowness
CRr1A1B1C__bin_81,1,255,NAT,0.6666666666666667,Restored-abundant,55,Bowness
CRr1A1B1C__bin_81,1,255,REST,-0.3333333333333334,Restored-abundant,55,Bowness
CRr2D2E2F__bin_104,3,214,DAM,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_104,3,214,NAT,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_104,3,214,REST,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_117,1,269,DAM,-0.6505154327634316,Restored-abundant,55,Bowness
CRr2D2E2F__bin_117,1,269,NAT,0.06408450937303971,Restored-abundant,55,Bowness
CRr2D2E2F__bin_117,1,269,REST,0.586430923390392,Restored-abundant,55,Bowness
CRr2D2E2F__bin_119,3,213,DAM,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_119,3,213,NAT,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_119,3,213,REST,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_44,1,244,DAM,-0.4542684490013945,Restored-abundant,55,Bowness
CRr2D2E2F__bin_44,1,244,NAT,0.5157771749909393,Restored-abundant,55,Bowness
CRr2D2E2F__bin_44,1,244,REST,-0.061508725989544745,Restored-abundant,55,Bowness
CRr2D2E2F__bin_49,1,264,DAM,-0.33333333333333337,Restored-abundant,55,Bowness
CRr2D2E2F__bin_49,1,264,NAT,-0.33333333333333337,Restored-abundant,55,Bowness
CRr2D2E2F__bin_49,1,264,REST,0.6666666666666667,Restored-abundant,55,Bowness
CRr2D2E2F__bin_5,3,212,DAM,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_5,3,212,NAT,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_5,3,212,REST,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_61,3,211,DAM,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_61,3,211,NAT,NA,Natural-abundant,189,Bowness
CRr2D2E2F__bin_61,3,211,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_11,3,210,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_11,3,210,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_11,3,210,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_129,3,209,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_129,3,209,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_129,3,209,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_20,3,208,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_20,3,208,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_20,3,208,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_3,3,207,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_3,3,207,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_3,3,207,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_38,1,285,DAM,-1.0227177259750417,Restored-abundant,55,Bowness
CRr3G3H3I__bin_38,1,285,NAT,0.004689445585171889,Restored-abundant,55,Bowness
CRr3G3H3I__bin_38,1,285,REST,1.0180282803898701,Restored-abundant,55,Bowness
CRr3G3H3I__bin_43,3,206,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_43,3,206,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_43,3,206,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_47,3,205,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_47,3,205,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_47,3,205,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_64,2,33,DAM,0.6666666666666666,Damaged-abundant,52,Bowness
CRr3G3H3I__bin_64,2,33,NAT,-0.3333333333333333,Damaged-abundant,52,Bowness
CRr3G3H3I__bin_64,2,33,REST,-0.3333333333333333,Damaged-abundant,52,Bowness
CRr3G3H3I__bin_87,3,204,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_87,3,204,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_87,3,204,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_90,2,22,DAM,1.029363645222313,Damaged-abundant,52,Bowness
CRr3G3H3I__bin_90,2,22,NAT,-0.7218707535981955,Damaged-abundant,52,Bowness
CRr3G3H3I__bin_90,2,22,REST,-0.3074928916241174,Damaged-abundant,52,Bowness
CRr3G3H3I__bin_97,3,203,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_97,3,203,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_97,3,203,REST,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_98,3,202,DAM,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_98,3,202,NAT,NA,Natural-abundant,189,Bowness
CRr3G3H3I__bin_98,3,202,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_12,3,201,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_12,3,201,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_12,3,201,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_124,3,200,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_124,3,200,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_124,3,200,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_134,3,199,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_134,3,199,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_134,3,199,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_136,3,198,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_136,3,198,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_136,3,198,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_138,3,197,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_138,3,197,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_138,3,197,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_139,1,271,DAM,-0.5006822626595825,Restored-abundant,55,Bowness
LABRr1A1B1C__bin_139,1,271,NAT,0.17451455158306875,Restored-abundant,55,Bowness
LABRr1A1B1C__bin_139,1,271,REST,0.3261677110765135,Restored-abundant,55,Bowness
LABRr1A1B1C__bin_15,3,196,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_15,3,196,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_15,3,196,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_19,3,195,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_19,3,195,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_19,3,195,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_2,3,194,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_2,3,194,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_2,3,194,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_20,3,193,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_20,3,193,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_20,3,193,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_31,3,192,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_31,3,192,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_31,3,192,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_32,3,191,DAM,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_32,3,191,NAT,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_32,3,191,REST,NA,Natural-abundant,189,Bowness
LABRr1A1B1C__bin_44,2,9,DAM,0.24339306631054244,Damaged-abundant,52,Bowness
LABRr1A1B1C__bin_44,2,9,NAT,0.6514111478024314,Damaged-abundant,52,Bowness
LABRr1A1B1C__bin_44,2,9,REST,-0.8948042141129737,Damaged-abundant,52,Bowness
LABRr1A1B1C__bin_56,1,280,DAM,-0.7959193990359759,Restored-abundant,55,Bowness
LABRr1A1B1C__bin_56,1,280,NAT,-0.3436437829147805,Restored-abundant,55,Bowness
LABRr1A1B1C__bin_56,1,280,REST,1.1395631819507561,Restored-abundant,55,Bowness
LABRr1A1B1C__bin_68,3,190,DAM,NA,Natural-abundant,189,Bowness
