Host,Cluster,order,treatment,MeanZS,Title,Cluster.size,site
BAr1A1B1C__bin_100,1,15,DAM,-0.8751117143814331,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_100,1,15,NAT,0.8647945394335886,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_100,1,15,REST,0.010317174947844713,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_103,1,69,DAM,-0.37579976879093546,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_103,1,69,NAT,0.7515995375818708,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_103,1,69,REST,-0.37579976879093546,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_104,1,47,DAM,-0.7013778504851185,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_104,1,47,NAT,1.1409908114917313,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_104,1,47,REST,-0.43961296100661257,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_108,1,60,DAM,-0.17154008474225163,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_108,1,60,NAT,0.7260915111906179,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_108,1,60,REST,-0.5545514264483661,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_116,1,83,DAM,-0.6104244570730851,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_116,1,83,NAT,1.0527479935594746,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_116,1,83,REST,-0.4423235364863896,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_118,1,19,DAM,-0.6771207901425329,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_118,1,19,NAT,0.7987270632935359,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_118,1,19,REST,-0.12160627315100322,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_12,1,63,DAM,-0.43764479221287683,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_12,1,63,NAT,0.8752895844257538,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_12,1,63,REST,-0.43764479221287683,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_122,1,57,DAM,-0.6204574627569474,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_122,1,57,NAT,1.1607802847651107,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_122,1,57,REST,-0.5403228220081633,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_124,1,62,DAM,-0.44016682626027637,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_124,1,62,NAT,0.8803336525205525,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_124,1,62,REST,-0.44016682626027637,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_127,1,84,DAM,-0.551849614544626,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_127,1,84,NAT,0.9592766909386985,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_127,1,84,REST,-0.4074270763940726,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_138,1,76,DAM,-0.5228737532093506,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_138,1,76,NAT,1.0457475064187012,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_138,1,76,REST,-0.5228737532093506,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_33,1,61,DAM,-0.43529384133882526,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_33,1,61,NAT,0.8705876826776505,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_33,1,61,REST,-0.43529384133882526,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_42,1,49,DAM,-0.7257980963010349,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_42,1,49,NAT,1.2726290134988933,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_42,1,49,REST,-0.5468309171978586,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_56,1,16,DAM,-0.8366901337090809,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_56,1,16,NAT,0.8671736704098174,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_56,1,16,REST,-0.03048353670073659,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_58,1,11,DAM,-0.8982502882830196,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_58,1,11,NAT,1.0211564137725806,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_58,1,11,REST,-0.12290612548956109,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_60,1,3,DAM,-1.0059002424937247,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_60,1,3,NAT,0.41525581887714225,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_60,1,3,REST,0.5906444236165828,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_73,1,40,DAM,-0.4494578486442879,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_73,1,40,NAT,0.5840882526262043,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_73,1,40,REST,-0.1346304039819164,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_79,1,65,DAM,-0.42358795414165623,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_79,1,65,NAT,0.8471759082833124,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_79,1,65,REST,-0.42358795414165623,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_80,1,75,DAM,-0.5444432189001254,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_80,1,75,NAT,1.0888864378002507,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_80,1,75,REST,-0.5444432189001254,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_85,1,72,DAM,-0.5034139405372335,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_85,1,72,NAT,1.006827881074467,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_85,1,72,REST,-0.5034139405372335,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_89,1,70,DAM,-0.3990686314957708,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_89,1,70,NAT,0.7981372629915416,Natural-abundant,85,Balmoral
BAr1A1B1C__bin_89,1,70,REST,-0.3990686314957708,Natural-abundant,85,Balmoral
BAr2D2E2F__bin_106,1,7,DAM,-0.7802584212182682,Natural-abundant,85,Balmoral
BAr2D2E2F__bin_106,1,7,NAT,0.4303980791485235,Natural-abundant,85,Balmoral
BAr2D2E2F__bin_106,1,7,REST,0.3498603420697443,Natural-abundant,85,Balmoral
BAr2D2E2F__bin_111,2,272,DAM,-0.6267472760271955,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_111,2,272,NAT,-0.14155941000247182,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_111,2,272,REST,0.7683066860296672,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_124,2,264,DAM,-0.3333333333333333,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_124,2,264,NAT,-0.3333333333333333,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_124,2,264,REST,0.6666666666666666,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_125,2,269,DAM,-0.2702656207321399,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_125,2,269,NAT,-0.406347262495252,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_125,2,269,REST,0.6766128832273919,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_126,2,259,DAM,-0.3614400680970316,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_126,2,259,NAT,-0.32693705612936724,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_126,2,259,REST,0.688377124226399,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_130,2,278,DAM,-0.43557646717587206,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_130,2,278,NAT,-0.43557646717587206,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_130,2,278,REST,0.8711529343517441,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_26,2,279,DAM,-0.4412795951755483,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_26,2,279,NAT,-0.4250044256686451,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_26,2,279,REST,0.8662840208441936,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_37,2,274,DAM,-0.4675676710600005,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_37,2,274,NAT,-0.2545821753366884,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_37,2,274,REST,0.7221498463966889,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_42,2,273,DAM,-0.5348041607465711,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_42,2,273,NAT,-0.19566843291470265,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_42,2,273,REST,0.7304725936612739,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_51,2,280,DAM,-0.5213287029945498,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_51,2,280,NAT,-0.31228723316641704,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_51,2,280,REST,0.8336159361609669,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_7,2,281,DAM,-0.4870199329186458,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_7,2,281,NAT,-0.3311938540909088,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_7,2,281,REST,0.8182137870095547,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_8,3,111,DAM,0.6348283833803264,Damaged-abundant,30,Balmoral
BAr2D2E2F__bin_8,3,111,NAT,-1.0326774835411683,Damaged-abundant,30,Balmoral
BAr2D2E2F__bin_8,3,111,REST,0.3978491001608417,Damaged-abundant,30,Balmoral
BAr2D2E2F__bin_94,3,113,DAM,0.04930126352408976,Damaged-abundant,30,Balmoral
BAr2D2E2F__bin_94,3,113,NAT,-0.6055268486293917,Damaged-abundant,30,Balmoral
BAr2D2E2F__bin_94,3,113,REST,0.5562255851053018,Damaged-abundant,30,Balmoral
BAr2D2E2F__bin_96,2,275,DAM,-0.4740110105491082,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_96,2,275,NAT,-0.23731129196100173,Restored-abundant,169,Balmoral
BAr2D2E2F__bin_96,2,275,REST,0.71132230251011,Restored-abundant,169,Balmoral
BAr3G3H3I__bin_15,3,100,DAM,1.2644579766072632,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_15,3,100,NAT,-0.7655088120561377,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_15,3,100,REST,-0.4989491645511258,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_20,3,88,DAM,1.2700248550938573,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_20,3,88,NAT,-0.7112218417986726,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_20,3,88,REST,-0.5588030132951847,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_3,3,99,DAM,0.9917569223537746,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_3,3,99,NAT,-0.817757900142092,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_3,3,99,REST,-0.17399902221168237,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_32,3,101,DAM,1.1988342864514878,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_32,3,101,NAT,-0.7986583733877778,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_32,3,101,REST,-0.4001759130637099,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_39,3,91,DAM,1.296953743728619,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_39,3,91,NAT,-0.6484768718643095,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_39,3,91,REST,-0.6484768718643095,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_6,3,86,DAM,1.3139384537351102,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_6,3,86,NAT,-0.712779732282819,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_6,3,86,REST,-0.6011587214522913,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_76,3,96,DAM,1.2509860229070262,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_76,3,96,NAT,-0.625493011453513,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_76,3,96,REST,-0.625493011453513,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_79,3,97,DAM,1.2643523285521086,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_79,3,97,NAT,-0.6321761642760542,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_79,3,97,REST,-0.6321761642760542,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_8,3,94,DAM,1.177428069782449,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_8,3,94,NAT,-0.5887140348912245,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_8,3,94,REST,-0.5887140348912245,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_81,3,90,DAM,1.3234825486119024,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_81,3,90,NAT,-0.6617412743059511,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_81,3,90,REST,-0.6617412743059511,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_85,3,89,DAM,1.2414185135077846,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_85,3,89,NAT,-0.6586107427193648,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_85,3,89,REST,-0.5828077707884197,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_95,3,98,DAM,1.2734345678134553,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_95,3,98,NAT,-0.6367172839067277,Damaged-abundant,30,Balmoral
BAr3G3H3I__bin_95,3,98,REST,-0.6367172839067277,Damaged-abundant,30,Balmoral
BOr1A1B1C__bin_27,2,267,DAM,-0.33333333333333337,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_27,2,267,NAT,-0.33333333333333337,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_27,2,267,REST,0.6666666666666667,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_33,2,265,DAM,-0.3333333333333333,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_33,2,265,NAT,-0.3333333333333333,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_33,2,265,REST,0.6666666666666666,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_57,2,263,DAM,-0.3333333333333333,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_57,2,263,NAT,-0.3333333333333333,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_57,2,263,REST,0.6666666666666666,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_77,3,105,DAM,0.5406829407403697,Damaged-abundant,30,Balmoral
BOr1A1B1C__bin_77,3,105,NAT,-0.44229339580926963,Damaged-abundant,30,Balmoral
BOr1A1B1C__bin_77,3,105,REST,-0.09838954493110004,Damaged-abundant,30,Balmoral
BOr1A1B1C__bin_81,2,283,DAM,-0.4662780745099408,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_81,2,283,NAT,-0.30538809883803314,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_81,2,283,REST,0.7716661733479738,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_86,3,92,DAM,1.3057411368670624,Damaged-abundant,30,Balmoral
BOr1A1B1C__bin_86,3,92,NAT,-0.6528705684335312,Damaged-abundant,30,Balmoral
BOr1A1B1C__bin_86,3,92,REST,-0.6528705684335312,Damaged-abundant,30,Balmoral
BOr1A1B1C__bin_87,2,257,DAM,NA,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_87,2,257,NAT,NA,Restored-abundant,169,Balmoral
BOr1A1B1C__bin_87,2,257,REST,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_11,2,258,DAM,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_11,2,258,NAT,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_11,2,258,REST,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_26,2,256,DAM,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_26,2,256,NAT,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_26,2,256,REST,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_30,2,255,DAM,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_30,2,255,NAT,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_30,2,255,REST,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_32,1,26,DAM,-0.3333333333333334,Natural-abundant,85,Balmoral
BOr2D2E2F__bin_32,1,26,NAT,0.6666666666666667,Natural-abundant,85,Balmoral
BOr2D2E2F__bin_32,1,26,REST,-0.3333333333333334,Natural-abundant,85,Balmoral
BOr2D2E2F__bin_33,1,58,DAM,-0.5671623403036467,Natural-abundant,85,Balmoral
BOr2D2E2F__bin_33,1,58,NAT,1.1343246806072935,Natural-abundant,85,Balmoral
BOr2D2E2F__bin_33,1,58,REST,-0.5671623403036467,Natural-abundant,85,Balmoral
BOr2D2E2F__bin_49,2,254,DAM,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_49,2,254,NAT,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_49,2,254,REST,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_74,3,108,DAM,0.9613851707297902,Damaged-abundant,30,Balmoral
BOr2D2E2F__bin_74,3,108,NAT,-1.0988681880426572,Damaged-abundant,30,Balmoral
BOr2D2E2F__bin_74,3,108,REST,0.13748301731286677,Damaged-abundant,30,Balmoral
BOr2D2E2F__bin_82,2,253,DAM,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_82,2,253,NAT,NA,Restored-abundant,169,Balmoral
BOr2D2E2F__bin_82,2,253,REST,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_14,2,268,DAM,-0.33333333333333337,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_14,2,268,NAT,-0.33333333333333337,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_14,2,268,REST,0.6666666666666667,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_18,2,252,DAM,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_18,2,252,NAT,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_18,2,252,REST,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_31,2,251,DAM,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_31,2,251,NAT,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_31,2,251,REST,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_33,2,250,DAM,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_33,2,250,NAT,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_33,2,250,REST,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_37,2,249,DAM,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_37,2,249,NAT,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_37,2,249,REST,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_49,2,248,DAM,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_49,2,248,NAT,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_49,2,248,REST,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_96,2,247,DAM,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_96,2,247,NAT,NA,Restored-abundant,169,Balmoral
BOr3G3H3I__bin_96,2,247,REST,NA,Restored-abundant,169,Balmoral
CRr1A1B1C__bin_104,1,41,DAM,-0.44418585421787643,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_104,1,41,NAT,0.5370017496937167,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_104,1,41,REST,-0.09281589547584009,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_11,1,45,DAM,-0.5596008936280726,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_11,1,45,NAT,0.6515587190910964,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_11,1,45,REST,-0.09195782546302385,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_118,2,284,DAM,-0.4182954846783032,Restored-abundant,169,Balmoral
CRr1A1B1C__bin_118,2,284,NAT,-0.35104916811772735,Restored-abundant,169,Balmoral
CRr1A1B1C__bin_118,2,284,REST,0.7693446527960306,Restored-abundant,169,Balmoral
CRr1A1B1C__bin_120,3,109,DAM,0.9162119219643974,Damaged-abundant,30,Balmoral
CRr1A1B1C__bin_120,3,109,NAT,-1.136063003973835,Damaged-abundant,30,Balmoral
CRr1A1B1C__bin_120,3,109,REST,0.2198510820094377,Damaged-abundant,30,Balmoral
CRr1A1B1C__bin_124,1,31,DAM,-0.33333333333333326,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_124,1,31,NAT,0.6666666666666665,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_124,1,31,REST,-0.33333333333333326,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_136,1,42,DAM,-0.44794894569122506,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_136,1,42,NAT,0.5294126712412197,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_136,1,42,REST,-0.08146372554999466,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_138,3,106,DAM,0.4427932716336954,Damaged-abundant,30,Balmoral
CRr1A1B1C__bin_138,3,106,NAT,-0.5855581292540083,Damaged-abundant,30,Balmoral
CRr1A1B1C__bin_138,3,106,REST,0.14276485762031288,Damaged-abundant,30,Balmoral
CRr1A1B1C__bin_77,1,30,DAM,-0.3333333333333333,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_77,1,30,NAT,0.6666666666666664,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_77,1,30,REST,-0.3333333333333333,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_96,1,85,DAM,-0.5855841914333121,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_96,1,85,NAT,0.9230439254322246,Natural-abundant,85,Balmoral
CRr1A1B1C__bin_96,1,85,REST,-0.3374597339989127,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_104,1,5,DAM,-0.6601656217260935,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_104,1,5,NAT,0.08523447285902981,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_104,1,5,REST,0.5749311488670635,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_11,1,51,DAM,-0.6550049082788945,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_11,1,51,NAT,1.3100098165577891,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_11,1,51,REST,-0.6550049082788945,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_117,1,55,DAM,-0.5976836765087793,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_117,1,55,NAT,1.1953673530175588,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_117,1,55,REST,-0.5976836765087793,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_119,1,34,DAM,-0.33333333333333326,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_119,1,34,NAT,0.6666666666666666,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_119,1,34,REST,-0.33333333333333326,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_61,2,246,DAM,NA,Restored-abundant,169,Balmoral
CRr2D2E2F__bin_61,2,246,NAT,NA,Restored-abundant,169,Balmoral
CRr2D2E2F__bin_61,2,246,REST,NA,Restored-abundant,169,Balmoral
CRr2D2E2F__bin_75,1,18,DAM,-0.7653915381794919,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_75,1,18,NAT,0.8153291921265081,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_75,1,18,REST,-0.04993765394701637,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_78,1,17,DAM,-0.8220993715864984,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_78,1,17,NAT,0.8473795296638186,Natural-abundant,85,Balmoral
CRr2D2E2F__bin_78,1,17,REST,-0.025280158077319797,Natural-abundant,85,Balmoral
CRr3G3H3I__bin_105,2,245,DAM,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_105,2,245,NAT,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_105,2,245,REST,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_131,1,67,DAM,-0.41895086210606625,Natural-abundant,85,Balmoral
CRr3G3H3I__bin_131,1,67,NAT,0.8379017242121327,Natural-abundant,85,Balmoral
CRr3G3H3I__bin_131,1,67,REST,-0.41895086210606625,Natural-abundant,85,Balmoral
CRr3G3H3I__bin_3,2,244,DAM,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_3,2,244,NAT,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_3,2,244,REST,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_38,1,9,DAM,-0.9848618920449727,Natural-abundant,85,Balmoral
CRr3G3H3I__bin_38,1,9,NAT,0.7883450028814486,Natural-abundant,85,Balmoral
CRr3G3H3I__bin_38,1,9,REST,0.19651688916352408,Natural-abundant,85,Balmoral
CRr3G3H3I__bin_43,2,282,DAM,-0.5028157522882062,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_43,2,282,NAT,-0.3075701271785921,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_43,2,282,REST,0.8103858794667985,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_51,2,243,DAM,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_51,2,243,NAT,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_51,2,243,REST,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_64,2,270,DAM,-0.21078387032898865,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_64,2,270,NAT,-0.39761966308830543,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_64,2,270,REST,0.608403533417294,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_72,2,242,DAM,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_72,2,242,NAT,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_72,2,242,REST,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_97,2,241,DAM,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_97,2,241,NAT,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_97,2,241,REST,NA,Restored-abundant,169,Balmoral
CRr3G3H3I__bin_99,3,93,DAM,1.3028269905095848,Damaged-abundant,30,Balmoral
CRr3G3H3I__bin_99,3,93,NAT,-0.6514134952547922,Damaged-abundant,30,Balmoral
CRr3G3H3I__bin_99,3,93,REST,-0.6514134952547922,Damaged-abundant,30,Balmoral
LABRr1A1B1C__bin_124,2,240,DAM,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_124,2,240,NAT,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_124,2,240,REST,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_134,2,239,DAM,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_134,2,239,NAT,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_134,2,239,REST,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_136,2,238,DAM,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_136,2,238,NAT,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_136,2,238,REST,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_138,2,237,DAM,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_138,2,237,NAT,NA,Restored-abundant,169,Balmoral
LABRr1A1B1C__bin_138,2,237,REST,NA,Restored-abundant,169,Balmoral
