"","Host","baseMean","estimate","stderror","statistic","p.value","p.adjusted"
"1","CRr3G3H3I__bin_97",184104.70283888,-3.62229974310447,0.777358722464913,20.1491419732835,4.21375628170447e-05,0.000191304535189383
"2","MGr2D2E2F__bin_102",5556.72124084316,-1.65132570842707,0.612736525671911,7.50513510717232,0.0234574402353839,0.0431161047241469
"3","MGr2D2E2F__bin_107",264.955649005018,0.960833201220332,0.383444106081723,7.29697399716207,0.0260304831575862,0.0459838107141795
"4","BOr1A1B1C__bin_57",35992.090132994,-0.015791956537478,1.19292485548823,0.29993738909738,0.860734921698471,0.876174113119071
"5","CRr2D2E2F__bin_21",907559.599885568,-1.45943670113069,0.589207719736664,18.1191164839709,0.000116274330358931,0.000479895872572317
"6","SEr2D2E2F__bin_42",12587.9371258186,2.20785018190959,0.548924560308572,22.8825028373574,1.0743051132517e-05,5.54243774336673e-05
"7","LASYr2D2E2F__bin_2",1696.00802918578,1.34590215846178,0.479180441293067,8.49375097484807,0.0143088723876629,0.0284500687440184
"8","SEr3G3H3I__bin_90",53274.1682087498,0.78089161839943,0.782408051902312,7.67250001754545,0.0215743534768385,0.0404742003243168
"9","CRr1A1B1C__bin_11",542218.641907434,0.204883358302394,0.708797238376395,4.75824500792035,0.0926318259179566,0.12979891656405
"10","CRr1A1B1C__bin_138",142217.14729418,-1.04281756893336,0.647578895804345,10.5949595002695,0.00500418983655938,0.0115913376826426
"11","LABRr1A1B1C__bin_32",2421.46004183919,-1.50132193608871,0.564883339481244,7.34791224968902,0.0253758809534746,0.0453568895782578
"12","SEr3G3H3I__bin_216",101831.547242407,1.93507231010979,0.482191186573937,15.1284643477335,0.000518675467491502,0.0016583004383179
"13","BAr1A1B1C__bin_108",39076.9969333308,0.0341631703616153,0.6167043910075,4.45305216747343,0.107902624481603,0.147110485028973
"14","SEr2D2E2F__bin_135",750559.010569821,-1.40149798094903,0.523776973937981,10.8701673075931,0.0043608702025447,0.0103656286489806
"15","MGr1A1B1C__bin_104",7345.66422614177,1.23812785213814,0.954110778848854,10.5992253550567,0.00499352763786422,0.0115913376826426
"16","BAr2D2E2F__bin_44",55839.2869757545,-2.10885661595592,0.765395273884779,7.52148700065322,0.0232664353402701,0.0429388684735067
"17","BAr1A1B1C__bin_31",457.784757264582,-0.257796366005448,0.343571318024388,0.712367504060694,0.700343918794019,0.74194168171433
"18","MGr3G3H3I__bin_125",1520.08893365651,-1.33572143491603,0.410525471286751,16.5367137122215,0.000256506422133147,0.000954540292200399
"19","BOr1A1B1C__bin_20",15516.2249030729,-0.157312245502235,0.217718708182263,3.40523118608886,0.18220632265228,0.235674274883576
"20","MHr1A1B1C__bin_78",328328.234974885,1.25764171093596,0.413368948613863,14.9781801401361,0.000559151517771123,0.00176288047963951
"21","BAr2D2E2F__bin_2",4054.02247839213,-0.10686402276152,0.560297928549945,0.160857135698592,0.922720813161881,0.928858645621938
"22","LASAr3G3H3I__bin_54",13543.0312188762,1.54822286771245,0.328670380190621,24.221217652949,5.5008450807996e-06,3.24335541127665e-05
"23","BOr2D2E2F__bin_74",194464.307680724,1.43531195295614,0.445139650716779,10.1908952355168,0.00612456455733595,0.0137651104407452
"24","MHr2D2E2F__bin_49",1259.84340873,0.254917647534887,0.305450017967855,1.24236031691264,0.5373099523878,0.589223957449423
"25","BOr2D2E2F__bin_32",4316.60792386423,2.29237892041945,0.799507393286128,9.01043451770255,0.0110511889574066,0.0230148614067091
"26","BAr2D2E2F__bin_37",177243.431166156,-0.537672473606169,0.52485621168802,18.9044103245702,7.8516233193147e-05,0.000333143643641951
"27","LABRr1A1B1C__bin_19",1222.92542636916,-0.563434769397796,0.247482228324725,42.8562974639832,4.94166440206542e-10,7.23714722108935e-09
"28","MHr2D2E2F__bin_75",11169.4717708121,0.13808292290068,0.304944670551338,0.289170600088113,0.865381092209428,0.877162784507022
"29","LAWAr2D2E2F__bin_155",70816.8576811532,-0.341166528827288,0.32903243350028,5.85476045638472,0.053537109597851,0.0852836763418399
"30","SEr2D2E2F__bin_145",23029.6895503702,-0.16583291242292,0.359653087822841,20.7790072820613,3.07535955826424e-05,0.00014543887910958
"31","CRr2D2E2F__bin_61",69974.62098932,1.95086127209641,0.469146967610303,19.4664981718907,5.92793770315951e-05,0.000263851344826904
"32","LASCr2D2E2F__bin_89",176428.622731264,0.26528380356918,0.269778246242783,5.07919565050562,0.0788981242440318,0.116838228148741
"33","BOr2D2E2F__bin_30",33479.4620479995,-0.257261190603367,0.597715516810507,6.55459282411474,0.0377301257523584,0.0620243541473556
"34","BAr1A1B1C__bin_100",33361.8301901788,-0.55108279130638,0.594432323076051,0.921946487718742,0.63066955145552,0.67688883300427
"35","MGr2D2E2F__bin_116",3685.66841406586,0.185592930058789,0.417299093260581,6.12153369782089,0.0468517532247969,0.0751614698376601
"36","SEr3G3H3I__bin_180",1790.10198848717,-0.523696604808162,0.412531136490203,13.0965330714622,0.00143259680251602,0.00407653440783884
"37","LABRr1A1B1C__bin_86",1054.83626441995,-1.26135923767208,0.679586896706196,8.54627961086564,0.0139379519214117,0.0278759038428235
"38","CRr2D2E2F__bin_63",494674.360535278,5.73731720960455,0.56781743255097,86.9903521158171,1.28909537022033e-19,7.3156162260004e-18
"39","LASYr2D2E2F__bin_98",110713.24890566,3.54559096335952,0.57273957954586,39.1833797060054,3.10053905146477e-09,4.1401315569559e-08
"40","SEr3G3H3I__bin_84",16029.9540836962,0.0692105177833205,0.728807478843008,6.80680247486583,0.0332599523645445,0.0555147734319972
"41","MHr2D2E2F__bin_102",787.031631035369,-0.651748002066209,0.344724866262354,5.16319803394661,0.0756529369242462,0.112611256929862
"42","BAr1A1B1C__bin_60",67178.8114106457,1.19271686947318,0.899255527307784,7.08043785930542,0.0290069758998314,0.049694970032164
"43","CRr1A1B1C__bin_31",43529.2768779311,-1.63661164946573,0.79901654844338,13.0908628883399,0.00143666410848946,0.00407653440783884
"44","SEr3G3H3I__bin_195",4004.39575650981,-0.465738199712247,0.326979774653952,5.06294899102917,0.0795416499700571,0.117246458072747
"45","MGr3G3H3I__bin_81",77.9181161126656,-1.05833540415967,0.530866807553958,4.19027661838562,0.123053223084986,0.165774965224284
"46","LABRr1A1B1C__bin_26",12954.7945129582,0.932832993905754,0.61163684668746,2.42355205907904,0.297668142273712,0.355635096295435
"47","LAWAr2D2E2F__bin_98",97609.7793290041,0.148075428729541,0.546007898022358,0.830794457849464,0.66007802653624,0.70346343673111
"48","BAr1A1B1C__bin_67",18052.0397090834,-0.567986797482574,0.503036899082406,2.49323634363455,0.287475347048692,0.345274623174884
