"","Virus","baseMean","estimate","stderror","statistic","p.value","p.adjusted"
"1","BAr1A1B1C_vRhyme_unbinned_57",711.475794450244,0.470873191008123,0.646502789668534,11.6817055332939,0.00290636311921058,0.00576207915993626
"2","LASCr2D2E2F_vRhyme_unbinned_97",432.475026554237,5.77202857691858,0.56708506328677,77.3080744336095,1.63216828020041e-17,2.59516013630181e-16
"3","LASCr2D2E2F_vRhyme_unbinned_81",310.679413654463,-2.79849628294266,1.10283158071815,22.2912324421788,1.44384435011377e-05,4.35805264044543e-05
"4","LASCr2D2E2F_vRhyme_bin_16",807.407152360287,0.441561798152014,0.614609885492534,55.4171143751838,9.25393643306615e-13,7.7764613548323e-12
"5","BAr3G3H3I_vRhyme_unbinned_17",15.9084782092146,0.314896927062527,0.765431226659605,17.9985046347491,0.000123502109956454,0.000322151006394348
"6","MGr1A1B1C_vRhyme_unbinned_7",941.131065196441,0.067961576545872,0.815010460353718,101.679090510138,8.33040341180233e-23,2.8652713130362e-21
"7","SEr3G3H3I_vRhyme_unbinned_207",13.8266373771539,0.912972772335111,0.670052040056275,9.7602330292861,0.00759612891576512,0.0138871133083024
"8","LABRr1A1B1C_vRhyme_unbinned_64",240.905872614624,2.45116404823036,0.747974648151527,53.6115661188448,2.28242404655504e-12,1.84464763106825e-11
"9","SEr3G3H3I_vRhyme_unbinned_229",182.662734368197,1.64483440701307,0.603217852738138,7.13481756648748,0.0282289062067332,0.0456290188849818
"10","LABRr1A1B1C_vRhyme_unbinned_90",150.203193172276,1.96215819523464,0.8253722617854,39.2488982095636,3.00061339318955e-09,1.61967416369611e-08
"11","LABRr1A1B1C_vRhyme_unbinned_98",1420.11839769987,-1.20936072128879,0.761055509186267,11.0174983735988,0.00405117147420395,0.00778140598746446
"12","SEr2D2E2F_vRhyme_unbinned_71",36.3554695686154,-0.152168734223649,0.597301537104522,7.68739837329883,0.0214142393798065,0.0354269127994785
"13","BOr3G3H3I_vRhyme_unbinned_3",52.402301582718,-0.261801321062322,1.326897074555,8.55652956703662,0.0138667029539049,0.023875266203522
"14","BAr1A1B1C_vRhyme_unbinned_18",7.54668387369891,1.74002783707692,0.872845120385843,15.6739864672636,0.000394854492782409,0.00092862068020432
"15","SEr2D2E2F_vRhyme_unbinned_164",15.6212132771296,-0.782346329407766,0.714518442168209,13.4261943201916,0.00121489556563254,0.00259282906431534
"16","BAr3G3H3I_vRhyme_bin_4",11.1244119155605,-2.24433445393158,0.804805229425624,8.17495988815563,0.0167814705606936,0.0283007924278972
"17","LASCr2D2E2F_vRhyme_unbinned_58",90.5048334324759,3.5478499980607,0.608779103037342,43.2834827954777,3.99127022433268e-10,2.35182815210679e-09
"18","MHr3G3H3I_vRhyme_unbinned_14",43.963283153952,0.377319420129429,0.740713564385275,12.1708533435366,0.00227579310040631,0.00461714402675025
"19","BAr1A1B1C_vRhyme_bin_18",295.950309499399,0.632737467608834,0.969983697039828,9.85134632043827,0.00725783894656458,0.0133015412663804
"20","MHr3G3H3I_vRhyme_unbinned_54",191.729072350525,0.501771786527729,0.670698718064803,17.8956122809315,0.000130022097593463,0.000335022094670265
"21","SEr2D2E2F_vRhyme_unbinned_64",131.536412222384,-2.801546782605,0.648657134530408,45.3210687822016,1.44097005895695e-10,8.99238277298451e-10
"22","LASAr3G3H3I_vRhyme_unbinned_35",195.228069314643,-3.88209815177729,0.527883146406457,94.146076825405,3.60113307923509e-21,1.04432859297817e-19
"23","LASAr3G3H3I_vRhyme_unbinned_20",167.17613750761,-6.28930178436104,0.913077652068293,52.9154193662436,3.23267973569103e-12,2.51638596267738e-11
"24","LASAr3G3H3I_vRhyme_unbinned_27",115.683970252812,-4.67583492283129,0.877370503771953,27.6021704776661,1.01452986615037e-06,3.6776707647951e-06
"25","LASYr2D2E2F_vRhyme_unbinned_21",95.963745864508,1.39689944774221,0.567168199972657,21.5624752420394,2.07858597735094e-05,6.12396147510366e-05
"26","MHr2D2E2F_vRhyme_unbinned_41",74.0625590922903,-5.13759649335332,0.920679626458133,35.9990391155477,1.52372986280949e-08,7.38884087572209e-08
"27","LABRr1A1B1C_vRhyme_bin_13",617.682551913846,4.76491941203102,0.61691622544145,64.8239007179796,8.38820066752788e-15,8.92528689731923e-14
