Genome	BAr1A.filtered Read Count	BAr1B.filtered Read Count	BAr1C.filtered Read Count	BAr2D.filtered Read Count	BAr2E.filtered Read Count	BAr2F.filtered Read Count	BAr3G.filtered Read Count	BAr3H.filtered Read Count	BAr3I.filtered Read Count	BOr1A.filtered Read Count	BOr1B.filtered Read Count	BOr1C.filtered Read Count	BOr2D.filtered Read Count	BOr2E.filtered Read Count	BOr2F.filtered Read Count	BOr3G.filtered Read Count	BOr3H.filtered Read Count	BOr3I.filtered Read Count	CRr1A.filtered Read Count	CRr1B.filtered Read Count	CRr1C.filtered Read Count	CRr2D.filtered Read Count	CRr2E.filtered Read Count	CRr2F.filtered Read Count	CRr3G.filtered Read Count	CRr3H.filtered Read Count	CRr3I.filtered Read Count	LABRr1A.filtered Read Count	LABRr1B.filtered Read Count	LABRr1C.filtered Read Count	LASAr3G.filtered Read Count	LASAr3H.filtered Read Count	LASAr3I.filtered Read Count	LASCr2D.filtered Read Count	LASCr2E.filtered Read Count	LASCr2F.filtered Read Count	LASYr2D.filtered Read Count	LASYr2E.filtered Read Count	LASYr2F.filtered Read Count	LAWAr2D.filtered Read Count	LAWAr2E.filtered Read Count	LAWAr2F.filtered Read Count	MGr1A.filtered Read Count	MGr1B.filtered Read Count	MGr1C.filtered Read Count	MGr2D.filtered Read Count	MGr2E.filtered Read Count	MGr2F.filtered Read Count	MGr3G.filtered Read Count	MGr3H.filtered Read Count	MGr3I.filtered Read Count	MHr1A.filtered Read Count	MHr1B.filtered Read Count	MHr1C.filtered Read Count	MHr2D.filtered Read Count	MHr2E.filtered Read Count	MHr2F.filtered Read Count	MHr3G.filtered Read Count	MHr3H.filtered Read Count	MHr3I.filtered Read Count	SEr2D.filtered Read Count	SEr2E.filtered Read Count	SEr2F.filtered Read Count	SEr3G.filtered Read Count	SEr3H.filtered Read Count	SEr3I.filtered Read Count
MGr3G3H3I__bin_117	1162	28478	18811	15702	7476	157837	7854	7671	34654	3188	1335	1533	1471	806	1419	1491	1704	2221	3199	5962	11647	13045	14714	9390	472278	118383	61615	675	537	1323	18900	3356	3523	2743	3209	1878	1808	2577	2252	1816	2564	1399	9309	31277	15556	45874	143191	591449	790638	479896	20175	3708	5922	8882	1010	2774	1878	1569	1528	66946	2395	5132	48519	1196	747	3228
BAr3G3H3I__bin_23	15	12	12	270	103	30	11213	18788	10849	22	24	39	34	28	26	116	72	172	34	33	72	16	41	46	35	189	62	27	16	18	25	30	26	35	70	43	21	34	43	17	42	12	38	56	31	94	34	26	33	247	81	35	57	62	14	60	33	31	55	35	19	18	139	29	17	42
MGr1A1B1C__bin_144	4419	32499	10971	4213	24829	27264	13137	22810	12428	5247	7423	6154	4125	3377	9509	49051	39466	21010	24631	354220	154630	448314	460765	226819	389297	239749	204904	45109	50985	10929	116418	83324	143294	5541	45392	10436	7380	23669	51607	35794	92808	20822	409678	1372793	779593	140092	333409	441560	942766	452428	233933	31683	312983	95409	34881	55711	20488	11914	169006	268416	4131	29309	188431	7968	10661	40302
BAr1A1B1C__bin_104	370050	142706	577684	15142	30077	165782	4826	15480	18931	46845	40117	70028	187040	68489	146355	11509	9882	7558	627731	91310	238463	36287	280173	161582	17897	474920	202855	7479	6535	9903	23101	16772	23663	33374	31613	23452	47364	36650	26557	18530	32611	14391	8402	6016	4810	21625	7681	20978	13370	111816	29881	465702	130072	244647	19133	15821	10369	15603	9243	120608	180281	23803	73218	7545	9809	54309
LASAr3G3H3I__bin_35	266724	335218	252779	18260	32080	112986	11588	18904	12255	644766	444894	253718	1332653	947602	530624	291070	357306	155128	107521	171846	224989	1002873	1324516	747587	78966	180925	247082	238738	201538	447614	751919	890920	551011	1848349	1812322	1570566	1418086	565815	984050	634881	474503	1722986	64548	383776	275717	42082	263296	191502	496619	70549	49235	133272	170235	159166	71096	247512	135478	739659	472129	348168	418611	101060	169875	32067	29211	908653
CRr3G3H3I__bin_72	3146	6105	8394	8567	7889	27461	7531	9227	8245	4065	20608	4625	6356	12297	4378	20599	7310	9612	5979	10176	16447	3916	1975	14056	17512	30483	126210	3449	3268	2027	8041	42862	9697	10169	16738	6320	55552	17431	164648	12080	34652	6084	2525	4992	3883	1067	1403	2626	8839	12004	978	7774	11853	11166	9933	13951	6676	3119	2001	129315	4223	52869	24295	3365	2440	20575
LAWAr2D2E2F__bin_69	2317	3676	3079	1484	2836	2242	1059	1200	1039	2876	1478	2802	2993	2537	1756	1363	1713	1344	4298	7081	8737	2477	3161	2847	4352	3628	4987	1497105	921446	865985	3185	7192	2200	34579	13917	13948	2527	2025	3847	857182	50749	684645	7317	5481	3764	6884	4008	3036	2820	7042	3813	3728	6665	9815	20499	5275	5481	2854	19989	5461	4884	4699	2475	3959	4420	1527153
MHr2D2E2F__bin_132	3605	4683	5124	5157	6628	8541	4140	4469	6324	3727	7449	7661	5232	3492	6138	8687	9557	9714	7733	8028	7823	6205	5150	6240	11766	9984	11778	3139	2298	3507	14587	12239	10244	2695	7955	2744	5988	6305	8439	6041	6860	2285	3364	7907	7279	1535	3121	4540	8799	12002	2955	6719	8459	7626	220260	859778	1550339	3751	4807	11471	3477	5439	5931	15864	25265	15317
SEr3G3H3I__bin_9	8584	19188	34756	8641	23804	25400	7822	9072	12233	30461	19923	24790	38130	41891	34360	20406	24025	20134	16618	33184	23275	27434	20146	39153	53608	39637	47763	24306	16987	21160	38535	38511	27246	60434	66127	66519	28882	13810	33416	34529	30221	20918	25856	40083	24764	13231	45705	27867	40223	86679	36110	16071	34312	33049	19570	16842	10519	17224	23575	51293	129464	79237	40449	327154	1680520	262513
BAr3G3H3I__bin_68	629	278	589	5311	1018	692	50082	39230	26836	476	1293	1918	533	472	1107	3009	5040	5423	2921	528	948	400	509	523	746	2519	798	411	395	1590	713	642	1295	337	2094	359	1365	1307	549	614	839	454	378	733	700	398	473	895	863	1345	327	2914	569	919	280	1220	1047	1169	1211	544	1331	247	548	706	744	3117
CRr3G3H3I__bin_86	848	2574	1573	92	663	1509	87	446	86	362	149	141	257	158	223	195	178	158	3885	13177	5043	2903	1242	1296	194207	31046	18107	512	362	226	554	510	552	1811	619	516	192	167	234	1004	981	531	2112	2100	1232	881	1221	9109	3281	5436	1481	5349	20915	6551	1232	595	624	219	523	20830	295	1058	812	294	539	1421
LASYr2D2E2F__bin_54	33390	41162	50910	124657	87690	116633	189809	215344	222384	139218	212448	173506	137222	138118	129359	276415	278514	169162	17662	30283	18316	25038	38436	59463	15812	17962	10354	37649	41121	30266	82635	125608	144878	9966	104207	15967	365571	112038	381471	10792	32512	16966	2977	10879	16007	5733	16564	17186	27649	39057	5832	30166	37602	18352	74637	230412	126618	66475	18528	9306	50094	21893	14564	18154	5842	69959
BAr2D2E2F__bin_42	187502	702606	541989	9097	732049	4274476	3423	7773	10946	79238	31692	12453	25922	9231	6370	4873	4628	4772	81558	204954	371726	146728	39812	289319	66871	125728	190255	29488	38764	4594	47941	67477	26630	115835	163756	116403	37602	8418	104623	3424	31216	12106	11029	69761	55562	18784	9458	20589	69399	38958	6765	146729	228120	246152	1302	7990	2424	58022	2159	198101	39522	1352	2831	828	1001	11123
CRr3G3H3I__bin_98	9029	15028	10032	2341	13977	7790	1185	3756	1743	4802	8128	9039	17908	22048	14184	3862	3826	4915	54565	248507	146550	64300	158448	194701	251455	255348	101015	11463	11157	7721	19911	18551	14581	31706	30633	20832	9637	4662	18739	19044	15485	21480	142122	279215	118249	43043	27354	42757	98286	119031	36739	42465	159410	111710	3726	6739	5288	6656	17533	79539	3626	2311	27250	2095	14108	20785
SEr3G3H3I__bin_159	635	896	520	421	725	1093	308	427	442	1638	1099	1338	2649	5864	4604	2041	1736	1540	746	802	677	719	672	706	987	1106	1838	558	390	577	1531	1361	936	659	1606	762	666	733	1131	675	514	478	451	1467	1038	316	574	601	1101	2733	848	752	852	651	310	640	365	421	832	1993	11691	6518	2885	194440	153237	30134
SEr3G3H3I__bin_258	10324	6257	9072	1258	26594	6435	838	1297	1068	3549	3008	5648	4662	5738	4685	6080	5930	13391	6778	10985	9626	6203	7102	5934	28814	14946	30418	16204	9792	7460	9748	7490	14568	10901	12650	9330	7154	2377	8056	12854	2585	11338	21508	26074	19407	26040	14542	9663	5967	27520	27056	5495	7025	5547	4966	3891	2662	4177	9680	36869	43174	56970	23054	250476	299548	1350240
BAr2D2E2F__bin_124	24887	42447	28012	31126	662585	34225	16738	16829	16128	8410	7733	9401	6001	5146	7023	9359	10325	18491	61535	131950	238378	22662	21698	12053	265709	438802	176646	19069	15775	38337	26489	17132	23273	16912	22663	15726	8819	11254	9358	38810	33277	27876	33126	59877	80483	34630	22054	34417	46151	137034	58050	60698	113410	117583	73223	52450	60625	16915	46468	172715	15149	31157	33716	8415	12602	125243
MHr1A1B1C__bin_37	26101	20060	118720	225242	261644	102127	103312	67242	106427	41288	62809	79262	84247	35152	54821	98403	140849	232781	136232	217232	291845	19642	31694	55351	83028	340417	170944	15085	13411	18605	17646	13956	9640	19447	64140	15369	11488	23370	18736	9048	8708	15308	20368	26570	33526	14483	7929	15576	22402	43675	9184	146854	272068	281373	4519	14294	3279	12663	16032	114401	47495	13603	38346	15209	12151	87756
SEr3G3H3I__bin_68	5786	17797	30484	3923	4801	6438	775	10254	969	14989	41369	27624	90684	107763	86538	6088	8618	10720	295112	358719	255320	448083	494217	319669	468537	500938	451086	107321	95751	35323	47204	44967	10023	165991	237641	197306	5708	2898	36443	93150	21087	70798	252697	481420	309022	142458	302500	254189	438272	691544	259261	302829	200108	223853	5591	5869	4802	72729	252986	516752	731733	880339	243730	671060	840723	4423134
SEr3G3H3I__bin_103	125908	77185	31898	3118	151304	29968	1911	3737	2006	13348	10622	12483	23074	17982	16321	3811	5328	4073	25945	35967	42733	67742	108137	115014	115596	96872	88232	67514	47988	46734	11703	18790	9766	25039	24610	21887	11662	4627	13567	33561	15582	44426	40708	25881	19003	36435	50624	23941	20084	101993	103806	20291	37859	36852	21159	12742	13076	10324	38410	146738	469482	521636	90339	613096	578338	2930391
MGr3G3H3I__bin_97	8979	13020	12993	27621	35666	36917	39845	40937	41815	31189	48460	40011	32536	32504	30511	45301	55080	43640	6683	24181	10954	17738	16826	44785	133732	131161	90672	17470	17832	14483	15102	30510	30277	3728	22927	4856	49134	24953	33698	5699	17033	8119	599406	687969	271197	315751	533400	810187	1884871	803487	18791	9805	26137	10150	39317	101027	76035	24418	12750	111266	19866	28047	22345	4444	1389	33140
MGr1A1B1C__bin_94	1125	2918	503	350	514	212	100	831	164	772	113	374	737	582	424	305	174	54	2123	13165	14722	3908	6226	2687	102970	21367	41948	57375	38420	9878	2999	4633	6421	94754	109983	115848	1113	590	745	186745	18960	73435	213156	253265	171246	37577	169494	55624	64414	190106	525289	1157	8615	16880	110051	23582	12984	19477	226888	65104	863	3574	3894	239	699	22409
MGr1A1B1C__bin_51	55200	58904	110945	134059	91396	278400	147558	143473	198197	71720	66649	77090	232726	75692	91608	72542	98766	84193	39720	605311	609366	291765	168651	870692	54248	98507	127046	45217	48106	25485	102349	115643	41916	163719	238953	193193	91432	85394	189741	10495	61966	50555	50082	432136	183877	30519	29613	55561	127845	58905	13201	74637	739965	547230	27572	85888	57929	67888	42655	91939	37935	12198	9839	8174	2528	59689
BOr3G3H3I__bin_85	23063	17640	35828	11462	12413	21077	5773	9200	7950	131533	130102	85548	337074	250198	224977	170460	182848	72291	6702	6951	8301	10624	23292	21136	8880	8169	6393	6201	5738	8663	40440	23745	35615	8599	94130	11840	104673	69279	117736	8507	13969	11171	4150	4367	3204	2916	4608	4575	5053	13031	5609	5871	7393	5676	8528	21573	11535	21342	10592	6323	22622	14979	83931	19929	30886	38597
BAr3G3H3I__bin_3	31071	8950	21270	88792	29452	15754	106807	59975	107696	12890	14408	10570	2537	3111	3039	25035	26420	56015	6195	26459	25151	3076	9686	6848	16258	42049	22201	3358	3372	5598	1780	4444	3945	2965	12964	2877	3447	33273	8405	2810	15190	1058	3104	753	1257	749	443	1842	1937	3438	1101	8516	48631	37643	3354	9572	5467	2517	4635	14018	37736	3613	34081	2896	759	14495
LABRr1A1B1C__bin_80	1850	10243	2801	643	800	1453	576	667	589	3248	677	3673	2169	1934	1456	931	726	593	4047	7501	5313	4861	5980	1856	5835	4154	6341	102060	72979	29457	1724	2541	1656	53668	35857	21190	1255	622	1481	24994	2505	84441	18782	16028	15815	13940	13961	8399	5318	14466	21011	3474	7245	5039	5919	1520	1446	1772	39088	7987	1292	1925	1400	2833	3443	74786
MGr2D2E2F__bin_53	1028	1802	773	252	404	246	106	134	146	465	147	304	387	330	395	209	159	151	569	1191	1067	932	1235	594	552	479	565	36908	24820	21792	1204	2498	705	24836	11284	10576	290	220	360	19759	5365	29659	140936	39035	17214	742488	217284	71134	6720	58853	65644	574	1086	1084	6045	2098	4374	1406	61906	827	583	962	445	1860	1583	49964
LASCr2D2E2F__bin_31	4300	32717	57631	14699	26092	14674	30	46	47	17205	1962	2084	10880	7651	1578	111	252	602	2856	7297	4262	15388	10164	10819	406	189	624	5376	3413	7602	23921	5578	733	51856	41596	94767	12399	52	5310	23307	714	50560	762	4346	7033	974	1369	868	2793	2253	305	8958	8298	5997	1143	724	1120	4347	65497	997	12897	1577	190	303	497	13104
MGr2D2E2F__bin_113	2714	6375	5119	699	1298	864	631	769	644	1691	607	1235	1440	1633	822	644	582	489	1801	6654	7917	3481	7970	1541	11536	3098	4884	28175	25996	13426	1550	2026	1244	9615	7872	5320	915	713	1010	5864	1593	13899	184933	76703	51371	472047	254818	153482	13495	217433	68587	1754	6270	5177	4786	2302	2062	2027	14726	8794	1070	1312	1563	1248	1791	30354
LABRr1A1B1C__bin_136	160	237	1006	53	44	45	16	25	26	1255	80	93	397	448	137	28	34	24	304	17928	12488	127	181	195	715	220	169	153766	127679	13087	80	72	25	1433	737	889	41	26	126	624	36	22885	163783	18113	4529	55011	1328	815	387	4260	1200	207	12929	7049	125	55	37	76	437	235	207	100	28	839	1229	25123
MGr3G3H3I__bin_15	41	78	78	72	110	162	2212	573	1550	165	78	246	184	166	118	49	59	458	183	152	202	153	1193	78	3228	162	1420	2569	2267	831	125	65	55	303	174	138	44	61	75	1894	1604	242	228	239	589	203	281	195	910	259794	376	174	210	176	4447	130	57	89	106	1324	219	1418	121797	935	886	3894
CRr1A1B1C__bin_125	28170	44793	238739	9842	8191	5301	5767	7776	7723	13499	4040	4611	12509	7970	5633	3266	4065	5715	172847	164184	213742	9665	17888	14401	54844	59160	99107	11963	9891	7987	1998	5051	3071	63056	49438	40877	5757	4569	12219	6363	8508	3095	7645	12437	7104	5711	8171	13715	20141	68614	6258	166627	217093	156065	1995	7968	3030	12604	3876	63045	16027	19016	21362	1958	2239	24442
CRr2D2E2F__bin_13	11305	19656	10613	1278	7156	7548	769	4704	970	6582	3884	6084	6302	6856	5578	3677	3381	2127	75490	226455	140288	121572	175642	43921	251730	210968	183708	44683	32919	14748	7028	10927	7968	45486	27761	29177	6781	5022	7116	13886	10188	20857	161561	279061	195262	66796	69175	81235	70305	105990	22066	55600	146026	121464	11695	10961	6684	8648	20539	233665	6197	7717	9440	8898	9496	70039
MGr3G3H3I__bin_159	6473	8053	4887	2298	6225	2403	1809	2056	1083	2484	1417	2478	2373	2458	1652	619	651	696	4743	8308	5825	4754	5785	4892	6584	4184	4876	30261	15126	15741	2161	3308	2180	6683	6280	7204	2697	842	1807	5972	2575	22828	179519	107118	41063	218704	336765	119580	49009	324804	257945	3599	7003	3860	4623	2348	1375	3023	5904	6758	7953	6445	3569	5856	7121	79621
SEr3G3H3I__bin_176	92279	83322	27916	1829	5929	8769	1087	2451	792	9765	7160	13069	17643	5896	5077	3491	3422	1481	27692	32983	48121	128456	248198	19798	120933	64911	80609	37893	27388	30751	15376	22781	11014	57803	52335	43086	12138	10015	10552	49127	12745	246769	171408	360474	293871	160654	234636	162079	75718	127042	151830	23568	45226	40520	103735	29689	31930	30316	91239	168192	63998	29486	5086	78322	192112	923287
SEr3G3H3I__bin_83	65697	16763	12065	1506	12198	14762	181	1456	224	8460	7738	4154	18926	8903	7898	585	1019	2063	43801	16043	24793	3073	12276	23689	8726	13735	62787	345	286	95	554	594	150	6300	5080	5710	5692	176	7699	1362	427	1184	519	947	1098	843	557	666	280	6609	592	38471	21036	29883	185	220	69	360	507	60714	49105	31204	12915	154311	168047	750543
BAr2D2E2F__bin_51	12243	28809	14325	1014	36699	122646	363	517	529	4632	2582	3365	1845	1379	2858	3016	4078	2294	2193	5073	5912	6344	5106	3335	7138	6734	4591	8911	8633	5857	10652	7288	23475	2960	6673	4040	24881	17330	13564	7943	5585	9623	1601	3890	3177	1478	3195	3266	6450	3964	1859	2366	5078	5026	3594	10097	9999	4472	4661	4870	1386	1966	1708	3754	6423	13187
SEr2D2E2F__bin_124	34	69	70	40	34	46	10107	10945	3101	57	1009	1738	377	702	1758	1998	2545	4724	88	554	105	42	50	40	153	8123	120	822	1136	723	87	133	57	54	1395	35	42	51	170	30	74	18	1334	337	947	675	45	769	1877	2750	133	241	686	84	18	38	107	29	35	144	858	370	80113	62	36	1662
LAWAr2D2E2F__bin_24	1114	10209	1459	672	548	1177	192	1083	349	7777	4564	17082	14228	18170	10107	2724	3087	1463	12115	29955	20498	19130	16783	8819	55510	15236	43678	7785	5597	13849	43885	37950	26042	143302	106457	189553	9139	8473	17277	245771	9084	188915	52179	74932	39929	33286	68507	14434	21481	54440	76497	11252	18193	28497	19387	6708	3308	55457	135562	67837	1648	2068	2575	7904	35131	201377
MGr2D2E2F__bin_27	7418	9110	3913	1340	2658	8146	466	793	599	3787	2456	2983	3851	5329	6255	939	995	907	2036	1716	2753	5532	4618	3384	12968	6553	10389	10229	7059	19240	4617	5014	1750	52144	52001	108196	3770	1630	2263	26071	4893	78169	34437	33781	5202	112461	217647	52431	15671	62436	139184	2201	1840	2155	1678	1278	899	2642	16837	17082	8068	28269	4591	6607	22380	210015
MGr3G3H3I__bin_82	64568	257465	97518	19867	231517	346834	21234	34180	61511	116654	233207	223396	175904	130242	205667	278712	306667	230386	120276	388909	243274	444719	327033	389626	1609740	757410	757054	61170	43847	16679	554799	510516	357796	104809	224174	50537	161297	123993	323927	208677	145886	116580	325419	610616	442850	167713	499098	379607	853400	1388254	534660	122143	387016	243214	161122	116545	66624	62865	155253	889380	921562	1412137	786536	1054309	2493050	1155273
BOr3G3H3I__bin_49	4518	7248	5327	10988	5913	8690	3192	4563	5414	156639	459594	594836	442752	106278	370853	706589	898059	430956	4204	4569	5895	3912	5887	4065	4942	7058	5643	10973	9611	10462	26779	17170	54114	4076	400147	3966	307299	72057	59578	4729	7012	5270	8309	9258	6385	7526	5318	6522	5531	9446	3323	3995	4622	4930	9431	38257	16232	5341	4163	5888	420713	16465	87149	7181	6574	23898
BAr2D2E2F__bin_7	27452	15279	75797	2198	261577	105770	1168	1983	1914	2657	1425	1407	1197	1885	1189	1833	1769	2214	75867	205660	72226	3792	1265	11269	20800	286523	46287	419	353	446	760	735	794	471	1051	487	933	492	1402	331	991	247	11817	11166	8384	5064	10641	14408	23193	29614	1524	64318	213008	53267	537	818	558	546	356	20379	1697	3351	68423	518	503	2054
MHr1A1B1C__bin_47	32434	7561	44699	24957	23954	51293	35740	30781	36519	6828	12293	24069	12102	5002	12510	11608	12359	22310	127238	23681	76303	2267	9396	4792	6461	97338	77161	578	551	4130	838	3553	2475	1657	11377	9813	1344	14224	3233	1574	7200	933	585	715	808	904	345	708	783	15862	472	171435	41808	78231	250	968	617	8914	1586	45806	10683	2060	4308	2890	2581	9660
CRr1A1B1C__bin_29	11968	7930	10708	3939	23732	6979	3054	6083	2311	3050	2472	3117	2675	2970	2307	2501	2205	1825	220928	240190	114424	24145	28588	17219	55354	290568	134354	3659	2910	2999	4314	8063	4053	6138	6772	5483	6104	2624	3852	3841	2435	8195	6608	31477	23017	14390	10175	20095	74961	72720	6421	201478	212266	63238	4036	5677	2840	4175	6404	106652	13397	14300	28976	6706	7793	48464
LASAr3G3H3I__bin_140	29437	48578	44482	50740	78873	93623	19680	22558	32043	40589	80657	83528	67364	47383	69422	99165	121546	99869	36580	65320	51080	64034	46497	58343	108767	82676	102865	19108	13964	8575	509727	238344	380291	13547	71313	15024	89858	138741	120844	20786	43919	14471	26573	77556	64022	13449	24784	38263	79632	79088	19837	32702	67951	50366	44062	85131	50420	37479	76365	103861	29285	28561	45635	175877	285624	202729
SEr3G3H3I__bin_235	26174	14242	15879	1462	13841	13363	784	1838	821	2333	3805	4433	4149	2324	2796	2527	3171	2606	15108	23493	31655	13196	10780	17097	17022	34298	35441	7257	5792	2814	24755	4526	9137	6262	9355	7189	2630	2802	6469	3034	4495	3428	3308	7285	6586	2115	1969	2939	5443	9679	1778	11927	14771	21699	1760	2611	1774	14654	8802	37337	5156	10345	6720	14209	8868	196011
CRr1A1B1C__bin_136	34771	11855	168158	4470	1723	51036	481	3761	493	40893	61472	80636	41136	22409	68220	15995	35593	152938	641112	138815	498886	8334	60735	33397	6956	146606	146926	7955	9050	25498	5371	1313	12355	6484	44775	10058	8465	92471	29087	3763	20227	2057	8660	18482	19297	12362	1016	5345	5012	79094	3987	570455	210405	445756	1059	5530	1548	382197	21716	74936	10467	1176	450	4751	4522	54996
SEr3G3H3I__bin_186	1272	414	1299	503	13510	197	4	18	12	267	78	97	285	265	125	52	50	34	702	881	1077	5412	3265	1722	1062	398	297	254	305	191	182	266	59	728	480	737	224	81	396	138	96	1101	451	892	266	540	291	375	477	867	244	410	718	907	41	70	11	121	352	384	5972	1925	478	2557	6665	63891
SEr3G3H3I__bin_25	15724	9256	5429	1500	14933	6821	714	1080	1300	8722	3392	5647	5195	10920	4330	2286	2723	1689	5419	4357	4831	10105	14349	5618	7004	4427	5091	10622	9563	16897	3791	8160	3865	10196	13869	9338	19265	2528	4043	16779	12940	27263	4750	4114	2439	6967	8803	5382	5917	11093	10359	3475	3135	3573	7110	6427	6233	5844	9430	6692	79211	21867	19222	19162	14718	1781153
SEr2D2E2F__bin_167	217	247	312	128	393	1264	97	124	95	1797	1400	7195	8828	1812	1715	432	286	300	222	241	338	312	449	265	487	366	348	1451	1268	887	288	353	182	2196	817	381	215	227	471	2080	1022	374	525	322	264	276	211	191	495	98987	3933	171	207	258	14405	446	222	205	476	432	2005	325210	3671	9679	2738	5204
LASAr3G3H3I__bin_79	412655	143669	256179	73760	398892	154480	12275	14889	13373	54919	61147	79886	18275	20787	19490	45027	36349	22061	252527	73710	173121	79375	60338	66785	156355	137270	153126	142555	94216	72645	226244	82920	231987	178290	354590	230273	67351	191421	39970	124335	230299	82634	83330	61999	69651	72461	66941	42729	63414	160944	86151	148336	82128	130575	57787	47883	28363	327592	150956	132832	84796	130652	169351	125938	216794	652383
LASYr2D2E2F__bin_101	10320	37154	63843	9765	28703	46438	6892	7752	11888	54036	98865	91031	126685	52876	79792	82588	96030	70693	21129	36371	29522	77142	52399	56210	51654	42286	47514	23168	17247	24087	328939	176227	94411	114856	216848	113860	64484	111550	232956	148500	95235	81156	27309	54807	41465	16815	43154	49591	145248	118498	19294	19415	38470	28552	21617	25220	10792	65143	87379	46529	16838	55342	133590	95495	106143	81730
MGr2D2E2F__bin_5	508	4542	940	896	878	867	689	656	654	1313	578	1132	1476	1084	802	756	1008	836	1118	2334	2049	1060	1410	919	1383	1141	1464	19824	12366	3337	724	1002	777	29028	10114	6886	820	661	802	8662	5305	29037	224719	87055	48078	287504	171854	42752	19197	121261	52707	1149	2183	1666	2883	2238	1402	864	4987	2110	774	1023	720	1750	1091	11691
LAWAr2D2E2F__bin_156	1724	4425	1388	631	1269	1155	512	940	417	20411	13704	2830	10233	24887	8270	2229	1289	1192	2131	3658	3003	5805	6922	8040	3450	2939	2837	5045	3983	35643	3802	7882	1693	83864	18551	39021	2582	1691	7522	77610	28342	103148	3407	4000	2676	2208	2941	2078	6847	5262	2116	1978	2165	2126	1084	1324	1458	6242	5158	3396	3155	3383	2223	2589	3349	76985
SEr3G3H3I__bin_3	833	307	258	201	562	313	167	189	171	243	190	265	251	232	265	171	272	187	275	463	350	401	534	530	464	589	419	855	756	454	278	298	249	961	871	733	329	323	298	931	385	1253	289	336	279	250	303	244	367	617	298	311	393	338	226	393	280	292	660	568	10867	5626	599	55520	37879	220448
MGr1A1B1C__bin_70	161	4624	4641	510	74	192	13	19	6	704	61	28	565	321	106	23	13	18	259	1240	160	735	2950	4083	1076	474	370	23823	14637	105159	19	72	7	80	253	1201	11	9	16	45	217	3804	559973	8083	2316	2478178	106979	270177	315	46149	2331	222	1364	101	27	10	1	383	276	992	960	105	51	74	97	180884
CRr3G3H3I__bin_90	11606	52917	16065	6631	49804	37951	7373	15889	12244	38923	60385	68082	65546	49035	73987	173649	151287	73742	154802	128498	96289	251144	189718	155214	238054	269712	289140	102098	87398	93864	115625	329442	238704	73072	134655	32831	82339	95318	121611	103133	269654	81138	18640	90048	94014	11511	25478	29378	123583	87396	57130	158776	121568	87747	91884	156046	126222	110108	134214	287013	70654	63992	104417	63612	111049	301681
MGr3G3H3I__bin_85	4100	13120	14999	2575	3779	5493	1096	1414	1242	7858	3256	7495	7325	7795	4992	2538	2190	1877	3209	12453	8813	10393	14904	8200	20575	10213	9534	17491	13197	20170	9165	10572	7244	12677	12370	10267	5884	3383	6641	27817	10287	27954	114683	45802	19818	480018	435337	204341	76519	793614	793756	3134	12286	5931	62970	8632	6934	4150	12647	15587	11724	25828	15834	13956	16338	75065
MHr2D2E2F__bin_20	4308	5144	4364	598	2202	4170	635	1024	814	1908	6968	3432	2169	1902	4299	9011	12581	2904	916	1888	1699	3970	3948	2219	4337	2487	2853	26527	23301	54045	125112	743213	104896	135860	403055	235285	59094	185863	169138	1816014	232758	402854	1509	3681	3133	2239	3384	2560	3494	3669	2374	1018	1988	1625	1242864	599725	181627	79963	257382	3366	851	948	1123	4297	6793	107889
SEr3G3H3I__bin_219	6487	703	1614	817	15387	758	1441	1804	1802	210	109	189	698	498	601	55	61	40	91	161	376	4222	6822	1273	199	102	196	112	77	161	70	32	25	819	2276	1701	41	41	55	383	112	601	58	123	88	152	142	56	191	325	1973	77	189	386	102	36	16	130	907	415	112364	923	198	62619	18370	349855
MGr2D2E2F__bin_123	42	36	122	85	36	33	78	163	65	1177	55	141	275	171	70	43	23	54	62	162	201	87	162	114	215	172	103	5691	4295	3211	103	92	61	225	220	138	55	51	96	108	85	224	79557	9123	1224	1175831	11027	34687	331	4739	5889	72	182	166	1383	345	177	79	178	144	441	134	143	68	66	5736
CRr1A1B1C__bin_104	15208	16338	212852	2704	16696	61413	1542	2948	2894	3280	1116	1230	8560	4731	3905	1009	940	1381	164336	304689	308765	20022	2853	26495	38271	29236	47861	743	636	449	871	2818	965	24274	20033	20915	2727	662	15876	903	1598	1554	8865	20074	21385	1666	1087	2557	5249	21729	707	138558	296098	186487	243	550	252	1179	2482	31972	1164	1273	2583	1097	961	6698
MGr1A1B1C__bin_97	272	803	485	796	600	607	2756	3475	3625	519	729	632	898	602	761	1082	952	753	2337	3161	1229	23942	2277	1945	23364	3575	6835	7535	6671	2242	9778	42626	66516	24298	12770	14393	3584	9666	12773	5478	9954	3319	31473	152170	114638	12189	13672	16367	61822	26545	7299	2687	3037	921	3812	14400	5417	25804	44910	6865	772	763	860	802	1124	5471
CRr3G3H3I__bin_93	142231	173576	274267	4341	57211	126898	6317	13933	26135	19030	4200	4062	4559	3464	4440	3913	4175	4995	103809	207099	278121	267104	127958	242430	1049241	637153	432845	11571	12797	6480	128679	63744	25746	12797	36850	18298	15132	23443	128624	5611	21692	6285	83533	370812	172485	42102	42709	148566	712785	169298	16648	116590	204393	165417	5150	24283	13564	12430	10399	562036	93884	25886	349525	68124	22342	30509
