"","Virus","baseMean","estimate","stderror","statistic","p.value","p.adjusted"
"584","BAr1A1B1C_vRhyme_unbinned_58",180.133438690509,-6.1885530109798,1.02336072796649,27.370879112801,1.13890924479131e-06,8.32324079400516e-06
"585","MHr2D2E2F_vRhyme_unbinned_50",187.648009705533,7.24793678305672,0.876495440450055,82.7648720937413,1.06619435087755e-18,8.11991171431478e-17
"586","SEr3G3H3I_vRhyme_unbinned_60",71.3723099892048,-4.31417024989243,1.23295682555833,20.5942453042788,3.37300086602225e-05,0.000166577892598437
"587","LAWAr2D2E2F_vRhyme_unbinned_65",381.506310008816,1.85305131403359,1.09555571190083,24.86000025767,3.99686550081522e-06,2.57042861319094e-05
"588","MGr1A1B1C_vRhyme_unbinned_24",115.117724798703,-1.07400543230896,0.917010792626234,25.8667100796283,2.41610204935059e-06,1.6260928676327e-05
"589","BAr2D2E2F_vRhyme_bin_11",133.45154022624,-2.27275049832706,0.971272980461907,9.57631307267246,0.00832779522810075,0.0171901850143535
"590","LASAr3G3H3I_vRhyme_unbinned_54",205.242359890038,0.888126898594434,1.03635813644688,16.4153782911999,0.00027254981707923,0.00094802784931165
"591","MHr3G3H3I_vRhyme_unbinned_8",952.013709134898,-8.11822030168513,0.934657708431443,49.9614006639245,1.41585797623518e-11,3.15191767940354e-10
"592","SEr3G3H3I_vRhyme_unbinned_34",41.0309170329184,-3.73493279207415,1.19295678057081,10.6657124282399,0.00483025405114612,0.0107355822473231
"593","CRr3G3H3I_vRhyme_unbinned_1",99.5098008038198,-2.0887349680966,0.88103335405077,7.75698925539977,0.0206819357725513,0.0385654137408271
"594","SEr3G3H3I_vRhyme_unbinned_128",28.8190916428542,-4.00579543185155,0.860106784140062,21.8948503472229,1.76032823946778e-05,9.36468736216868e-05
"595","MHr2D2E2F_vRhyme_unbinned_51",415.770421959628,5.80356514893801,0.640187189240895,100.278110749902,1.6783592359489e-22,1.86814293416774e-20
"596","CRr2D2E2F_vRhyme_unbinned_55",64.150216024264,-6.54883018852809,1.7806604423016,17.1151345704337,0.000192086016200091,0.000707248003668021
"597","BOr2D2E2F_vRhyme_unbinned_6",61.2104143335796,-4.35912793597852,1.02584794397951,28.1278156181167,7.80050006002326e-07,6.16793638625883e-06
"598","BOr3G3H3I_vRhyme_bin_4",391.147278600355,4.15498691495126,0.663937044937389,55.5204802128276,8.78781499685213e-13,2.35480894452686e-11
"599","MHr3G3H3I_vRhyme_bin_15",1773.34071417597,-4.6098116917023,0.668631770893551,35.9930677233694,1.52828605542038e-08,1.90640510533905e-07
"600","MGr1A1B1C_vRhyme_bin_2",5906.41685043283,-0.173509690011572,1.03185943018476,14.4517963566534,0.000727498821881579,0.00218854635189739
"601","CRr1A1B1C_vRhyme_unbinned_22",148.549695967254,-0.460316761151406,0.90622167622385,25.9615275201444,2.30423053838766e-06,1.58019980523552e-05
"602","BOr3G3H3I_vRhyme_unbinned_37",49.7341861642709,1.78899859038706,0.760740940356284,8.57180298104386,0.0137612103271679,0.0270549882383314
"603","MGr2D2E2F_vRhyme_unbinned_76",101.3991478708,-2.94575342734829,1.07390388793766,14.5140508706104,0.000705202589594613,0.00213033016105095
"604","MHr2D2E2F_vRhyme_unbinned_40",247.821188483008,5.78695165831363,0.958191540300781,56.7044803442168,4.8615923914813e-13,1.46556753968197e-11
"605","LASAr3G3H3I_vRhyme_unbinned_58",88.2553299118437,0.481728538256862,1.10816288540866,16.3555553162746,0.000280825337074264,0.000969819242831648
"606","LASCr2D2E2F_vRhyme_bin_17",10.2511219473068,-2.69395946090842,0.902825281734486,15.0626304557669,0.000536032787592163,0.00168251506213853
"607","CRr3G3H3I_vRhyme_unbinned_33",125.093794296257,-4.53062227406824,1.18505271774642,13.7054669733385,0.00105656363939,0.00298020971968291
"608","LABRr1A1B1C_vRhyme_unbinned_108",161.009026714608,-3.9737858323302,0.839796486052358,18.8228115807406,8.17858926786191e-05,0.000343026628133223
"609","MHr2D2E2F_vRhyme_unbinned_54",160.560934861608,5.9752768554746,1.03542294307364,43.2670706647732,4.02415760206597e-10,7.18883462986354e-09
"610","LABRr1A1B1C_vRhyme_unbinned_17",124.149701298897,-4.23219974075509,1.16847620396832,10.4001116793169,0.00551625638628799,0.012039250363437
"611","SEr3G3H3I_vRhyme_unbinned_121",60.7852066426673,-2.31883656479057,0.721898218069219,10.3561415166079,0.00563887467942851,0.0122698521220046
"612","SEr3G3H3I_vRhyme_unbinned_138",115.921769287381,3.18303460557614,1.07387956869875,29.9171223913472,3.18844856516391e-07,2.8304816403633e-06
"613","LASCr2D2E2F_vRhyme_unbinned_88",20.7714471091987,3.8826308612199,0.853522345890973,29.4414736947011,4.04450351924998e-07,3.4629565635235e-06
"614","LASCr2D2E2F_vRhyme_bin_8",1279.12625024699,-4.43602291122527,1.36029763995011,9.35647774901682,0.00929536979313223,0.0189175809995251
"615","LASCr2D2E2F_vRhyme_unbinned_56",55.6811134734396,-2.95515604419412,1.14716599316209,15.4645474003007,0.000438446087986146,0.00141298772676159
"616","MGr1A1B1C_vRhyme_unbinned_6",1119.30463502108,2.13992554228528,0.705577801873438,16.6625893623858,0.00024086000600682,0.00086268422943532
"617","CRr2D2E2F_vRhyme_unbinned_7",15.1986703572462,-2.84716436192927,0.959832296144221,14.6522530036649,0.000658117874679512,0.00201757746750266
"618","LABRr1A1B1C_vRhyme_unbinned_125",81.7941134909635,3.46424439032155,0.794742548713596,33.2106868392246,6.14314806134264e-08,6.34938231768772e-07
"619","MHr2D2E2F_vRhyme_unbinned_13",499.304282307606,8.11159687031644,1.02357369487376,72.0013576805034,2.31794877910669e-16,1.19788281548835e-14
"620","BAr3G3H3I_vRhyme_unbinned_49",56.1181090316435,0.240439541494118,0.730644977213718,12.2589843932984,0.00217768651649894,0.00548974283863059
"621","CRr1A1B1C_vRhyme_unbinned_20",480.645385023229,-2.29911851481448,0.767449328499835,18.8680098037187,7.99583325693448e-05,0.00033830323750831
"622","MHr2D2E2F_vRhyme_unbinned_45",157.55475541781,4.04464786692342,2.12425201523165,8.1353542679081,0.0171171031013858,0.0325900634048754
"623","BAr1A1B1C_vRhyme_unbinned_50",256.471255691673,-3.74984171052262,1.14976493724456,9.11576211517209,0.0104842509473452,0.0212177777913405
